"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35522",2006-07-01,"2006","65 - 74",290,"Census","Mobility 1 of 65 and over"
"35522",2006-07-01,"2006","75 - 84",180,"Census","Mobility 1 of 65 and over"
"35522",2006-07-01,"2006","85+",45,"Census","Mobility 1 of 65 and over"
"35522",2006-07-01,"2006","Total 65+",515,"Census","Mobility 1 of 65 and over"
"35522",2006-07-01,"2006","Total",5390,"Census","Mobility 1 of 65 and over"
"35522",2011-07-01,"2011","65 - 74",245,"Census","Mobility 1 of 65 and over"
"35522",2011-07-01,"2011","75 - 84",135,"Census","Mobility 1 of 65 and over"
"35522",2011-07-01,"2011","85+",35,"Census","Mobility 1 of 65 and over"
"35522",2011-07-01,"2011","Total 65+",415,"Census","Mobility 1 of 65 and over"
"35522",2011-07-01,"2011","Total",4385,"Census","Mobility 1 of 65 and over"
"35522",2016-07-01,"2016","65 - 74",425,"Census","Mobility 1 of 65 and over"
"35522",2016-07-01,"2016","75 - 84",215,"Census","Mobility 1 of 65 and over"
"35522",2016-07-01,"2016","85+",55,"Census","Mobility 1 of 65 and over"
"35522",2016-07-01,"2016","Total 65+",690,"Census","Mobility 1 of 65 and over"
"35522",2016-07-01,"2016","Total",5050,"Census","Mobility 1 of 65 and over"
"35522",2021-07-01,"2021","65 - 74",530,"Census","Mobility 1 of 65 and over"
"35522",2021-07-01,"2021","75 - 84",230,"Census","Mobility 1 of 65 and over"
"35522",2021-07-01,"2021","85+",80,"Census","Mobility 1 of 65 and over"
"35522",2021-07-01,"2021","Total 65+",840,"Census","Mobility 1 of 65 and over"
"35522",2021-07-01,"2021","Total",4980,"Census","Mobility 1 of 65 and over"
