"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35529",2006-07-01,"2006","65 - 74",350,"Census","Mobility 1 of 65 and over"
"35529",2006-07-01,"2006","75 - 84",235,"Census","Mobility 1 of 65 and over"
"35529",2006-07-01,"2006","85+",95,"Census","Mobility 1 of 65 and over"
"35529",2006-07-01,"2006","Total 65+",680,"Census","Mobility 1 of 65 and over"
"35529",2006-07-01,"2006","Total",6090,"Census","Mobility 1 of 65 and over"
"35529",2011-07-01,"2011","65 - 74",430,"Census","Mobility 1 of 65 and over"
"35529",2011-07-01,"2011","75 - 84",135,"Census","Mobility 1 of 65 and over"
"35529",2011-07-01,"2011","85+",90,"Census","Mobility 1 of 65 and over"
"35529",2011-07-01,"2011","Total 65+",660,"Census","Mobility 1 of 65 and over"
"35529",2011-07-01,"2011","Total",5515,"Census","Mobility 1 of 65 and over"
"35529",2016-07-01,"2016","65 - 74",555,"Census","Mobility 1 of 65 and over"
"35529",2016-07-01,"2016","75 - 84",230,"Census","Mobility 1 of 65 and over"
"35529",2016-07-01,"2016","85+",70,"Census","Mobility 1 of 65 and over"
"35529",2016-07-01,"2016","Total 65+",860,"Census","Mobility 1 of 65 and over"
"35529",2016-07-01,"2016","Total",6415,"Census","Mobility 1 of 65 and over"
"35529",2021-07-01,"2021","65 - 74",425,"Census","Mobility 1 of 65 and over"
"35529",2021-07-01,"2021","75 - 84",300,"Census","Mobility 1 of 65 and over"
"35529",2021-07-01,"2021","85+",60,"Census","Mobility 1 of 65 and over"
"35529",2021-07-01,"2021","Total 65+",790,"Census","Mobility 1 of 65 and over"
"35529",2021-07-01,"2021","Total",5255,"Census","Mobility 1 of 65 and over"
