"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"61995",2006-07-01,"2006","65 - 74",20,"Census","Mobility 1 of 65 and over"
"61995",2006-07-01,"2006","75 - 84",0,"Census","Mobility 1 of 65 and over"
"61995",2006-07-01,"2006","85+",0,"Census","Mobility 1 of 65 and over"
"61995",2006-07-01,"2006","Total 65+",20,"Census","Mobility 1 of 65 and over"
"61995",2006-07-01,"2006","Total",1625,"Census","Mobility 1 of 65 and over"
"61995",2011-07-01,"2011","65 - 74",30,"Census","Mobility 1 of 65 and over"
"61995",2011-07-01,"2011","75 - 84",0,"Census","Mobility 1 of 65 and over"
"61995",2011-07-01,"2011","85+",0,"Census","Mobility 1 of 65 and over"
"61995",2011-07-01,"2011","Total 65+",35,"Census","Mobility 1 of 65 and over"
"61995",2011-07-01,"2011","Total",1250,"Census","Mobility 1 of 65 and over"
"61995",2016-07-01,"2016","65 - 74",30,"Census","Mobility 1 of 65 and over"
"61995",2016-07-01,"2016","75 - 84",0,"Census","Mobility 1 of 65 and over"
"61995",2016-07-01,"2016","85+",10,"Census","Mobility 1 of 65 and over"
"61995",2016-07-01,"2016","Total 65+",35,"Census","Mobility 1 of 65 and over"
"61995",2016-07-01,"2016","Total",1305,"Census","Mobility 1 of 65 and over"
"61995",2021-07-01,"2021","65 - 74",15,"Census","Mobility 1 of 65 and over"
"61995",2021-07-01,"2021","75 - 84",25,"Census","Mobility 1 of 65 and over"
"61995",2021-07-01,"2021","85+",0,"Census","Mobility 1 of 65 and over"
"61995",2021-07-01,"2021","Total 65+",40,"Census","Mobility 1 of 65 and over"
"61995",2021-07-01,"2021","Total",1360,"Census","Mobility 1 of 65 and over"
