"GeoUID","Date","DateString","Bedroom Type","Value","Survey","Series"
"13310",1990-10-01,"1990 October","Studio",474,"Rms","Rental Universe"
"13310",1990-10-01,"1990 October","1 Bedroom",2368,"Rms","Rental Universe"
"13310",1990-10-01,"1990 October","2 Bedroom",4062,"Rms","Rental Universe"
"13310",1990-10-01,"1990 October","3 Bedroom +",1149,"Rms","Rental Universe"
"13310",1990-10-01,"1990 October","Total",8053,"Rms","Rental Universe"
"13310",1991-10-01,"1991 October","Studio",470,"Rms","Rental Universe"
"13310",1991-10-01,"1991 October","1 Bedroom",2370,"Rms","Rental Universe"
"13310",1991-10-01,"1991 October","2 Bedroom",4110,"Rms","Rental Universe"
"13310",1991-10-01,"1991 October","3 Bedroom +",1176,"Rms","Rental Universe"
"13310",1991-10-01,"1991 October","Total",8126,"Rms","Rental Universe"
"13310",1992-10-01,"1992 October","Studio",471,"Rms","Rental Universe"
"13310",1992-10-01,"1992 October","1 Bedroom",2355,"Rms","Rental Universe"
"13310",1992-10-01,"1992 October","2 Bedroom",4061,"Rms","Rental Universe"
"13310",1992-10-01,"1992 October","3 Bedroom +",1172,"Rms","Rental Universe"
"13310",1992-10-01,"1992 October","Total",8059,"Rms","Rental Universe"
"13310",1993-10-01,"1993 October","Studio",469,"Rms","Rental Universe"
"13310",1993-10-01,"1993 October","1 Bedroom",2305,"Rms","Rental Universe"
"13310",1993-10-01,"1993 October","2 Bedroom",4045,"Rms","Rental Universe"
"13310",1993-10-01,"1993 October","3 Bedroom +",1176,"Rms","Rental Universe"
"13310",1993-10-01,"1993 October","Total",7995,"Rms","Rental Universe"
"13310",1994-10-01,"1994 October","Studio",456,"Rms","Rental Universe"
"13310",1994-10-01,"1994 October","1 Bedroom",2331,"Rms","Rental Universe"
"13310",1994-10-01,"1994 October","2 Bedroom",4026,"Rms","Rental Universe"
"13310",1994-10-01,"1994 October","3 Bedroom +",1183,"Rms","Rental Universe"
"13310",1994-10-01,"1994 October","Total",7996,"Rms","Rental Universe"
"13310",1995-10-01,"1995 October","Studio",466,"Rms","Rental Universe"
"13310",1995-10-01,"1995 October","1 Bedroom",2331,"Rms","Rental Universe"
"13310",1995-10-01,"1995 October","2 Bedroom",4055,"Rms","Rental Universe"
"13310",1995-10-01,"1995 October","3 Bedroom +",1170,"Rms","Rental Universe"
"13310",1995-10-01,"1995 October","Total",8022,"Rms","Rental Universe"
"13310",1996-10-01,"1996 October","Studio",462,"Rms","Rental Universe"
"13310",1996-10-01,"1996 October","1 Bedroom",2103,"Rms","Rental Universe"
"13310",1996-10-01,"1996 October","2 Bedroom",3949,"Rms","Rental Universe"
"13310",1996-10-01,"1996 October","3 Bedroom +",1132,"Rms","Rental Universe"
"13310",1996-10-01,"1996 October","Total",7646,"Rms","Rental Universe"
"13310",1997-10-01,"1997 October","Studio",449,"Rms","Rental Universe"
"13310",1997-10-01,"1997 October","1 Bedroom",2091,"Rms","Rental Universe"
"13310",1997-10-01,"1997 October","2 Bedroom",3961,"Rms","Rental Universe"
"13310",1997-10-01,"1997 October","3 Bedroom +",1122,"Rms","Rental Universe"
"13310",1997-10-01,"1997 October","Total",7623,"Rms","Rental Universe"
"13310",1998-10-01,"1998 October","Studio",442,"Rms","Rental Universe"
"13310",1998-10-01,"1998 October","1 Bedroom",2069,"Rms","Rental Universe"
"13310",1998-10-01,"1998 October","2 Bedroom",4054,"Rms","Rental Universe"
"13310",1998-10-01,"1998 October","3 Bedroom +",1202,"Rms","Rental Universe"
"13310",1998-10-01,"1998 October","Total",7767,"Rms","Rental Universe"
"13310",1999-10-01,"1999 October","Studio",435,"Rms","Rental Universe"
"13310",1999-10-01,"1999 October","1 Bedroom",2076,"Rms","Rental Universe"
"13310",1999-10-01,"1999 October","2 Bedroom",4037,"Rms","Rental Universe"
"13310",1999-10-01,"1999 October","3 Bedroom +",1218,"Rms","Rental Universe"
"13310",1999-10-01,"1999 October","Total",7766,"Rms","Rental Universe"
"13310",2000-10-01,"2000 October","Studio",591,"Rms","Rental Universe"
"13310",2000-10-01,"2000 October","1 Bedroom",3032,"Rms","Rental Universe"
"13310",2000-10-01,"2000 October","2 Bedroom",5790,"Rms","Rental Universe"
"13310",2000-10-01,"2000 October","3 Bedroom +",1643,"Rms","Rental Universe"
"13310",2000-10-01,"2000 October","Total",11056,"Rms","Rental Universe"
"13310",2001-10-01,"2001 October","Studio",516,"Rms","Rental Universe"
"13310",2001-10-01,"2001 October","1 Bedroom",2736,"Rms","Rental Universe"
"13310",2001-10-01,"2001 October","2 Bedroom",5047,"Rms","Rental Universe"
"13310",2001-10-01,"2001 October","3 Bedroom +",1561,"Rms","Rental Universe"
"13310",2001-10-01,"2001 October","Total",9860,"Rms","Rental Universe"
"13310",2002-10-01,"2002 October","Studio",507,"Rms","Rental Universe"
"13310",2002-10-01,"2002 October","1 Bedroom",2670,"Rms","Rental Universe"
"13310",2002-10-01,"2002 October","2 Bedroom",5034,"Rms","Rental Universe"
"13310",2002-10-01,"2002 October","3 Bedroom +",1552,"Rms","Rental Universe"
"13310",2002-10-01,"2002 October","Total",9763,"Rms","Rental Universe"
"13310",2003-10-01,"2003 October","Studio",507,"Rms","Rental Universe"
"13310",2003-10-01,"2003 October","1 Bedroom",2605,"Rms","Rental Universe"
"13310",2003-10-01,"2003 October","2 Bedroom",4948,"Rms","Rental Universe"
"13310",2003-10-01,"2003 October","3 Bedroom +",1533,"Rms","Rental Universe"
"13310",2003-10-01,"2003 October","Total",9593,"Rms","Rental Universe"
"13310",2004-10-01,"2004 October","Studio",493,"Rms","Rental Universe"
"13310",2004-10-01,"2004 October","1 Bedroom",2553,"Rms","Rental Universe"
"13310",2004-10-01,"2004 October","2 Bedroom",4890,"Rms","Rental Universe"
"13310",2004-10-01,"2004 October","3 Bedroom +",1528,"Rms","Rental Universe"
"13310",2004-10-01,"2004 October","Total",9464,"Rms","Rental Universe"
"13310",2005-10-01,"2005 October","Studio",473,"Rms","Rental Universe"
"13310",2005-10-01,"2005 October","1 Bedroom",2445,"Rms","Rental Universe"
"13310",2005-10-01,"2005 October","2 Bedroom",4488,"Rms","Rental Universe"
"13310",2005-10-01,"2005 October","3 Bedroom +",1350,"Rms","Rental Universe"
"13310",2005-10-01,"2005 October","Total",8756,"Rms","Rental Universe"
"13310",2006-10-01,"2006 October","Studio",514,"Rms","Rental Universe"
"13310",2006-10-01,"2006 October","1 Bedroom",2571,"Rms","Rental Universe"
"13310",2006-10-01,"2006 October","2 Bedroom",4952,"Rms","Rental Universe"
"13310",2006-10-01,"2006 October","3 Bedroom +",1421,"Rms","Rental Universe"
"13310",2006-10-01,"2006 October","Total",9458,"Rms","Rental Universe"
"13310",2007-10-01,"2007 October","Studio",465,"Rms","Rental Universe"
"13310",2007-10-01,"2007 October","1 Bedroom",2465,"Rms","Rental Universe"
"13310",2007-10-01,"2007 October","2 Bedroom",4729,"Rms","Rental Universe"
"13310",2007-10-01,"2007 October","3 Bedroom +",1342,"Rms","Rental Universe"
"13310",2007-10-01,"2007 October","Total",9001,"Rms","Rental Universe"
"13310",2008-10-01,"2008 October","Studio",432,"Rms","Rental Universe"
"13310",2008-10-01,"2008 October","1 Bedroom",2391,"Rms","Rental Universe"
"13310",2008-10-01,"2008 October","2 Bedroom",4641,"Rms","Rental Universe"
"13310",2008-10-01,"2008 October","3 Bedroom +",1235,"Rms","Rental Universe"
"13310",2008-10-01,"2008 October","Total",8699,"Rms","Rental Universe"
"13310",2009-10-01,"2009 October","Studio",399,"Rms","Rental Universe"
"13310",2009-10-01,"2009 October","1 Bedroom",2354,"Rms","Rental Universe"
"13310",2009-10-01,"2009 October","2 Bedroom",4721,"Rms","Rental Universe"
"13310",2009-10-01,"2009 October","3 Bedroom +",1223,"Rms","Rental Universe"
"13310",2009-10-01,"2009 October","Total",8697,"Rms","Rental Universe"
"13310",2010-10-01,"2010 October","Studio",399,"Rms","Rental Universe"
"13310",2010-10-01,"2010 October","1 Bedroom",2311,"Rms","Rental Universe"
"13310",2010-10-01,"2010 October","2 Bedroom",4800,"Rms","Rental Universe"
"13310",2010-10-01,"2010 October","3 Bedroom +",1178,"Rms","Rental Universe"
"13310",2010-10-01,"2010 October","Total",8688,"Rms","Rental Universe"
"13310",2011-10-01,"2011 October","Studio",391,"Rms","Rental Universe"
"13310",2011-10-01,"2011 October","1 Bedroom",2307,"Rms","Rental Universe"
"13310",2011-10-01,"2011 October","2 Bedroom",4729,"Rms","Rental Universe"
"13310",2011-10-01,"2011 October","3 Bedroom +",1184,"Rms","Rental Universe"
"13310",2011-10-01,"2011 October","Total",8611,"Rms","Rental Universe"
"13310",2012-10-01,"2012 October","Studio",377,"Rms","Rental Universe"
"13310",2012-10-01,"2012 October","1 Bedroom",2294,"Rms","Rental Universe"
"13310",2012-10-01,"2012 October","2 Bedroom",4742,"Rms","Rental Universe"
"13310",2012-10-01,"2012 October","3 Bedroom +",1216,"Rms","Rental Universe"
"13310",2012-10-01,"2012 October","Total",8629,"Rms","Rental Universe"
"13310",2013-10-01,"2013 October","Studio",364,"Rms","Rental Universe"
"13310",2013-10-01,"2013 October","1 Bedroom",2250,"Rms","Rental Universe"
"13310",2013-10-01,"2013 October","2 Bedroom",4663,"Rms","Rental Universe"
"13310",2013-10-01,"2013 October","3 Bedroom +",1183,"Rms","Rental Universe"
"13310",2013-10-01,"2013 October","Total",8460,"Rms","Rental Universe"
"13310",2014-10-01,"2014 October","Studio",360,"Rms","Rental Universe"
"13310",2014-10-01,"2014 October","1 Bedroom",2217,"Rms","Rental Universe"
"13310",2014-10-01,"2014 October","2 Bedroom",4743,"Rms","Rental Universe"
"13310",2014-10-01,"2014 October","3 Bedroom +",1183,"Rms","Rental Universe"
"13310",2014-10-01,"2014 October","Total",8503,"Rms","Rental Universe"
"13310",2015-10-01,"2015 October","Studio",383,"Rms","Rental Universe"
"13310",2015-10-01,"2015 October","1 Bedroom",2300,"Rms","Rental Universe"
"13310",2015-10-01,"2015 October","2 Bedroom",4903,"Rms","Rental Universe"
"13310",2015-10-01,"2015 October","3 Bedroom +",1223,"Rms","Rental Universe"
"13310",2015-10-01,"2015 October","Total",8809,"Rms","Rental Universe"
"13310",2016-10-01,"2016 October","Studio",371,"Rms","Rental Universe"
"13310",2016-10-01,"2016 October","1 Bedroom",2420,"Rms","Rental Universe"
"13310",2016-10-01,"2016 October","2 Bedroom",5051,"Rms","Rental Universe"
"13310",2016-10-01,"2016 October","3 Bedroom +",1260,"Rms","Rental Universe"
"13310",2016-10-01,"2016 October","Total",9102,"Rms","Rental Universe"
"13310",2017-10-01,"2017 October","Studio",386,"Rms","Rental Universe"
"13310",2017-10-01,"2017 October","1 Bedroom",2512,"Rms","Rental Universe"
"13310",2017-10-01,"2017 October","2 Bedroom",5146,"Rms","Rental Universe"
"13310",2017-10-01,"2017 October","3 Bedroom +",1490,"Rms","Rental Universe"
"13310",2017-10-01,"2017 October","Total",9534,"Rms","Rental Universe"
"13310",2018-10-01,"2018 October","Studio",386,"Rms","Rental Universe"
"13310",2018-10-01,"2018 October","1 Bedroom",2494,"Rms","Rental Universe"
"13310",2018-10-01,"2018 October","2 Bedroom",5155,"Rms","Rental Universe"
"13310",2018-10-01,"2018 October","3 Bedroom +",1471,"Rms","Rental Universe"
"13310",2018-10-01,"2018 October","Total",9506,"Rms","Rental Universe"
"13310",2019-10-01,"2019 October","Studio",391,"Rms","Rental Universe"
"13310",2019-10-01,"2019 October","1 Bedroom",2534,"Rms","Rental Universe"
"13310",2019-10-01,"2019 October","2 Bedroom",5220,"Rms","Rental Universe"
"13310",2019-10-01,"2019 October","3 Bedroom +",1490,"Rms","Rental Universe"
"13310",2019-10-01,"2019 October","Total",9635,"Rms","Rental Universe"
"13310",2020-10-01,"2020 October","Studio",393,"Rms","Rental Universe"
"13310",2020-10-01,"2020 October","1 Bedroom",2597,"Rms","Rental Universe"
"13310",2020-10-01,"2020 October","2 Bedroom",5401,"Rms","Rental Universe"
"13310",2020-10-01,"2020 October","3 Bedroom +",1762,"Rms","Rental Universe"
"13310",2020-10-01,"2020 October","Total",10153,"Rms","Rental Universe"
"13310",2021-10-01,"2021 October","Studio",393,"Rms","Rental Universe"
"13310",2021-10-01,"2021 October","1 Bedroom",2611,"Rms","Rental Universe"
"13310",2021-10-01,"2021 October","2 Bedroom",5643,"Rms","Rental Universe"
"13310",2021-10-01,"2021 October","3 Bedroom +",1622,"Rms","Rental Universe"
"13310",2021-10-01,"2021 October","Total",10269,"Rms","Rental Universe"
"13310",2022-10-01,"2022 October","Studio",394,"Rms","Rental Universe"
"13310",2022-10-01,"2022 October","1 Bedroom",2637,"Rms","Rental Universe"
"13310",2022-10-01,"2022 October","2 Bedroom",5776,"Rms","Rental Universe"
"13310",2022-10-01,"2022 October","3 Bedroom +",1617,"Rms","Rental Universe"
"13310",2022-10-01,"2022 October","Total",10424,"Rms","Rental Universe"
"13310",2023-10-01,"2023 October","Studio",393,"Rms","Rental Universe"
"13310",2023-10-01,"2023 October","1 Bedroom",2657,"Rms","Rental Universe"
"13310",2023-10-01,"2023 October","2 Bedroom",5816,"Rms","Rental Universe"
"13310",2023-10-01,"2023 October","3 Bedroom +",1683,"Rms","Rental Universe"
"13310",2023-10-01,"2023 October","Total",10549,"Rms","Rental Universe"
"13310",2024-10-01,"2024 October","Studio",385,"Rms","Rental Universe"
"13310",2024-10-01,"2024 October","1 Bedroom",2777,"Rms","Rental Universe"
"13310",2024-10-01,"2024 October","2 Bedroom",6175,"Rms","Rental Universe"
"13310",2024-10-01,"2024 October","3 Bedroom +",1684,"Rms","Rental Universe"
"13310",2024-10-01,"2024 October","Total",11021,"Rms","Rental Universe"
"13310",2025-10-01,"2025 October","Studio",382,"Rms","Rental Universe"
"13310",2025-10-01,"2025 October","1 Bedroom",2843,"Rms","Rental Universe"
"13310",2025-10-01,"2025 October","2 Bedroom",6224,"Rms","Rental Universe"
"13310",2025-10-01,"2025 October","3 Bedroom +",1552,"Rms","Rental Universe"
"13310",2025-10-01,"2025 October","Total",11001,"Rms","Rental Universe"
