"GeoUID","Date","DateString","Bedroom Type","Value","Survey","Series"
"24450",1990-10-01,"1990 October","Studio",403,"Rms","Rental Universe"
"24450",1990-10-01,"1990 October","1 Bedroom",1625,"Rms","Rental Universe"
"24450",1990-10-01,"1990 October","2 Bedroom",3146,"Rms","Rental Universe"
"24450",1990-10-01,"1990 October","3 Bedroom +",681,"Rms","Rental Universe"
"24450",1990-10-01,"1990 October","Total",5855,"Rms","Rental Universe"
"24450",1991-10-01,"1991 October","Studio",410,"Rms","Rental Universe"
"24450",1991-10-01,"1991 October","1 Bedroom",1653,"Rms","Rental Universe"
"24450",1991-10-01,"1991 October","2 Bedroom",3230,"Rms","Rental Universe"
"24450",1991-10-01,"1991 October","3 Bedroom +",696,"Rms","Rental Universe"
"24450",1991-10-01,"1991 October","Total",5989,"Rms","Rental Universe"
"24450",1992-10-01,"1992 October","Studio",449,"Rms","Rental Universe"
"24450",1992-10-01,"1992 October","1 Bedroom",1736,"Rms","Rental Universe"
"24450",1992-10-01,"1992 October","2 Bedroom",3382,"Rms","Rental Universe"
"24450",1992-10-01,"1992 October","3 Bedroom +",720,"Rms","Rental Universe"
"24450",1992-10-01,"1992 October","Total",6287,"Rms","Rental Universe"
"24450",1993-10-01,"1993 October","Studio",416,"Rms","Rental Universe"
"24450",1993-10-01,"1993 October","1 Bedroom",1793,"Rms","Rental Universe"
"24450",1993-10-01,"1993 October","2 Bedroom",3422,"Rms","Rental Universe"
"24450",1993-10-01,"1993 October","3 Bedroom +",712,"Rms","Rental Universe"
"24450",1993-10-01,"1993 October","Total",6343,"Rms","Rental Universe"
"24450",1994-10-01,"1994 October","Studio",418,"Rms","Rental Universe"
"24450",1994-10-01,"1994 October","1 Bedroom",1774,"Rms","Rental Universe"
"24450",1994-10-01,"1994 October","2 Bedroom",3436,"Rms","Rental Universe"
"24450",1994-10-01,"1994 October","3 Bedroom +",696,"Rms","Rental Universe"
"24450",1994-10-01,"1994 October","Total",6324,"Rms","Rental Universe"
"24450",1995-10-01,"1995 October","Studio",412,"Rms","Rental Universe"
"24450",1995-10-01,"1995 October","1 Bedroom",1780,"Rms","Rental Universe"
"24450",1995-10-01,"1995 October","2 Bedroom",3435,"Rms","Rental Universe"
"24450",1995-10-01,"1995 October","3 Bedroom +",702,"Rms","Rental Universe"
"24450",1995-10-01,"1995 October","Total",6329,"Rms","Rental Universe"
"24450",1996-10-01,"1996 October","Studio",408,"Rms","Rental Universe"
"24450",1996-10-01,"1996 October","1 Bedroom",1786,"Rms","Rental Universe"
"24450",1996-10-01,"1996 October","2 Bedroom",3431,"Rms","Rental Universe"
"24450",1996-10-01,"1996 October","3 Bedroom +",701,"Rms","Rental Universe"
"24450",1996-10-01,"1996 October","Total",6326,"Rms","Rental Universe"
"24450",1997-10-01,"1997 October","Studio",408,"Rms","Rental Universe"
"24450",1997-10-01,"1997 October","1 Bedroom",1841,"Rms","Rental Universe"
"24450",1997-10-01,"1997 October","2 Bedroom",3517,"Rms","Rental Universe"
"24450",1997-10-01,"1997 October","3 Bedroom +",714,"Rms","Rental Universe"
"24450",1997-10-01,"1997 October","Total",6480,"Rms","Rental Universe"
"24450",1998-10-01,"1998 October","Studio",395,"Rms","Rental Universe"
"24450",1998-10-01,"1998 October","1 Bedroom",1850,"Rms","Rental Universe"
"24450",1998-10-01,"1998 October","2 Bedroom",3517,"Rms","Rental Universe"
"24450",1998-10-01,"1998 October","3 Bedroom +",701,"Rms","Rental Universe"
"24450",1998-10-01,"1998 October","Total",6463,"Rms","Rental Universe"
"24450",1999-10-01,"1999 October","Studio",396,"Rms","Rental Universe"
"24450",1999-10-01,"1999 October","1 Bedroom",1929,"Rms","Rental Universe"
"24450",1999-10-01,"1999 October","2 Bedroom",3478,"Rms","Rental Universe"
"24450",1999-10-01,"1999 October","3 Bedroom +",705,"Rms","Rental Universe"
"24450",1999-10-01,"1999 October","Total",6508,"Rms","Rental Universe"
"24450",2000-10-01,"2000 October","Studio",399,"Rms","Rental Universe"
"24450",2000-10-01,"2000 October","1 Bedroom",1959,"Rms","Rental Universe"
"24450",2000-10-01,"2000 October","2 Bedroom",3510,"Rms","Rental Universe"
"24450",2000-10-01,"2000 October","3 Bedroom +",696,"Rms","Rental Universe"
"24450",2000-10-01,"2000 October","Total",6564,"Rms","Rental Universe"
"24450",2001-10-01,"2001 October","Studio",519,"Rms","Rental Universe"
"24450",2001-10-01,"2001 October","1 Bedroom",2059,"Rms","Rental Universe"
"24450",2001-10-01,"2001 October","2 Bedroom",3610,"Rms","Rental Universe"
"24450",2001-10-01,"2001 October","3 Bedroom +",695,"Rms","Rental Universe"
"24450",2001-10-01,"2001 October","Total",6883,"Rms","Rental Universe"
"24450",2002-10-01,"2002 October","Studio",522,"Rms","Rental Universe"
"24450",2002-10-01,"2002 October","1 Bedroom",2072,"Rms","Rental Universe"
"24450",2002-10-01,"2002 October","2 Bedroom",3692,"Rms","Rental Universe"
"24450",2002-10-01,"2002 October","3 Bedroom +",685,"Rms","Rental Universe"
"24450",2002-10-01,"2002 October","Total",6971,"Rms","Rental Universe"
"24450",2003-10-01,"2003 October","Studio",524,"Rms","Rental Universe"
"24450",2003-10-01,"2003 October","1 Bedroom",2075,"Rms","Rental Universe"
"24450",2003-10-01,"2003 October","2 Bedroom",3847,"Rms","Rental Universe"
"24450",2003-10-01,"2003 October","3 Bedroom +",699,"Rms","Rental Universe"
"24450",2003-10-01,"2003 October","Total",7145,"Rms","Rental Universe"
"24450",2004-10-01,"2004 October","Studio",524,"Rms","Rental Universe"
"24450",2004-10-01,"2004 October","1 Bedroom",2072,"Rms","Rental Universe"
"24450",2004-10-01,"2004 October","2 Bedroom",4007,"Rms","Rental Universe"
"24450",2004-10-01,"2004 October","3 Bedroom +",693,"Rms","Rental Universe"
"24450",2004-10-01,"2004 October","Total",7296,"Rms","Rental Universe"
"24450",2005-10-01,"2005 October","Studio",540,"Rms","Rental Universe"
"24450",2005-10-01,"2005 October","1 Bedroom",2113,"Rms","Rental Universe"
"24450",2005-10-01,"2005 October","2 Bedroom",4109,"Rms","Rental Universe"
"24450",2005-10-01,"2005 October","3 Bedroom +",695,"Rms","Rental Universe"
"24450",2005-10-01,"2005 October","Total",7457,"Rms","Rental Universe"
"24450",2006-10-01,"2006 October","Studio",536,"Rms","Rental Universe"
"24450",2006-10-01,"2006 October","1 Bedroom",2078,"Rms","Rental Universe"
"24450",2006-10-01,"2006 October","2 Bedroom",4209,"Rms","Rental Universe"
"24450",2006-10-01,"2006 October","3 Bedroom +",691,"Rms","Rental Universe"
"24450",2006-10-01,"2006 October","Total",7514,"Rms","Rental Universe"
"24450",2007-10-01,"2007 October","Studio",532,"Rms","Rental Universe"
"24450",2007-10-01,"2007 October","1 Bedroom",2041,"Rms","Rental Universe"
"24450",2007-10-01,"2007 October","2 Bedroom",4247,"Rms","Rental Universe"
"24450",2007-10-01,"2007 October","3 Bedroom +",698,"Rms","Rental Universe"
"24450",2007-10-01,"2007 October","Total",7518,"Rms","Rental Universe"
"24450",2008-10-01,"2008 October","Studio",355,"Rms","Rental Universe"
"24450",2008-10-01,"2008 October","1 Bedroom",1871,"Rms","Rental Universe"
"24450",2008-10-01,"2008 October","2 Bedroom",4221,"Rms","Rental Universe"
"24450",2008-10-01,"2008 October","3 Bedroom +",710,"Rms","Rental Universe"
"24450",2008-10-01,"2008 October","Total",7157,"Rms","Rental Universe"
"24450",2009-10-01,"2009 October","Studio",350,"Rms","Rental Universe"
"24450",2009-10-01,"2009 October","1 Bedroom",1943,"Rms","Rental Universe"
"24450",2009-10-01,"2009 October","2 Bedroom",4411,"Rms","Rental Universe"
"24450",2009-10-01,"2009 October","3 Bedroom +",751,"Rms","Rental Universe"
"24450",2009-10-01,"2009 October","Total",7455,"Rms","Rental Universe"
"24450",2010-10-01,"2010 October","Studio",347,"Rms","Rental Universe"
"24450",2010-10-01,"2010 October","1 Bedroom",1911,"Rms","Rental Universe"
"24450",2010-10-01,"2010 October","2 Bedroom",4403,"Rms","Rental Universe"
"24450",2010-10-01,"2010 October","3 Bedroom +",798,"Rms","Rental Universe"
"24450",2010-10-01,"2010 October","Total",7459,"Rms","Rental Universe"
"24450",2011-10-01,"2011 October","Studio",347,"Rms","Rental Universe"
"24450",2011-10-01,"2011 October","1 Bedroom",1932,"Rms","Rental Universe"
"24450",2011-10-01,"2011 October","2 Bedroom",4460,"Rms","Rental Universe"
"24450",2011-10-01,"2011 October","3 Bedroom +",829,"Rms","Rental Universe"
"24450",2011-10-01,"2011 October","Total",7568,"Rms","Rental Universe"
"24450",2012-10-01,"2012 October","Studio",348,"Rms","Rental Universe"
"24450",2012-10-01,"2012 October","1 Bedroom",1973,"Rms","Rental Universe"
"24450",2012-10-01,"2012 October","2 Bedroom",4549,"Rms","Rental Universe"
"24450",2012-10-01,"2012 October","3 Bedroom +",866,"Rms","Rental Universe"
"24450",2012-10-01,"2012 October","Total",7736,"Rms","Rental Universe"
"24450",2013-10-01,"2013 October","Studio",348,"Rms","Rental Universe"
"24450",2013-10-01,"2013 October","1 Bedroom",1986,"Rms","Rental Universe"
"24450",2013-10-01,"2013 October","2 Bedroom",4531,"Rms","Rental Universe"
"24450",2013-10-01,"2013 October","3 Bedroom +",909,"Rms","Rental Universe"
"24450",2013-10-01,"2013 October","Total",7774,"Rms","Rental Universe"
"24450",2014-10-01,"2014 October","Studio",340,"Rms","Rental Universe"
"24450",2014-10-01,"2014 October","1 Bedroom",1954,"Rms","Rental Universe"
"24450",2014-10-01,"2014 October","2 Bedroom",4573,"Rms","Rental Universe"
"24450",2014-10-01,"2014 October","3 Bedroom +",919,"Rms","Rental Universe"
"24450",2014-10-01,"2014 October","Total",7786,"Rms","Rental Universe"
"24450",2015-10-01,"2015 October","Studio",349,"Rms","Rental Universe"
"24450",2015-10-01,"2015 October","1 Bedroom",1977,"Rms","Rental Universe"
"24450",2015-10-01,"2015 October","2 Bedroom",4689,"Rms","Rental Universe"
"24450",2015-10-01,"2015 October","3 Bedroom +",948,"Rms","Rental Universe"
"24450",2015-10-01,"2015 October","Total",7963,"Rms","Rental Universe"
"24450",2016-10-01,"2016 October","Studio",346,"Rms","Rental Universe"
"24450",2016-10-01,"2016 October","1 Bedroom",1982,"Rms","Rental Universe"
"24450",2016-10-01,"2016 October","2 Bedroom",4791,"Rms","Rental Universe"
"24450",2016-10-01,"2016 October","3 Bedroom +",992,"Rms","Rental Universe"
"24450",2016-10-01,"2016 October","Total",8111,"Rms","Rental Universe"
"24450",2017-10-01,"2017 October","Studio",351,"Rms","Rental Universe"
"24450",2017-10-01,"2017 October","1 Bedroom",2008,"Rms","Rental Universe"
"24450",2017-10-01,"2017 October","2 Bedroom",5003,"Rms","Rental Universe"
"24450",2017-10-01,"2017 October","3 Bedroom +",1012,"Rms","Rental Universe"
"24450",2017-10-01,"2017 October","Total",8374,"Rms","Rental Universe"
"24450",2018-10-01,"2018 October","Studio",353,"Rms","Rental Universe"
"24450",2018-10-01,"2018 October","1 Bedroom",2016,"Rms","Rental Universe"
"24450",2018-10-01,"2018 October","2 Bedroom",5099,"Rms","Rental Universe"
"24450",2018-10-01,"2018 October","3 Bedroom +",1055,"Rms","Rental Universe"
"24450",2018-10-01,"2018 October","Total",8523,"Rms","Rental Universe"
"24450",2019-10-01,"2019 October","Studio",347,"Rms","Rental Universe"
"24450",2019-10-01,"2019 October","1 Bedroom",2030,"Rms","Rental Universe"
"24450",2019-10-01,"2019 October","2 Bedroom",5244,"Rms","Rental Universe"
"24450",2019-10-01,"2019 October","3 Bedroom +",1160,"Rms","Rental Universe"
"24450",2019-10-01,"2019 October","Total",8781,"Rms","Rental Universe"
"24450",2020-10-01,"2020 October","Studio",340,"Rms","Rental Universe"
"24450",2020-10-01,"2020 October","1 Bedroom",2044,"Rms","Rental Universe"
"24450",2020-10-01,"2020 October","2 Bedroom",5342,"Rms","Rental Universe"
"24450",2020-10-01,"2020 October","3 Bedroom +",1327,"Rms","Rental Universe"
"24450",2020-10-01,"2020 October","Total",9053,"Rms","Rental Universe"
"24450",2021-10-01,"2021 October","Studio",342,"Rms","Rental Universe"
