"GeoUID","Date","DateString","Bedroom Type","Value","Survey","Series"
"59952",1990-10-01,"1990 October","Studio",12,"Rms","Rental Universe"
"59952",1990-10-01,"1990 October","1 Bedroom",196,"Rms","Rental Universe"
"59952",1990-10-01,"1990 October","2 Bedroom",294,"Rms","Rental Universe"
"59952",1990-10-01,"1990 October","3 Bedroom +",106,"Rms","Rental Universe"
"59952",1990-10-01,"1990 October","Total",608,"Rms","Rental Universe"
"59952",1991-10-01,"1991 October","Studio",13,"Rms","Rental Universe"
"59952",1991-10-01,"1991 October","1 Bedroom",211,"Rms","Rental Universe"
"59952",1991-10-01,"1991 October","2 Bedroom",335,"Rms","Rental Universe"
"59952",1991-10-01,"1991 October","3 Bedroom +",110,"Rms","Rental Universe"
"59952",1991-10-01,"1991 October","Total",669,"Rms","Rental Universe"
"59952",1992-10-01,"1992 October","Studio",13,"Rms","Rental Universe"
"59952",1992-10-01,"1992 October","1 Bedroom",211,"Rms","Rental Universe"
"59952",1992-10-01,"1992 October","2 Bedroom",333,"Rms","Rental Universe"
"59952",1992-10-01,"1992 October","3 Bedroom +",111,"Rms","Rental Universe"
"59952",1992-10-01,"1992 October","Total",668,"Rms","Rental Universe"
"59952",1993-10-01,"1993 October","Studio",13,"Rms","Rental Universe"
"59952",1993-10-01,"1993 October","1 Bedroom",206,"Rms","Rental Universe"
"59952",1993-10-01,"1993 October","2 Bedroom",338,"Rms","Rental Universe"
"59952",1993-10-01,"1993 October","3 Bedroom +",108,"Rms","Rental Universe"
"59952",1993-10-01,"1993 October","Total",665,"Rms","Rental Universe"
"59952",1994-10-01,"1994 October","Studio",13,"Rms","Rental Universe"
"59952",1994-10-01,"1994 October","1 Bedroom",211,"Rms","Rental Universe"
"59952",1994-10-01,"1994 October","2 Bedroom",340,"Rms","Rental Universe"
"59952",1994-10-01,"1994 October","3 Bedroom +",153,"Rms","Rental Universe"
"59952",1994-10-01,"1994 October","Total",717,"Rms","Rental Universe"
"59952",1995-10-01,"1995 October","Studio",13,"Rms","Rental Universe"
"59952",1995-10-01,"1995 October","1 Bedroom",214,"Rms","Rental Universe"
"59952",1995-10-01,"1995 October","2 Bedroom",334,"Rms","Rental Universe"
"59952",1995-10-01,"1995 October","3 Bedroom +",153,"Rms","Rental Universe"
"59952",1995-10-01,"1995 October","Total",714,"Rms","Rental Universe"
"59952",1996-10-01,"1996 October","Studio",13,"Rms","Rental Universe"
"59952",1996-10-01,"1996 October","1 Bedroom",214,"Rms","Rental Universe"
"59952",1996-10-01,"1996 October","2 Bedroom",341,"Rms","Rental Universe"
"59952",1996-10-01,"1996 October","3 Bedroom +",168,"Rms","Rental Universe"
"59952",1996-10-01,"1996 October","Total",736,"Rms","Rental Universe"
"59952",1997-10-01,"1997 October","Studio",13,"Rms","Rental Universe"
"59952",1997-10-01,"1997 October","1 Bedroom",222,"Rms","Rental Universe"
"59952",1997-10-01,"1997 October","2 Bedroom",361,"Rms","Rental Universe"
"59952",1997-10-01,"1997 October","3 Bedroom +",161,"Rms","Rental Universe"
"59952",1997-10-01,"1997 October","Total",757,"Rms","Rental Universe"
"59952",1998-10-01,"1998 October","Studio",14,"Rms","Rental Universe"
"59952",1998-10-01,"1998 October","1 Bedroom",222,"Rms","Rental Universe"
"59952",1998-10-01,"1998 October","2 Bedroom",360,"Rms","Rental Universe"
"59952",1998-10-01,"1998 October","3 Bedroom +",162,"Rms","Rental Universe"
"59952",1998-10-01,"1998 October","Total",758,"Rms","Rental Universe"
"59952",1999-10-01,"1999 October","Studio",14,"Rms","Rental Universe"
"59952",1999-10-01,"1999 October","1 Bedroom",225,"Rms","Rental Universe"
"59952",1999-10-01,"1999 October","2 Bedroom",395,"Rms","Rental Universe"
