"GeoUID","Date","DateString","Bedroom Type","Value","Survey","Series"
"59925",1990-10-01,"1990 October","Studio",151,"Rms","Rental Universe"
"59925",1990-10-01,"1990 October","1 Bedroom",1551,"Rms","Rental Universe"
"59925",1990-10-01,"1990 October","2 Bedroom",1671,"Rms","Rental Universe"
"59925",1990-10-01,"1990 October","3 Bedroom +",308,"Rms","Rental Universe"
"59925",1990-10-01,"1990 October","Total",3681,"Rms","Rental Universe"
"59925",1991-10-01,"1991 October","Studio",154,"Rms","Rental Universe"
"59925",1991-10-01,"1991 October","1 Bedroom",1571,"Rms","Rental Universe"
"59925",1991-10-01,"1991 October","2 Bedroom",1708,"Rms","Rental Universe"
"59925",1991-10-01,"1991 October","3 Bedroom +",323,"Rms","Rental Universe"
"59925",1991-10-01,"1991 October","Total",3756,"Rms","Rental Universe"
"59925",1992-10-01,"1992 October","Studio",163,"Rms","Rental Universe"
"59925",1992-10-01,"1992 October","1 Bedroom",1575,"Rms","Rental Universe"
"59925",1992-10-01,"1992 October","2 Bedroom",1739,"Rms","Rental Universe"
"59925",1992-10-01,"1992 October","3 Bedroom +",338,"Rms","Rental Universe"
"59925",1992-10-01,"1992 October","Total",3815,"Rms","Rental Universe"
"59925",1993-10-01,"1993 October","Studio",163,"Rms","Rental Universe"
"59925",1993-10-01,"1993 October","1 Bedroom",1588,"Rms","Rental Universe"
"59925",1993-10-01,"1993 October","2 Bedroom",1790,"Rms","Rental Universe"
"59925",1993-10-01,"1993 October","3 Bedroom +",330,"Rms","Rental Universe"
"59925",1993-10-01,"1993 October","Total",3871,"Rms","Rental Universe"
"59925",1994-10-01,"1994 October","Studio",154,"Rms","Rental Universe"
"59925",1994-10-01,"1994 October","1 Bedroom",1611,"Rms","Rental Universe"
"59925",1994-10-01,"1994 October","2 Bedroom",1857,"Rms","Rental Universe"
"59925",1994-10-01,"1994 October","3 Bedroom +",332,"Rms","Rental Universe"
"59925",1994-10-01,"1994 October","Total",3954,"Rms","Rental Universe"
"59925",1995-10-01,"1995 October","Studio",164,"Rms","Rental Universe"
"59925",1995-10-01,"1995 October","1 Bedroom",1647,"Rms","Rental Universe"
"59925",1995-10-01,"1995 October","2 Bedroom",1922,"Rms","Rental Universe"
"59925",1995-10-01,"1995 October","3 Bedroom +",350,"Rms","Rental Universe"
"59925",1995-10-01,"1995 October","Total",4083,"Rms","Rental Universe"
"59925",1996-10-01,"1996 October","Studio",164,"Rms","Rental Universe"
"59925",1996-10-01,"1996 October","1 Bedroom",1643,"Rms","Rental Universe"
"59925",1996-10-01,"1996 October","2 Bedroom",1928,"Rms","Rental Universe"
"59925",1996-10-01,"1996 October","3 Bedroom +",345,"Rms","Rental Universe"
"59925",1996-10-01,"1996 October","Total",4080,"Rms","Rental Universe"
"59925",1997-10-01,"1997 October","Studio",163,"Rms","Rental Universe"
"59925",1997-10-01,"1997 October","1 Bedroom",1633,"Rms","Rental Universe"
"59925",1997-10-01,"1997 October","2 Bedroom",1892,"Rms","Rental Universe"
"59925",1997-10-01,"1997 October","3 Bedroom +",346,"Rms","Rental Universe"
"59925",1997-10-01,"1997 October","Total",4034,"Rms","Rental Universe"
"59925",1998-10-01,"1998 October","Studio",162,"Rms","Rental Universe"
"59925",1998-10-01,"1998 October","1 Bedroom",1693,"Rms","Rental Universe"
"59925",1998-10-01,"1998 October","2 Bedroom",1907,"Rms","Rental Universe"
"59925",1998-10-01,"1998 October","3 Bedroom +",343,"Rms","Rental Universe"
"59925",1998-10-01,"1998 October","Total",4105,"Rms","Rental Universe"
"59925",1999-10-01,"1999 October","Studio",162,"Rms","Rental Universe"
"59925",1999-10-01,"1999 October","1 Bedroom",1694,"Rms","Rental Universe"
"59925",1999-10-01,"1999 October","2 Bedroom",1901,"Rms","Rental Universe"
"59925",1999-10-01,"1999 October","3 Bedroom +",381,"Rms","Rental Universe"
"59925",1999-10-01,"1999 October","Total",4138,"Rms","Rental Universe"
"59925",2000-10-01,"2000 October","Studio",162,"Rms","Rental Universe"
"59925",2000-10-01,"2000 October","1 Bedroom",1689,"Rms","Rental Universe"
"59925",2000-10-01,"2000 October","2 Bedroom",1905,"Rms","Rental Universe"
"59925",2000-10-01,"2000 October","3 Bedroom +",379,"Rms","Rental Universe"
"59925",2000-10-01,"2000 October","Total",4135,"Rms","Rental Universe"
"59925",2001-10-01,"2001 October","Studio",161,"Rms","Rental Universe"
"59925",2001-10-01,"2001 October","1 Bedroom",1678,"Rms","Rental Universe"
"59925",2001-10-01,"2001 October","2 Bedroom",1915,"Rms","Rental Universe"
"59925",2001-10-01,"2001 October","3 Bedroom +",379,"Rms","Rental Universe"
"59925",2001-10-01,"2001 October","Total",4133,"Rms","Rental Universe"
"59925",2002-10-01,"2002 October","Studio",151,"Rms","Rental Universe"
"59925",2002-10-01,"2002 October","1 Bedroom",1645,"Rms","Rental Universe"
"59925",2002-10-01,"2002 October","2 Bedroom",1905,"Rms","Rental Universe"
"59925",2002-10-01,"2002 October","3 Bedroom +",381,"Rms","Rental Universe"
"59925",2002-10-01,"2002 October","Total",4082,"Rms","Rental Universe"
"59925",2003-10-01,"2003 October","Studio",151,"Rms","Rental Universe"
"59925",2003-10-01,"2003 October","1 Bedroom",1645,"Rms","Rental Universe"
"59925",2003-10-01,"2003 October","2 Bedroom",1885,"Rms","Rental Universe"
"59925",2003-10-01,"2003 October","3 Bedroom +",379,"Rms","Rental Universe"
"59925",2003-10-01,"2003 October","Total",4060,"Rms","Rental Universe"
"59925",2004-10-01,"2004 October","Studio",151,"Rms","Rental Universe"
"59925",2004-10-01,"2004 October","1 Bedroom",1637,"Rms","Rental Universe"
"59925",2004-10-01,"2004 October","2 Bedroom",1874,"Rms","Rental Universe"
"59925",2004-10-01,"2004 October","3 Bedroom +",379,"Rms","Rental Universe"
"59925",2004-10-01,"2004 October","Total",4041,"Rms","Rental Universe"
"59925",2005-10-01,"2005 October","Studio",151,"Rms","Rental Universe"
"59925",2005-10-01,"2005 October","1 Bedroom",1658,"Rms","Rental Universe"
"59925",2005-10-01,"2005 October","2 Bedroom",1827,"Rms","Rental Universe"
"59925",2005-10-01,"2005 October","3 Bedroom +",364,"Rms","Rental Universe"
"59925",2005-10-01,"2005 October","Total",4000,"Rms","Rental Universe"
"59925",2006-10-01,"2006 October","Studio",162,"Rms","Rental Universe"
"59925",2006-10-01,"2006 October","1 Bedroom",1622,"Rms","Rental Universe"
"59925",2006-10-01,"2006 October","2 Bedroom",1722,"Rms","Rental Universe"
"59925",2006-10-01,"2006 October","3 Bedroom +",345,"Rms","Rental Universe"
"59925",2006-10-01,"2006 October","Total",3851,"Rms","Rental Universe"
"59925",2007-10-01,"2007 October","Studio",157,"Rms","Rental Universe"
"59925",2007-10-01,"2007 October","1 Bedroom",1611,"Rms","Rental Universe"
"59925",2007-10-01,"2007 October","2 Bedroom",1722,"Rms","Rental Universe"
