"GeoUID","Date","DateString","Bedroom Type","Value","Survey","Series"
"59975",1990-10-01,"1990 October","Studio",65,"Rms","Rental Universe"
"59975",1990-10-01,"1990 October","1 Bedroom",435,"Rms","Rental Universe"
"59975",1990-10-01,"1990 October","2 Bedroom",316,"Rms","Rental Universe"
"59975",1990-10-01,"1990 October","3 Bedroom +",120,"Rms","Rental Universe"
"59975",1990-10-01,"1990 October","Total",936,"Rms","Rental Universe"
"59975",1991-10-01,"1991 October","Studio",64,"Rms","Rental Universe"
"59975",1991-10-01,"1991 October","1 Bedroom",438,"Rms","Rental Universe"
"59975",1991-10-01,"1991 October","2 Bedroom",316,"Rms","Rental Universe"
"59975",1991-10-01,"1991 October","3 Bedroom +",122,"Rms","Rental Universe"
"59975",1991-10-01,"1991 October","Total",940,"Rms","Rental Universe"
"59975",1992-10-01,"1992 October","Studio",64,"Rms","Rental Universe"
"59975",1992-10-01,"1992 October","1 Bedroom",455,"Rms","Rental Universe"
"59975",1992-10-01,"1992 October","2 Bedroom",324,"Rms","Rental Universe"
"59975",1992-10-01,"1992 October","3 Bedroom +",120,"Rms","Rental Universe"
"59975",1992-10-01,"1992 October","Total",963,"Rms","Rental Universe"
"59975",1993-10-01,"1993 October","Studio",66,"Rms","Rental Universe"
"59975",1993-10-01,"1993 October","1 Bedroom",438,"Rms","Rental Universe"
"59975",1993-10-01,"1993 October","2 Bedroom",319,"Rms","Rental Universe"
"59975",1993-10-01,"1993 October","3 Bedroom +",122,"Rms","Rental Universe"
"59975",1993-10-01,"1993 October","Total",945,"Rms","Rental Universe"
"59975",1994-10-01,"1994 October","Studio",60,"Rms","Rental Universe"
"59975",1994-10-01,"1994 October","1 Bedroom",435,"Rms","Rental Universe"
"59975",1994-10-01,"1994 October","2 Bedroom",322,"Rms","Rental Universe"
"59975",1994-10-01,"1994 October","3 Bedroom +",122,"Rms","Rental Universe"
"59975",1994-10-01,"1994 October","Total",939,"Rms","Rental Universe"
"59975",1995-10-01,"1995 October","Studio",60,"Rms","Rental Universe"
"59975",1995-10-01,"1995 October","1 Bedroom",435,"Rms","Rental Universe"
"59975",1995-10-01,"1995 October","2 Bedroom",321,"Rms","Rental Universe"
"59975",1995-10-01,"1995 October","3 Bedroom +",123,"Rms","Rental Universe"
"59975",1995-10-01,"1995 October","Total",939,"Rms","Rental Universe"
"59975",1996-10-01,"1996 October","Studio",60,"Rms","Rental Universe"
"59975",1996-10-01,"1996 October","1 Bedroom",435,"Rms","Rental Universe"
"59975",1996-10-01,"1996 October","2 Bedroom",321,"Rms","Rental Universe"
"59975",1996-10-01,"1996 October","3 Bedroom +",123,"Rms","Rental Universe"
"59975",1996-10-01,"1996 October","Total",939,"Rms","Rental Universe"
"59975",1997-10-01,"1997 October","Studio",61,"Rms","Rental Universe"
"59975",1997-10-01,"1997 October","1 Bedroom",435,"Rms","Rental Universe"
"59975",1997-10-01,"1997 October","2 Bedroom",320,"Rms","Rental Universe"
"59975",1997-10-01,"1997 October","3 Bedroom +",123,"Rms","Rental Universe"
"59975",1997-10-01,"1997 October","Total",939,"Rms","Rental Universe"
"59975",1998-10-01,"1998 October","Studio",61,"Rms","Rental Universe"
"59975",1998-10-01,"1998 October","1 Bedroom",453,"Rms","Rental Universe"
"59975",1998-10-01,"1998 October","2 Bedroom",336,"Rms","Rental Universe"
"59975",1998-10-01,"1998 October","3 Bedroom +",126,"Rms","Rental Universe"
"59975",1998-10-01,"1998 October","Total",976,"Rms","Rental Universe"
"59975",1999-10-01,"1999 October","Studio",62,"Rms","Rental Universe"
"59975",1999-10-01,"1999 October","1 Bedroom",457,"Rms","Rental Universe"
"59975",1999-10-01,"1999 October","2 Bedroom",349,"Rms","Rental Universe"
"59975",1999-10-01,"1999 October","3 Bedroom +",142,"Rms","Rental Universe"
"59975",1999-10-01,"1999 October","Total",1010,"Rms","Rental Universe"
"59975",2000-10-01,"2000 October","Studio",64,"Rms","Rental Universe"
"59975",2000-10-01,"2000 October","1 Bedroom",455,"Rms","Rental Universe"
"59975",2000-10-01,"2000 October","2 Bedroom",349,"Rms","Rental Universe"
"59975",2000-10-01,"2000 October","3 Bedroom +",140,"Rms","Rental Universe"
"59975",2000-10-01,"2000 October","Total",1008,"Rms","Rental Universe"
"59975",2001-10-01,"2001 October","Studio",65,"Rms","Rental Universe"
"59975",2001-10-01,"2001 October","1 Bedroom",486,"Rms","Rental Universe"
"59975",2001-10-01,"2001 October","2 Bedroom",372,"Rms","Rental Universe"
"59975",2001-10-01,"2001 October","3 Bedroom +",182,"Rms","Rental Universe"
"59975",2001-10-01,"2001 October","Total",1105,"Rms","Rental Universe"
"59975",2002-10-01,"2002 October","Studio",60,"Rms","Rental Universe"
"59975",2002-10-01,"2002 October","1 Bedroom",429,"Rms","Rental Universe"
"59975",2002-10-01,"2002 October","2 Bedroom",346,"Rms","Rental Universe"
"59975",2002-10-01,"2002 October","3 Bedroom +",178,"Rms","Rental Universe"
"59975",2002-10-01,"2002 October","Total",1013,"Rms","Rental Universe"
"59975",2003-10-01,"2003 October","Studio",62,"Rms","Rental Universe"
"59975",2003-10-01,"2003 October","1 Bedroom",442,"Rms","Rental Universe"
"59975",2003-10-01,"2003 October","2 Bedroom",357,"Rms","Rental Universe"
"59975",2003-10-01,"2003 October","3 Bedroom +",145,"Rms","Rental Universe"
"59975",2003-10-01,"2003 October","Total",1006,"Rms","Rental Universe"
"59975",2004-10-01,"2004 October","Studio",68,"Rms","Rental Universe"
"59975",2004-10-01,"2004 October","1 Bedroom",454,"Rms","Rental Universe"
"59975",2004-10-01,"2004 October","2 Bedroom",368,"Rms","Rental Universe"
"59975",2004-10-01,"2004 October","3 Bedroom +",146,"Rms","Rental Universe"
"59975",2004-10-01,"2004 October","Total",1036,"Rms","Rental Universe"
"59975",2005-10-01,"2005 October","Studio",68,"Rms","Rental Universe"
"59975",2005-10-01,"2005 October","1 Bedroom",458,"Rms","Rental Universe"
"59975",2005-10-01,"2005 October","2 Bedroom",374,"Rms","Rental Universe"
"59975",2005-10-01,"2005 October","3 Bedroom +",141,"Rms","Rental Universe"
