"GeoUID","Date","DateString","Bedroom Type","Value","Survey","Series"
"47720",1990-10-01,"1990 October","Studio",41,"Rms","Rental Universe"
"47720",1990-10-01,"1990 October","1 Bedroom",325,"Rms","Rental Universe"
"47720",1990-10-01,"1990 October","2 Bedroom",529,"Rms","Rental Universe"
"47720",1990-10-01,"1990 October","3 Bedroom +",143,"Rms","Rental Universe"
"47720",1990-10-01,"1990 October","Total",1038,"Rms","Rental Universe"
"47720",1991-10-01,"1991 October","Studio",43,"Rms","Rental Universe"
"47720",1991-10-01,"1991 October","1 Bedroom",327,"Rms","Rental Universe"
"47720",1991-10-01,"1991 October","2 Bedroom",530,"Rms","Rental Universe"
"47720",1991-10-01,"1991 October","3 Bedroom +",119,"Rms","Rental Universe"
"47720",1991-10-01,"1991 October","Total",1019,"Rms","Rental Universe"
"47720",1992-10-01,"1992 October","Studio",41,"Rms","Rental Universe"
"47720",1992-10-01,"1992 October","1 Bedroom",321,"Rms","Rental Universe"
"47720",1992-10-01,"1992 October","2 Bedroom",534,"Rms","Rental Universe"
"47720",1992-10-01,"1992 October","3 Bedroom +",113,"Rms","Rental Universe"
"47720",1992-10-01,"1992 October","Total",1009,"Rms","Rental Universe"
"47720",1993-10-01,"1993 October","Studio",48,"Rms","Rental Universe"
"47720",1993-10-01,"1993 October","1 Bedroom",341,"Rms","Rental Universe"
"47720",1993-10-01,"1993 October","2 Bedroom",539,"Rms","Rental Universe"
"47720",1993-10-01,"1993 October","3 Bedroom +",116,"Rms","Rental Universe"
"47720",1993-10-01,"1993 October","Total",1044,"Rms","Rental Universe"
"47720",1994-10-01,"1994 October","Studio",48,"Rms","Rental Universe"
"47720",1994-10-01,"1994 October","1 Bedroom",344,"Rms","Rental Universe"
"47720",1994-10-01,"1994 October","2 Bedroom",541,"Rms","Rental Universe"
"47720",1994-10-01,"1994 October","3 Bedroom +",117,"Rms","Rental Universe"
"47720",1994-10-01,"1994 October","Total",1050,"Rms","Rental Universe"
"47720",1995-10-01,"1995 October","Studio",47,"Rms","Rental Universe"
"47720",1995-10-01,"1995 October","1 Bedroom",345,"Rms","Rental Universe"
"47720",1995-10-01,"1995 October","2 Bedroom",550,"Rms","Rental Universe"
"47720",1995-10-01,"1995 October","3 Bedroom +",114,"Rms","Rental Universe"
"47720",1995-10-01,"1995 October","Total",1056,"Rms","Rental Universe"
"47720",1996-10-01,"1996 October","Studio",50,"Rms","Rental Universe"
"47720",1996-10-01,"1996 October","1 Bedroom",347,"Rms","Rental Universe"
"47720",1996-10-01,"1996 October","2 Bedroom",551,"Rms","Rental Universe"
"47720",1996-10-01,"1996 October","3 Bedroom +",114,"Rms","Rental Universe"
"47720",1996-10-01,"1996 October","Total",1062,"Rms","Rental Universe"
"47720",1997-10-01,"1997 October","Studio",50,"Rms","Rental Universe"
"47720",1997-10-01,"1997 October","1 Bedroom",353,"Rms","Rental Universe"
"47720",1997-10-01,"1997 October","2 Bedroom",553,"Rms","Rental Universe"
"47720",1997-10-01,"1997 October","3 Bedroom +",113,"Rms","Rental Universe"
"47720",1997-10-01,"1997 October","Total",1069,"Rms","Rental Universe"
"47720",1998-10-01,"1998 October","Studio",50,"Rms","Rental Universe"
"47720",1998-10-01,"1998 October","1 Bedroom",356,"Rms","Rental Universe"
"47720",1998-10-01,"1998 October","2 Bedroom",546,"Rms","Rental Universe"
"47720",1998-10-01,"1998 October","3 Bedroom +",108,"Rms","Rental Universe"
"47720",1998-10-01,"1998 October","Total",1060,"Rms","Rental Universe"
"47720",1999-10-01,"1999 October","Studio",48,"Rms","Rental Universe"
"47720",1999-10-01,"1999 October","1 Bedroom",350,"Rms","Rental Universe"
"47720",1999-10-01,"1999 October","2 Bedroom",540,"Rms","Rental Universe"
"47720",1999-10-01,"1999 October","3 Bedroom +",103,"Rms","Rental Universe"
"47720",1999-10-01,"1999 October","Total",1041,"Rms","Rental Universe"
"47720",2000-10-01,"2000 October","Studio",44,"Rms","Rental Universe"
"47720",2000-10-01,"2000 October","1 Bedroom",347,"Rms","Rental Universe"
"47720",2000-10-01,"2000 October","2 Bedroom",541,"Rms","Rental Universe"
"47720",2000-10-01,"2000 October","3 Bedroom +",105,"Rms","Rental Universe"
"47720",2000-10-01,"2000 October","Total",1037,"Rms","Rental Universe"
"47720",2001-10-01,"2001 October","Studio",48,"Rms","Rental Universe"
"47720",2001-10-01,"2001 October","1 Bedroom",309,"Rms","Rental Universe"
"47720",2001-10-01,"2001 October","2 Bedroom",511,"Rms","Rental Universe"
"47720",2001-10-01,"2001 October","3 Bedroom +",91,"Rms","Rental Universe"
"47720",2001-10-01,"2001 October","Total",959,"Rms","Rental Universe"
"47720",2002-10-01,"2002 October","Studio",44,"Rms","Rental Universe"
"47720",2002-10-01,"2002 October","1 Bedroom",313,"Rms","Rental Universe"
"47720",2002-10-01,"2002 October","2 Bedroom",500,"Rms","Rental Universe"
"47720",2002-10-01,"2002 October","3 Bedroom +",91,"Rms","Rental Universe"
"47720",2002-10-01,"2002 October","Total",948,"Rms","Rental Universe"
"47720",2003-10-01,"2003 October","Studio",42,"Rms","Rental Universe"
"47720",2003-10-01,"2003 October","1 Bedroom",321,"Rms","Rental Universe"
"47720",2003-10-01,"2003 October","2 Bedroom",506,"Rms","Rental Universe"
"47720",2003-10-01,"2003 October","3 Bedroom +",92,"Rms","Rental Universe"
"47720",2003-10-01,"2003 October","Total",961,"Rms","Rental Universe"
"47720",2004-10-01,"2004 October","Studio",44,"Rms","Rental Universe"
"47720",2004-10-01,"2004 October","1 Bedroom",311,"Rms","Rental Universe"
"47720",2004-10-01,"2004 October","2 Bedroom",494,"Rms","Rental Universe"
"47720",2004-10-01,"2004 October","3 Bedroom +",93,"Rms","Rental Universe"
"47720",2004-10-01,"2004 October","Total",942,"Rms","Rental Universe"
"47720",2005-10-01,"2005 October","Studio",48,"Rms","Rental Universe"
"47720",2005-10-01,"2005 October","1 Bedroom",313,"Rms","Rental Universe"
"47720",2005-10-01,"2005 October","2 Bedroom",499,"Rms","Rental Universe"
"47720",2005-10-01,"2005 October","3 Bedroom +",97,"Rms","Rental Universe"
"47720",2005-10-01,"2005 October","Total",957,"Rms","Rental Universe"
"47720",2006-10-01,"2006 October","Studio",51,"Rms","Rental Universe"
"47720",2006-10-01,"2006 October","1 Bedroom",322,"Rms","Rental Universe"
"47720",2006-10-01,"2006 October","2 Bedroom",510,"Rms","Rental Universe"
"47720",2006-10-01,"2006 October","3 Bedroom +",100,"Rms","Rental Universe"
"47720",2006-10-01,"2006 October","Total",983,"Rms","Rental Universe"
"47720",2007-10-01,"2007 October","Studio",51,"Rms","Rental Universe"
"47720",2007-10-01,"2007 October","1 Bedroom",331,"Rms","Rental Universe"
"47720",2007-10-01,"2007 October","2 Bedroom",505,"Rms","Rental Universe"
"47720",2007-10-01,"2007 October","3 Bedroom +",99,"Rms","Rental Universe"
"47720",2007-10-01,"2007 October","Total",986,"Rms","Rental Universe"
"47720",2008-10-01,"2008 October","Studio",43,"Rms","Rental Universe"
"47720",2008-10-01,"2008 October","1 Bedroom",315,"Rms","Rental Universe"
"47720",2008-10-01,"2008 October","2 Bedroom",500,"Rms","Rental Universe"
"47720",2008-10-01,"2008 October","3 Bedroom +",92,"Rms","Rental Universe"
"47720",2008-10-01,"2008 October","Total",950,"Rms","Rental Universe"
"47720",2009-10-01,"2009 October","Studio",45,"Rms","Rental Universe"
"47720",2009-10-01,"2009 October","1 Bedroom",313,"Rms","Rental Universe"
"47720",2009-10-01,"2009 October","2 Bedroom",513,"Rms","Rental Universe"
"47720",2009-10-01,"2009 October","3 Bedroom +",92,"Rms","Rental Universe"
"47720",2009-10-01,"2009 October","Total",963,"Rms","Rental Universe"
"47720",2010-10-01,"2010 October","Studio",45,"Rms","Rental Universe"
"47720",2010-10-01,"2010 October","1 Bedroom",313,"Rms","Rental Universe"
"47720",2010-10-01,"2010 October","2 Bedroom",510,"Rms","Rental Universe"
"47720",2010-10-01,"2010 October","3 Bedroom +",90,"Rms","Rental Universe"
"47720",2010-10-01,"2010 October","Total",958,"Rms","Rental Universe"
"47720",2011-10-01,"2011 October","Studio",44,"Rms","Rental Universe"
"47720",2011-10-01,"2011 October","1 Bedroom",301,"Rms","Rental Universe"
"47720",2011-10-01,"2011 October","2 Bedroom",513,"Rms","Rental Universe"
"47720",2011-10-01,"2011 October","3 Bedroom +",84,"Rms","Rental Universe"
"47720",2011-10-01,"2011 October","Total",942,"Rms","Rental Universe"
"47720",2012-10-01,"2012 October","Studio",45,"Rms","Rental Universe"
"47720",2012-10-01,"2012 October","1 Bedroom",289,"Rms","Rental Universe"
"47720",2012-10-01,"2012 October","2 Bedroom",518,"Rms","Rental Universe"
"47720",2012-10-01,"2012 October","3 Bedroom +",81,"Rms","Rental Universe"
"47720",2012-10-01,"2012 October","Total",933,"Rms","Rental Universe"
"47720",2013-10-01,"2013 October","Studio",62,"Rms","Rental Universe"
"47720",2013-10-01,"2013 October","1 Bedroom",308,"Rms","Rental Universe"
"47720",2013-10-01,"2013 October","2 Bedroom",525,"Rms","Rental Universe"
"47720",2013-10-01,"2013 October","3 Bedroom +",81,"Rms","Rental Universe"
"47720",2013-10-01,"2013 October","Total",976,"Rms","Rental Universe"
"47720",2014-10-01,"2014 October","Studio",60,"Rms","Rental Universe"
"47720",2014-10-01,"2014 October","1 Bedroom",300,"Rms","Rental Universe"
"47720",2014-10-01,"2014 October","2 Bedroom",521,"Rms","Rental Universe"
"47720",2014-10-01,"2014 October","3 Bedroom +",79,"Rms","Rental Universe"
"47720",2014-10-01,"2014 October","Total",960,"Rms","Rental Universe"
"47720",2015-10-01,"2015 October","Studio",60,"Rms","Rental Universe"
"47720",2015-10-01,"2015 October","1 Bedroom",305,"Rms","Rental Universe"
"47720",2015-10-01,"2015 October","2 Bedroom",543,"Rms","Rental Universe"
"47720",2015-10-01,"2015 October","3 Bedroom +",83,"Rms","Rental Universe"
"47720",2015-10-01,"2015 October","Total",991,"Rms","Rental Universe"
"47720",2016-10-01,"2016 October","Studio",60,"Rms","Rental Universe"
"47720",2016-10-01,"2016 October","1 Bedroom",294,"Rms","Rental Universe"
"47720",2016-10-01,"2016 October","2 Bedroom",567,"Rms","Rental Universe"
"47720",2016-10-01,"2016 October","3 Bedroom +",81,"Rms","Rental Universe"
"47720",2016-10-01,"2016 October","Total",1002,"Rms","Rental Universe"
"47720",2017-10-01,"2017 October","Studio",62,"Rms","Rental Universe"
"47720",2017-10-01,"2017 October","1 Bedroom",312,"Rms","Rental Universe"
"47720",2017-10-01,"2017 October","2 Bedroom",571,"Rms","Rental Universe"
"47720",2017-10-01,"2017 October","3 Bedroom +",82,"Rms","Rental Universe"
"47720",2017-10-01,"2017 October","Total",1027,"Rms","Rental Universe"
"47720",2018-10-01,"2018 October","Studio",56,"Rms","Rental Universe"
"47720",2018-10-01,"2018 October","1 Bedroom",302,"Rms","Rental Universe"
"47720",2018-10-01,"2018 October","2 Bedroom",566,"Rms","Rental Universe"
"47720",2018-10-01,"2018 October","3 Bedroom +",81,"Rms","Rental Universe"
"47720",2018-10-01,"2018 October","Total",1005,"Rms","Rental Universe"
"47720",2019-10-01,"2019 October","Studio",60,"Rms","Rental Universe"
"47720",2019-10-01,"2019 October","1 Bedroom",302,"Rms","Rental Universe"
"47720",2019-10-01,"2019 October","2 Bedroom",566,"Rms","Rental Universe"
"47720",2019-10-01,"2019 October","3 Bedroom +",78,"Rms","Rental Universe"
"47720",2019-10-01,"2019 October","Total",1006,"Rms","Rental Universe"
"47720",2020-10-01,"2020 October","Studio",53,"Rms","Rental Universe"
"47720",2020-10-01,"2020 October","1 Bedroom",300,"Rms","Rental Universe"
"47720",2020-10-01,"2020 October","2 Bedroom",555,"Rms","Rental Universe"
"47720",2020-10-01,"2020 October","3 Bedroom +",82,"Rms","Rental Universe"
"47720",2020-10-01,"2020 October","Total",990,"Rms","Rental Universe"
"47720",2021-10-01,"2021 October","Studio",58,"Rms","Rental Universe"
"47720",2021-10-01,"2021 October","1 Bedroom",308,"Rms","Rental Universe"
"47720",2021-10-01,"2021 October","2 Bedroom",541,"Rms","Rental Universe"
"47720",2021-10-01,"2021 October","3 Bedroom +",81,"Rms","Rental Universe"
"47720",2021-10-01,"2021 October","Total",988,"Rms","Rental Universe"
"47720",2022-10-01,"2022 October","Studio",61,"Rms","Rental Universe"
"47720",2022-10-01,"2022 October","1 Bedroom",311,"Rms","Rental Universe"
"47720",2022-10-01,"2022 October","2 Bedroom",549,"Rms","Rental Universe"
"47720",2022-10-01,"2022 October","3 Bedroom +",82,"Rms","Rental Universe"
"47720",2022-10-01,"2022 October","Total",1003,"Rms","Rental Universe"
"47720",2023-10-01,"2023 October","Studio",60,"Rms","Rental Universe"
"47720",2023-10-01,"2023 October","1 Bedroom",308,"Rms","Rental Universe"
"47720",2023-10-01,"2023 October","2 Bedroom",541,"Rms","Rental Universe"
"47720",2023-10-01,"2023 October","3 Bedroom +",82,"Rms","Rental Universe"
"47720",2023-10-01,"2023 October","Total",991,"Rms","Rental Universe"
"47720",2024-10-01,"2024 October","Studio",55,"Rms","Rental Universe"
"47720",2024-10-01,"2024 October","1 Bedroom",300,"Rms","Rental Universe"
"47720",2024-10-01,"2024 October","2 Bedroom",537,"Rms","Rental Universe"
"47720",2024-10-01,"2024 October","3 Bedroom +",81,"Rms","Rental Universe"
"47720",2024-10-01,"2024 October","Total",973,"Rms","Rental Universe"
"47720",2025-10-01,"2025 October","Studio",55,"Rms","Rental Universe"
"47720",2025-10-01,"2025 October","1 Bedroom",303,"Rms","Rental Universe"
"47720",2025-10-01,"2025 October","2 Bedroom",522,"Rms","Rental Universe"
"47720",2025-10-01,"2025 October","3 Bedroom +",79,"Rms","Rental Universe"
"47720",2025-10-01,"2025 October","Total",959,"Rms","Rental Universe"
