"GeoUID","Date","DateString","Bedroom Type","Value","Survey","Series"
"35522",1990-10-01,"1990 October","Studio",143,"Rms","Rental Universe"
"35522",1990-10-01,"1990 October","1 Bedroom",1915,"Rms","Rental Universe"
"35522",1990-10-01,"1990 October","2 Bedroom",3779,"Rms","Rental Universe"
"35522",1990-10-01,"1990 October","3 Bedroom +",363,"Rms","Rental Universe"
"35522",1990-10-01,"1990 October","Total",6200,"Rms","Rental Universe"
"35522",1991-10-01,"1991 October","Studio",136,"Rms","Rental Universe"
"35522",1991-10-01,"1991 October","1 Bedroom",1943,"Rms","Rental Universe"
"35522",1991-10-01,"1991 October","2 Bedroom",4059,"Rms","Rental Universe"
"35522",1991-10-01,"1991 October","3 Bedroom +",342,"Rms","Rental Universe"
"35522",1991-10-01,"1991 October","Total",6480,"Rms","Rental Universe"
"35522",1992-10-01,"1992 October","Studio",133,"Rms","Rental Universe"
"35522",1992-10-01,"1992 October","1 Bedroom",1935,"Rms","Rental Universe"
"35522",1992-10-01,"1992 October","2 Bedroom",4041,"Rms","Rental Universe"
"35522",1992-10-01,"1992 October","3 Bedroom +",355,"Rms","Rental Universe"
"35522",1992-10-01,"1992 October","Total",6464,"Rms","Rental Universe"
"35522",1993-10-01,"1993 October","Studio",137,"Rms","Rental Universe"
"35522",1993-10-01,"1993 October","1 Bedroom",1852,"Rms","Rental Universe"
"35522",1993-10-01,"1993 October","2 Bedroom",3799,"Rms","Rental Universe"
"35522",1993-10-01,"1993 October","3 Bedroom +",376,"Rms","Rental Universe"
"35522",1993-10-01,"1993 October","Total",6164,"Rms","Rental Universe"
"35522",1994-10-01,"1994 October","Studio",137,"Rms","Rental Universe"
"35522",1994-10-01,"1994 October","1 Bedroom",1834,"Rms","Rental Universe"
"35522",1994-10-01,"1994 October","2 Bedroom",3808,"Rms","Rental Universe"
"35522",1994-10-01,"1994 October","3 Bedroom +",347,"Rms","Rental Universe"
"35522",1994-10-01,"1994 October","Total",6126,"Rms","Rental Universe"
"35522",1995-10-01,"1995 October","Studio",138,"Rms","Rental Universe"
"35522",1995-10-01,"1995 October","1 Bedroom",1803,"Rms","Rental Universe"
"35522",1995-10-01,"1995 October","2 Bedroom",3760,"Rms","Rental Universe"
"35522",1995-10-01,"1995 October","3 Bedroom +",349,"Rms","Rental Universe"
"35522",1995-10-01,"1995 October","Total",6050,"Rms","Rental Universe"
"35522",1996-10-01,"1996 October","Studio",140,"Rms","Rental Universe"
"35522",1996-10-01,"1996 October","1 Bedroom",1816,"Rms","Rental Universe"
"35522",1996-10-01,"1996 October","2 Bedroom",3810,"Rms","Rental Universe"
"35522",1996-10-01,"1996 October","3 Bedroom +",323,"Rms","Rental Universe"
"35522",1996-10-01,"1996 October","Total",6089,"Rms","Rental Universe"
"35522",1997-10-01,"1997 October","Studio",145,"Rms","Rental Universe"
"35522",1997-10-01,"1997 October","1 Bedroom",1803,"Rms","Rental Universe"
"35522",1997-10-01,"1997 October","2 Bedroom",3806,"Rms","Rental Universe"
"35522",1997-10-01,"1997 October","3 Bedroom +",317,"Rms","Rental Universe"
"35522",1997-10-01,"1997 October","Total",6071,"Rms","Rental Universe"
"35522",1998-10-01,"1998 October","Studio",141,"Rms","Rental Universe"
"35522",1998-10-01,"1998 October","1 Bedroom",1795,"Rms","Rental Universe"
"35522",1998-10-01,"1998 October","2 Bedroom",3773,"Rms","Rental Universe"
"35522",1998-10-01,"1998 October","3 Bedroom +",299,"Rms","Rental Universe"
"35522",1998-10-01,"1998 October","Total",6008,"Rms","Rental Universe"
"35522",1999-10-01,"1999 October","Studio",138,"Rms","Rental Universe"
"35522",1999-10-01,"1999 October","1 Bedroom",1797,"Rms","Rental Universe"
"35522",1999-10-01,"1999 October","2 Bedroom",3775,"Rms","Rental Universe"
"35522",1999-10-01,"1999 October","3 Bedroom +",295,"Rms","Rental Universe"
"35522",1999-10-01,"1999 October","Total",6005,"Rms","Rental Universe"
"35522",2000-10-01,"2000 October","Studio",136,"Rms","Rental Universe"
"35522",2000-10-01,"2000 October","1 Bedroom",1789,"Rms","Rental Universe"
"35522",2000-10-01,"2000 October","2 Bedroom",3782,"Rms","Rental Universe"
"35522",2000-10-01,"2000 October","3 Bedroom +",298,"Rms","Rental Universe"
"35522",2000-10-01,"2000 October","Total",6005,"Rms","Rental Universe"
"35522",2001-10-01,"2001 October","Studio",155,"Rms","Rental Universe"
"35522",2001-10-01,"2001 October","1 Bedroom",2074,"Rms","Rental Universe"
"35522",2001-10-01,"2001 October","2 Bedroom",4123,"Rms","Rental Universe"
"35522",2001-10-01,"2001 October","3 Bedroom +",378,"Rms","Rental Universe"
"35522",2001-10-01,"2001 October","Total",6730,"Rms","Rental Universe"
"35522",2002-10-01,"2002 October","Studio",127,"Rms","Rental Universe"
"35522",2002-10-01,"2002 October","1 Bedroom",1787,"Rms","Rental Universe"
"35522",2002-10-01,"2002 October","2 Bedroom",3779,"Rms","Rental Universe"
"35522",2002-10-01,"2002 October","3 Bedroom +",275,"Rms","Rental Universe"
"35522",2002-10-01,"2002 October","Total",5968,"Rms","Rental Universe"
"35522",2003-10-01,"2003 October","Studio",116,"Rms","Rental Universe"
"35522",2003-10-01,"2003 October","1 Bedroom",1796,"Rms","Rental Universe"
