"GeoUID","Date","DateString","Bedroom Type","Value","Survey","Series"
"46640",1990-10-01,"1990 October","Studio",93,"Rms","Rental Universe"
"46640",1990-10-01,"1990 October","1 Bedroom",813,"Rms","Rental Universe"
"46640",1990-10-01,"1990 October","2 Bedroom",910,"Rms","Rental Universe"
"46640",1990-10-01,"1990 October","3 Bedroom +",322,"Rms","Rental Universe"
"46640",1990-10-01,"1990 October","Total",2138,"Rms","Rental Universe"
"46640",1991-10-01,"1991 October","Studio",94,"Rms","Rental Universe"
"46640",1991-10-01,"1991 October","1 Bedroom",805,"Rms","Rental Universe"
"46640",1991-10-01,"1991 October","2 Bedroom",908,"Rms","Rental Universe"
"46640",1991-10-01,"1991 October","3 Bedroom +",319,"Rms","Rental Universe"
"46640",1991-10-01,"1991 October","Total",2126,"Rms","Rental Universe"
"46640",1992-10-01,"1992 October","Studio",94,"Rms","Rental Universe"
"46640",1992-10-01,"1992 October","1 Bedroom",805,"Rms","Rental Universe"
"46640",1992-10-01,"1992 October","2 Bedroom",912,"Rms","Rental Universe"
"46640",1992-10-01,"1992 October","3 Bedroom +",321,"Rms","Rental Universe"
"46640",1992-10-01,"1992 October","Total",2132,"Rms","Rental Universe"
"46640",1993-10-01,"1993 October","Studio",90,"Rms","Rental Universe"
"46640",1993-10-01,"1993 October","1 Bedroom",789,"Rms","Rental Universe"
"46640",1993-10-01,"1993 October","2 Bedroom",899,"Rms","Rental Universe"
"46640",1993-10-01,"1993 October","3 Bedroom +",324,"Rms","Rental Universe"
"46640",1993-10-01,"1993 October","Total",2102,"Rms","Rental Universe"
"46640",1994-10-01,"1994 October","Studio",86,"Rms","Rental Universe"
"46640",1994-10-01,"1994 October","1 Bedroom",772,"Rms","Rental Universe"
"46640",1994-10-01,"1994 October","2 Bedroom",892,"Rms","Rental Universe"
"46640",1994-10-01,"1994 October","3 Bedroom +",327,"Rms","Rental Universe"
"46640",1994-10-01,"1994 October","Total",2077,"Rms","Rental Universe"
"46640",1995-10-01,"1995 October","Studio",87,"Rms","Rental Universe"
