"GeoUID","Date","DateString","Bedroom Type","Value","Survey","Series"
"11105",1990-10-01,"1990 October","Studio",167,"Rms","Rental Universe"
"11105",1990-10-01,"1990 October","1 Bedroom",1048,"Rms","Rental Universe"
"11105",1990-10-01,"1990 October","2 Bedroom",1895,"Rms","Rental Universe"
"11105",1990-10-01,"1990 October","3 Bedroom +",177,"Rms","Rental Universe"
"11105",1990-10-01,"1990 October","Total",3287,"Rms","Rental Universe"
"11105",1991-10-01,"1991 October","Studio",175,"Rms","Rental Universe"
"11105",1991-10-01,"1991 October","1 Bedroom",1094,"Rms","Rental Universe"
"11105",1991-10-01,"1991 October","2 Bedroom",2031,"Rms","Rental Universe"
"11105",1991-10-01,"1991 October","3 Bedroom +",170,"Rms","Rental Universe"
"11105",1991-10-01,"1991 October","Total",3470,"Rms","Rental Universe"
"11105",1992-10-01,"1992 October","Studio",174,"Rms","Rental Universe"
"11105",1992-10-01,"1992 October","1 Bedroom",1129,"Rms","Rental Universe"
"11105",1992-10-01,"1992 October","2 Bedroom",2147,"Rms","Rental Universe"
"11105",1992-10-01,"1992 October","3 Bedroom +",179,"Rms","Rental Universe"
"11105",1992-10-01,"1992 October","Total",3629,"Rms","Rental Universe"
"11105",1993-10-01,"1993 October","Studio",166,"Rms","Rental Universe"
"11105",1993-10-01,"1993 October","1 Bedroom",1151,"Rms","Rental Universe"
"11105",1993-10-01,"1993 October","2 Bedroom",2210,"Rms","Rental Universe"
"11105",1993-10-01,"1993 October","3 Bedroom +",187,"Rms","Rental Universe"
"11105",1993-10-01,"1993 October","Total",3714,"Rms","Rental Universe"
"11105",1994-10-01,"1994 October","Studio",162,"Rms","Rental Universe"
"11105",1994-10-01,"1994 October","1 Bedroom",1151,"Rms","Rental Universe"
"11105",1994-10-01,"1994 October","2 Bedroom",2272,"Rms","Rental Universe"
"11105",1994-10-01,"1994 October","3 Bedroom +",211,"Rms","Rental Universe"
"11105",1994-10-01,"1994 October","Total",3796,"Rms","Rental Universe"
"11105",1995-10-01,"1995 October","Studio",161,"Rms","Rental Universe"
"11105",1995-10-01,"1995 October","1 Bedroom",1060,"Rms","Rental Universe"
"11105",1995-10-01,"1995 October","2 Bedroom",2284,"Rms","Rental Universe"
"11105",1995-10-01,"1995 October","3 Bedroom +",216,"Rms","Rental Universe"
"11105",1995-10-01,"1995 October","Total",3721,"Rms","Rental Universe"
"11105",1996-10-01,"1996 October","Studio",159,"Rms","Rental Universe"
"11105",1996-10-01,"1996 October","1 Bedroom",1060,"Rms","Rental Universe"
"11105",1996-10-01,"1996 October","2 Bedroom",2287,"Rms","Rental Universe"
"11105",1996-10-01,"1996 October","3 Bedroom +",219,"Rms","Rental Universe"
"11105",1996-10-01,"1996 October","Total",3725,"Rms","Rental Universe"
"11105",1997-10-01,"1997 October","Studio",158,"Rms","Rental Universe"
"11105",1997-10-01,"1997 October","1 Bedroom",1056,"Rms","Rental Universe"
"11105",1997-10-01,"1997 October","2 Bedroom",2287,"Rms","Rental Universe"
"11105",1997-10-01,"1997 October","3 Bedroom +",221,"Rms","Rental Universe"
"11105",1997-10-01,"1997 October","Total",3722,"Rms","Rental Universe"
"11105",1998-10-01,"1998 October","Studio",158,"Rms","Rental Universe"
"11105",1998-10-01,"1998 October","1 Bedroom",1061,"Rms","Rental Universe"
"11105",1998-10-01,"1998 October","2 Bedroom",2293,"Rms","Rental Universe"
"11105",1998-10-01,"1998 October","3 Bedroom +",231,"Rms","Rental Universe"
"11105",1998-10-01,"1998 October","Total",3743,"Rms","Rental Universe"
"11105",1999-10-01,"1999 October","Studio",158,"Rms","Rental Universe"
"11105",1999-10-01,"1999 October","1 Bedroom",1056,"Rms","Rental Universe"
"11105",1999-10-01,"1999 October","2 Bedroom",2297,"Rms","Rental Universe"
"11105",1999-10-01,"1999 October","3 Bedroom +",290,"Rms","Rental Universe"
"11105",1999-10-01,"1999 October","Total",3801,"Rms","Rental Universe"
"11105",2000-10-01,"2000 October","Studio",163,"Rms","Rental Universe"
"11105",2000-10-01,"2000 October","1 Bedroom",1061,"Rms","Rental Universe"
"11105",2000-10-01,"2000 October","2 Bedroom",2358,"Rms","Rental Universe"
