"GeoUID","Date","DateString","Bedroom Type","Value","Survey","Series"
"24465",1990-10-01,"1990 October","Studio",79,"Rms","Rental Universe"
"24465",1990-10-01,"1990 October","1 Bedroom",655,"Rms","Rental Universe"
"24465",1990-10-01,"1990 October","2 Bedroom",1019,"Rms","Rental Universe"
"24465",1990-10-01,"1990 October","3 Bedroom +",324,"Rms","Rental Universe"
"24465",1990-10-01,"1990 October","Total",2077,"Rms","Rental Universe"
"24465",1991-10-01,"1991 October","Studio",76,"Rms","Rental Universe"
"24465",1991-10-01,"1991 October","1 Bedroom",654,"Rms","Rental Universe"
"24465",1991-10-01,"1991 October","2 Bedroom",1026,"Rms","Rental Universe"
"24465",1991-10-01,"1991 October","3 Bedroom +",324,"Rms","Rental Universe"
"24465",1991-10-01,"1991 October","Total",2080,"Rms","Rental Universe"
"24465",1992-10-01,"1992 October","Studio",107,"Rms","Rental Universe"
"24465",1992-10-01,"1992 October","1 Bedroom",747,"Rms","Rental Universe"
"24465",1992-10-01,"1992 October","2 Bedroom",1073,"Rms","Rental Universe"
"24465",1992-10-01,"1992 October","3 Bedroom +",317,"Rms","Rental Universe"
"24465",1992-10-01,"1992 October","Total",2244,"Rms","Rental Universe"
"24465",1993-10-01,"1993 October","Studio",79,"Rms","Rental Universe"
"24465",1993-10-01,"1993 October","1 Bedroom",794,"Rms","Rental Universe"
"24465",1993-10-01,"1993 October","2 Bedroom",1073,"Rms","Rental Universe"
"24465",1993-10-01,"1993 October","3 Bedroom +",321,"Rms","Rental Universe"
"24465",1993-10-01,"1993 October","Total",2267,"Rms","Rental Universe"
"24465",1994-10-01,"1994 October","Studio",79,"Rms","Rental Universe"
"24465",1994-10-01,"1994 October","1 Bedroom",794,"Rms","Rental Universe"
"24465",1994-10-01,"1994 October","2 Bedroom",1069,"Rms","Rental Universe"
"24465",1994-10-01,"1994 October","3 Bedroom +",324,"Rms","Rental Universe"
"24465",1994-10-01,"1994 October","Total",2266,"Rms","Rental Universe"
"24465",1995-10-01,"1995 October","Studio",78,"Rms","Rental Universe"
"24465",1995-10-01,"1995 October","1 Bedroom",783,"Rms","Rental Universe"
"24465",1995-10-01,"1995 October","2 Bedroom",1071,"Rms","Rental Universe"
"24465",1995-10-01,"1995 October","3 Bedroom +",323,"Rms","Rental Universe"
"24465",1995-10-01,"1995 October","Total",2255,"Rms","Rental Universe"
