"GeoUID","Date","DateString","Bedroom Type","Value","Survey","Series"
"24480",1990-10-01,"1990 October","Studio",164,"Rms","Rental Universe"
"24480",1990-10-01,"1990 October","1 Bedroom",458,"Rms","Rental Universe"
"24480",1990-10-01,"1990 October","2 Bedroom",788,"Rms","Rental Universe"
"24480",1990-10-01,"1990 October","3 Bedroom +",551,"Rms","Rental Universe"
"24480",1990-10-01,"1990 October","Total",1961,"Rms","Rental Universe"
"24480",1991-10-01,"1991 October","Studio",179,"Rms","Rental Universe"
"24480",1991-10-01,"1991 October","1 Bedroom",482,"Rms","Rental Universe"
"24480",1991-10-01,"1991 October","2 Bedroom",823,"Rms","Rental Universe"
"24480",1991-10-01,"1991 October","3 Bedroom +",578,"Rms","Rental Universe"
"24480",1991-10-01,"1991 October","Total",2062,"Rms","Rental Universe"
"24480",1992-10-01,"1992 October","Studio",173,"Rms","Rental Universe"
"24480",1992-10-01,"1992 October","1 Bedroom",494,"Rms","Rental Universe"
"24480",1992-10-01,"1992 October","2 Bedroom",837,"Rms","Rental Universe"
"24480",1992-10-01,"1992 October","3 Bedroom +",582,"Rms","Rental Universe"
"24480",1992-10-01,"1992 October","Total",2086,"Rms","Rental Universe"
"24480",1993-10-01,"1993 October","Studio",171,"Rms","Rental Universe"
"24480",1993-10-01,"1993 October","1 Bedroom",486,"Rms","Rental Universe"
"24480",1993-10-01,"1993 October","2 Bedroom",845,"Rms","Rental Universe"
"24480",1993-10-01,"1993 October","3 Bedroom +",582,"Rms","Rental Universe"
"24480",1993-10-01,"1993 October","Total",2084,"Rms","Rental Universe"
"24480",1994-10-01,"1994 October","Studio",184,"Rms","Rental Universe"
"24480",1994-10-01,"1994 October","1 Bedroom",492,"Rms","Rental Universe"
"24480",1994-10-01,"1994 October","2 Bedroom",857,"Rms","Rental Universe"
"24480",1994-10-01,"1994 October","3 Bedroom +",583,"Rms","Rental Universe"
"24480",1994-10-01,"1994 October","Total",2116,"Rms","Rental Universe"
"24480",1995-10-01,"1995 October","Studio",192,"Rms","Rental Universe"
"24480",1995-10-01,"1995 October","1 Bedroom",506,"Rms","Rental Universe"
"24480",1995-10-01,"1995 October","2 Bedroom",865,"Rms","Rental Universe"
"24480",1995-10-01,"1995 October","3 Bedroom +",591,"Rms","Rental Universe"
"24480",1995-10-01,"1995 October","Total",2154,"Rms","Rental Universe"
"24480",1996-10-01,"1996 October","Studio",212,"Rms","Rental Universe"
"24480",1996-10-01,"1996 October","1 Bedroom",517,"Rms","Rental Universe"
"24480",1996-10-01,"1996 October","2 Bedroom",885,"Rms","Rental Universe"
"24480",1996-10-01,"1996 October","3 Bedroom +",583,"Rms","Rental Universe"
"24480",1996-10-01,"1996 October","Total",2197,"Rms","Rental Universe"
"24480",1997-10-01,"1997 October","Studio",208,"Rms","Rental Universe"
"24480",1997-10-01,"1997 October","1 Bedroom",530,"Rms","Rental Universe"
"24480",1997-10-01,"1997 October","2 Bedroom",891,"Rms","Rental Universe"
"24480",1997-10-01,"1997 October","3 Bedroom +",586,"Rms","Rental Universe"
"24480",1997-10-01,"1997 October","Total",2215,"Rms","Rental Universe"
"24480",1998-10-01,"1998 October","Studio",208,"Rms","Rental Universe"
"24480",1998-10-01,"1998 October","1 Bedroom",532,"Rms","Rental Universe"
"24480",1998-10-01,"1998 October","2 Bedroom",911,"Rms","Rental Universe"
"24480",1998-10-01,"1998 October","3 Bedroom +",590,"Rms","Rental Universe"
"24480",1998-10-01,"1998 October","Total",2241,"Rms","Rental Universe"
"24480",1999-10-01,"1999 October","Studio",215,"Rms","Rental Universe"
"24480",1999-10-01,"1999 October","1 Bedroom",534,"Rms","Rental Universe"
"24480",1999-10-01,"1999 October","2 Bedroom",898,"Rms","Rental Universe"
"24480",1999-10-01,"1999 October","3 Bedroom +",590,"Rms","Rental Universe"
"24480",1999-10-01,"1999 October","Total",2237,"Rms","Rental Universe"
"24480",2000-10-01,"2000 October","Studio",216,"Rms","Rental Universe"
"24480",2000-10-01,"2000 October","1 Bedroom",543,"Rms","Rental Universe"
"24480",2000-10-01,"2000 October","2 Bedroom",902,"Rms","Rental Universe"
"24480",2000-10-01,"2000 October","3 Bedroom +",597,"Rms","Rental Universe"
"24480",2000-10-01,"2000 October","Total",2258,"Rms","Rental Universe"
"24480",2001-10-01,"2001 October","Studio",203,"Rms","Rental Universe"
"24480",2001-10-01,"2001 October","1 Bedroom",537,"Rms","Rental Universe"
"24480",2001-10-01,"2001 October","2 Bedroom",881,"Rms","Rental Universe"
"24480",2001-10-01,"2001 October","3 Bedroom +",594,"Rms","Rental Universe"
"24480",2001-10-01,"2001 October","Total",2215,"Rms","Rental Universe"
"24480",2002-10-01,"2002 October","Studio",203,"Rms","Rental Universe"
"24480",2002-10-01,"2002 October","1 Bedroom",536,"Rms","Rental Universe"
"24480",2002-10-01,"2002 October","2 Bedroom",895,"Rms","Rental Universe"
"24480",2002-10-01,"2002 October","3 Bedroom +",548,"Rms","Rental Universe"
"24480",2002-10-01,"2002 October","Total",2182,"Rms","Rental Universe"
"24480",2003-10-01,"2003 October","Studio",194,"Rms","Rental Universe"
"24480",2003-10-01,"2003 October","1 Bedroom",515,"Rms","Rental Universe"
"24480",2003-10-01,"2003 October","2 Bedroom",890,"Rms","Rental Universe"
"24480",2003-10-01,"2003 October","3 Bedroom +",568,"Rms","Rental Universe"
"24480",2003-10-01,"2003 October","Total",2167,"Rms","Rental Universe"
"24480",2004-10-01,"2004 October","Studio",187,"Rms","Rental Universe"
"24480",2004-10-01,"2004 October","1 Bedroom",508,"Rms","Rental Universe"
"24480",2004-10-01,"2004 October","2 Bedroom",879,"Rms","Rental Universe"
"24480",2004-10-01,"2004 October","3 Bedroom +",562,"Rms","Rental Universe"
"24480",2004-10-01,"2004 October","Total",2136,"Rms","Rental Universe"
"24480",2005-10-01,"2005 October","Studio",183,"Rms","Rental Universe"
"24480",2005-10-01,"2005 October","1 Bedroom",512,"Rms","Rental Universe"
"24480",2005-10-01,"2005 October","2 Bedroom",890,"Rms","Rental Universe"
"24480",2005-10-01,"2005 October","3 Bedroom +",556,"Rms","Rental Universe"
"24480",2005-10-01,"2005 October","Total",2141,"Rms","Rental Universe"
"24480",2006-10-01,"2006 October","Studio",203,"Rms","Rental Universe"
"24480",2006-10-01,"2006 October","1 Bedroom",547,"Rms","Rental Universe"
"24480",2006-10-01,"2006 October","2 Bedroom",909,"Rms","Rental Universe"
"24480",2006-10-01,"2006 October","3 Bedroom +",577,"Rms","Rental Universe"
"24480",2006-10-01,"2006 October","Total",2236,"Rms","Rental Universe"
"24480",2007-10-01,"2007 October","Studio",227,"Rms","Rental Universe"
"24480",2007-10-01,"2007 October","1 Bedroom",547,"Rms","Rental Universe"
"24480",2007-10-01,"2007 October","2 Bedroom",934,"Rms","Rental Universe"
"24480",2007-10-01,"2007 October","3 Bedroom +",600,"Rms","Rental Universe"
"24480",2007-10-01,"2007 October","Total",2308,"Rms","Rental Universe"
"24480",2008-10-01,"2008 October","Studio",245,"Rms","Rental Universe"
"24480",2008-10-01,"2008 October","1 Bedroom",564,"Rms","Rental Universe"
"24480",2008-10-01,"2008 October","2 Bedroom",951,"Rms","Rental Universe"
"24480",2008-10-01,"2008 October","3 Bedroom +",625,"Rms","Rental Universe"
"24480",2008-10-01,"2008 October","Total",2385,"Rms","Rental Universe"
"24480",2009-10-01,"2009 October","Studio",249,"Rms","Rental Universe"
"24480",2009-10-01,"2009 October","1 Bedroom",525,"Rms","Rental Universe"
"24480",2009-10-01,"2009 October","2 Bedroom",959,"Rms","Rental Universe"
"24480",2009-10-01,"2009 October","3 Bedroom +",616,"Rms","Rental Universe"
"24480",2009-10-01,"2009 October","Total",2349,"Rms","Rental Universe"
"24480",2010-10-01,"2010 October","Studio",252,"Rms","Rental Universe"
"24480",2010-10-01,"2010 October","1 Bedroom",516,"Rms","Rental Universe"
"24480",2010-10-01,"2010 October","2 Bedroom",977,"Rms","Rental Universe"
"24480",2010-10-01,"2010 October","3 Bedroom +",622,"Rms","Rental Universe"
"24480",2010-10-01,"2010 October","Total",2367,"Rms","Rental Universe"
"24480",2011-10-01,"2011 October","Studio",255,"Rms","Rental Universe"
"24480",2011-10-01,"2011 October","1 Bedroom",518,"Rms","Rental Universe"
"24480",2011-10-01,"2011 October","2 Bedroom",985,"Rms","Rental Universe"
"24480",2011-10-01,"2011 October","3 Bedroom +",607,"Rms","Rental Universe"
"24480",2011-10-01,"2011 October","Total",2365,"Rms","Rental Universe"
"24480",2012-10-01,"2012 October","Studio",248,"Rms","Rental Universe"
"24480",2012-10-01,"2012 October","1 Bedroom",528,"Rms","Rental Universe"
"24480",2012-10-01,"2012 October","2 Bedroom",996,"Rms","Rental Universe"
"24480",2012-10-01,"2012 October","3 Bedroom +",606,"Rms","Rental Universe"
"24480",2012-10-01,"2012 October","Total",2378,"Rms","Rental Universe"
"24480",2013-10-01,"2013 October","Studio",246,"Rms","Rental Universe"
"24480",2013-10-01,"2013 October","1 Bedroom",527,"Rms","Rental Universe"
"24480",2013-10-01,"2013 October","2 Bedroom",990,"Rms","Rental Universe"
"24480",2013-10-01,"2013 October","3 Bedroom +",607,"Rms","Rental Universe"
"24480",2013-10-01,"2013 October","Total",2370,"Rms","Rental Universe"
"24480",2014-10-01,"2014 October","Studio",247,"Rms","Rental Universe"
"24480",2014-10-01,"2014 October","1 Bedroom",528,"Rms","Rental Universe"
"24480",2014-10-01,"2014 October","2 Bedroom",983,"Rms","Rental Universe"
"24480",2014-10-01,"2014 October","3 Bedroom +",618,"Rms","Rental Universe"
"24480",2014-10-01,"2014 October","Total",2376,"Rms","Rental Universe"
"24480",2015-10-01,"2015 October","Studio",228,"Rms","Rental Universe"
"24480",2015-10-01,"2015 October","1 Bedroom",548,"Rms","Rental Universe"
"24480",2015-10-01,"2015 October","2 Bedroom",990,"Rms","Rental Universe"
"24480",2015-10-01,"2015 October","3 Bedroom +",630,"Rms","Rental Universe"
"24480",2015-10-01,"2015 October","Total",2396,"Rms","Rental Universe"
"24480",2016-10-01,"2016 October","Studio",233,"Rms","Rental Universe"
"24480",2016-10-01,"2016 October","1 Bedroom",575,"Rms","Rental Universe"
"24480",2016-10-01,"2016 October","2 Bedroom",1091,"Rms","Rental Universe"
"24480",2016-10-01,"2016 October","3 Bedroom +",628,"Rms","Rental Universe"
"24480",2016-10-01,"2016 October","Total",2527,"Rms","Rental Universe"
"24480",2017-10-01,"2017 October","Studio",252,"Rms","Rental Universe"
"24480",2017-10-01,"2017 October","1 Bedroom",588,"Rms","Rental Universe"
"24480",2017-10-01,"2017 October","2 Bedroom",1091,"Rms","Rental Universe"
"24480",2017-10-01,"2017 October","3 Bedroom +",623,"Rms","Rental Universe"
"24480",2017-10-01,"2017 October","Total",2554,"Rms","Rental Universe"
"24480",2018-10-01,"2018 October","Studio",209,"Rms","Rental Universe"
"24480",2018-10-01,"2018 October","1 Bedroom",589,"Rms","Rental Universe"
"24480",2018-10-01,"2018 October","2 Bedroom",1095,"Rms","Rental Universe"
"24480",2018-10-01,"2018 October","3 Bedroom +",627,"Rms","Rental Universe"
"24480",2018-10-01,"2018 October","Total",2520,"Rms","Rental Universe"
"24480",2019-10-01,"2019 October","Studio",205,"Rms","Rental Universe"
"24480",2019-10-01,"2019 October","1 Bedroom",590,"Rms","Rental Universe"
"24480",2019-10-01,"2019 October","2 Bedroom",1115,"Rms","Rental Universe"
