"GeoUID","Date","DateString","Bedroom Type","Value","Survey","Series"
"13330",1990-10-01,"1990 October","Studio",50,"Rms","Rental Universe"
"13330",1990-10-01,"1990 October","1 Bedroom",249,"Rms","Rental Universe"
"13330",1990-10-01,"1990 October","2 Bedroom",340,"Rms","Rental Universe"
"13330",1990-10-01,"1990 October","3 Bedroom +",51,"Rms","Rental Universe"
"13330",1990-10-01,"1990 October","Total",690,"Rms","Rental Universe"
"13330",1991-10-01,"1991 October","Studio",38,"Rms","Rental Universe"
"13330",1991-10-01,"1991 October","1 Bedroom",270,"Rms","Rental Universe"
"13330",1991-10-01,"1991 October","2 Bedroom",322,"Rms","Rental Universe"
"13330",1991-10-01,"1991 October","3 Bedroom +",56,"Rms","Rental Universe"
"13330",1991-10-01,"1991 October","Total",686,"Rms","Rental Universe"
"13330",1992-10-01,"1992 October","Studio",35,"Rms","Rental Universe"
"13330",1992-10-01,"1992 October","1 Bedroom",265,"Rms","Rental Universe"
"13330",1992-10-01,"1992 October","2 Bedroom",325,"Rms","Rental Universe"
"13330",1992-10-01,"1992 October","3 Bedroom +",54,"Rms","Rental Universe"
"13330",1992-10-01,"1992 October","Total",679,"Rms","Rental Universe"
"13330",1993-10-01,"1993 October","Studio",34,"Rms","Rental Universe"
"13330",1993-10-01,"1993 October","1 Bedroom",269,"Rms","Rental Universe"
"13330",1993-10-01,"1993 October","2 Bedroom",322,"Rms","Rental Universe"
"13330",1993-10-01,"1993 October","3 Bedroom +",56,"Rms","Rental Universe"
"13330",1993-10-01,"1993 October","Total",681,"Rms","Rental Universe"
"13330",1994-10-01,"1994 October","Studio",35,"Rms","Rental Universe"
"13330",1994-10-01,"1994 October","1 Bedroom",262,"Rms","Rental Universe"
"13330",1994-10-01,"1994 October","2 Bedroom",328,"Rms","Rental Universe"
"13330",1994-10-01,"1994 October","3 Bedroom +",55,"Rms","Rental Universe"
"13330",1994-10-01,"1994 October","Total",680,"Rms","Rental Universe"
"13330",1995-10-01,"1995 October","Studio",33,"Rms","Rental Universe"
"13330",1995-10-01,"1995 October","1 Bedroom",266,"Rms","Rental Universe"
"13330",1995-10-01,"1995 October","2 Bedroom",373,"Rms","Rental Universe"
"13330",1995-10-01,"1995 October","3 Bedroom +",56,"Rms","Rental Universe"
"13330",1995-10-01,"1995 October","Total",728,"Rms","Rental Universe"
"13330",1996-10-01,"1996 October","Studio",28,"Rms","Rental Universe"
"13330",1996-10-01,"1996 October","1 Bedroom",255,"Rms","Rental Universe"
"13330",1996-10-01,"1996 October","2 Bedroom",319,"Rms","Rental Universe"
"13330",1996-10-01,"1996 October","3 Bedroom +",49,"Rms","Rental Universe"
"13330",1996-10-01,"1996 October","Total",651,"Rms","Rental Universe"
"13330",1997-10-01,"1997 October","Studio",32,"Rms","Rental Universe"
"13330",1997-10-01,"1997 October","1 Bedroom",253,"Rms","Rental Universe"
"13330",1997-10-01,"1997 October","2 Bedroom",323,"Rms","Rental Universe"
"13330",1997-10-01,"1997 October","3 Bedroom +",48,"Rms","Rental Universe"
"13330",1997-10-01,"1997 October","Total",656,"Rms","Rental Universe"
"13330",1998-10-01,"1998 October","Studio",31,"Rms","Rental Universe"
"13330",1998-10-01,"1998 October","1 Bedroom",253,"Rms","Rental Universe"
"13330",1998-10-01,"1998 October","2 Bedroom",329,"Rms","Rental Universe"
"13330",1998-10-01,"1998 October","3 Bedroom +",49,"Rms","Rental Universe"
"13330",1998-10-01,"1998 October","Total",662,"Rms","Rental Universe"
"13330",1999-10-01,"1999 October","Studio",32,"Rms","Rental Universe"
"13330",1999-10-01,"1999 October","1 Bedroom",272,"Rms","Rental Universe"
"13330",1999-10-01,"1999 October","2 Bedroom",338,"Rms","Rental Universe"
"13330",1999-10-01,"1999 October","3 Bedroom +",43,"Rms","Rental Universe"
"13330",1999-10-01,"1999 October","Total",685,"Rms","Rental Universe"
"13330",2000-10-01,"2000 October","Studio",75,"Rms","Rental Universe"
"13330",2000-10-01,"2000 October","1 Bedroom",325,"Rms","Rental Universe"
"13330",2000-10-01,"2000 October","2 Bedroom",455,"Rms","Rental Universe"
"13330",2000-10-01,"2000 October","3 Bedroom +",70,"Rms","Rental Universe"
"13330",2000-10-01,"2000 October","Total",925,"Rms","Rental Universe"
"13330",2001-10-01,"2001 October","Studio",40,"Rms","Rental Universe"
"13330",2001-10-01,"2001 October","1 Bedroom",327,"Rms","Rental Universe"
"13330",2001-10-01,"2001 October","2 Bedroom",447,"Rms","Rental Universe"
"13330",2001-10-01,"2001 October","3 Bedroom +",73,"Rms","Rental Universe"
"13330",2001-10-01,"2001 October","Total",887,"Rms","Rental Universe"
"13330",2002-10-01,"2002 October","Studio",44,"Rms","Rental Universe"
"13330",2002-10-01,"2002 October","1 Bedroom",319,"Rms","Rental Universe"
"13330",2002-10-01,"2002 October","2 Bedroom",395,"Rms","Rental Universe"
"13330",2002-10-01,"2002 October","3 Bedroom +",72,"Rms","Rental Universe"
"13330",2002-10-01,"2002 October","Total",830,"Rms","Rental Universe"
"13330",2003-10-01,"2003 October","Studio",42,"Rms","Rental Universe"
"13330",2003-10-01,"2003 October","1 Bedroom",319,"Rms","Rental Universe"
"13330",2003-10-01,"2003 October","2 Bedroom",392,"Rms","Rental Universe"
"13330",2003-10-01,"2003 October","3 Bedroom +",77,"Rms","Rental Universe"
"13330",2003-10-01,"2003 October","Total",830,"Rms","Rental Universe"
"13330",2004-10-01,"2004 October","Studio",41,"Rms","Rental Universe"
"13330",2004-10-01,"2004 October","1 Bedroom",313,"Rms","Rental Universe"
"13330",2004-10-01,"2004 October","2 Bedroom",396,"Rms","Rental Universe"
"13330",2004-10-01,"2004 October","3 Bedroom +",81,"Rms","Rental Universe"
"13330",2004-10-01,"2004 October","Total",831,"Rms","Rental Universe"
"13330",2005-10-01,"2005 October","Studio",42,"Rms","Rental Universe"
"13330",2005-10-01,"2005 October","1 Bedroom",303,"Rms","Rental Universe"
"13330",2005-10-01,"2005 October","2 Bedroom",385,"Rms","Rental Universe"
"13330",2005-10-01,"2005 October","3 Bedroom +",81,"Rms","Rental Universe"
"13330",2005-10-01,"2005 October","Total",811,"Rms","Rental Universe"
"13330",2006-10-01,"2006 October","Studio",47,"Rms","Rental Universe"
"13330",2006-10-01,"2006 October","1 Bedroom",311,"Rms","Rental Universe"
"13330",2006-10-01,"2006 October","2 Bedroom",404,"Rms","Rental Universe"
"13330",2006-10-01,"2006 October","3 Bedroom +",75,"Rms","Rental Universe"
"13330",2006-10-01,"2006 October","Total",837,"Rms","Rental Universe"
"13330",2007-10-01,"2007 October","Studio",46,"Rms","Rental Universe"
"13330",2007-10-01,"2007 October","1 Bedroom",300,"Rms","Rental Universe"
"13330",2007-10-01,"2007 October","2 Bedroom",412,"Rms","Rental Universe"
"13330",2007-10-01,"2007 October","3 Bedroom +",70,"Rms","Rental Universe"
"13330",2007-10-01,"2007 October","Total",828,"Rms","Rental Universe"
"13330",2008-10-01,"2008 October","Studio",44,"Rms","Rental Universe"
"13330",2008-10-01,"2008 October","1 Bedroom",298,"Rms","Rental Universe"
"13330",2008-10-01,"2008 October","2 Bedroom",405,"Rms","Rental Universe"
"13330",2008-10-01,"2008 October","3 Bedroom +",74,"Rms","Rental Universe"
"13330",2008-10-01,"2008 October","Total",821,"Rms","Rental Universe"
"13330",2009-10-01,"2009 October","Studio",40,"Rms","Rental Universe"
"13330",2009-10-01,"2009 October","1 Bedroom",309,"Rms","Rental Universe"
"13330",2009-10-01,"2009 October","2 Bedroom",404,"Rms","Rental Universe"
"13330",2009-10-01,"2009 October","3 Bedroom +",68,"Rms","Rental Universe"
"13330",2009-10-01,"2009 October","Total",821,"Rms","Rental Universe"
"13330",2010-10-01,"2010 October","Studio",43,"Rms","Rental Universe"
"13330",2010-10-01,"2010 October","1 Bedroom",311,"Rms","Rental Universe"
"13330",2010-10-01,"2010 October","2 Bedroom",408,"Rms","Rental Universe"
"13330",2010-10-01,"2010 October","3 Bedroom +",67,"Rms","Rental Universe"
"13330",2010-10-01,"2010 October","Total",829,"Rms","Rental Universe"
"13330",2011-10-01,"2011 October","Studio",44,"Rms","Rental Universe"
"13330",2011-10-01,"2011 October","1 Bedroom",329,"Rms","Rental Universe"
"13330",2011-10-01,"2011 October","2 Bedroom",418,"Rms","Rental Universe"
"13330",2011-10-01,"2011 October","3 Bedroom +",66,"Rms","Rental Universe"
"13330",2011-10-01,"2011 October","Total",857,"Rms","Rental Universe"
"13330",2012-10-01,"2012 October","Studio",45,"Rms","Rental Universe"
"13330",2012-10-01,"2012 October","1 Bedroom",322,"Rms","Rental Universe"
"13330",2012-10-01,"2012 October","2 Bedroom",428,"Rms","Rental Universe"
"13330",2012-10-01,"2012 October","3 Bedroom +",69,"Rms","Rental Universe"
"13330",2012-10-01,"2012 October","Total",864,"Rms","Rental Universe"
"13330",2013-10-01,"2013 October","Studio",44,"Rms","Rental Universe"
"13330",2013-10-01,"2013 October","1 Bedroom",337,"Rms","Rental Universe"
"13330",2013-10-01,"2013 October","2 Bedroom",439,"Rms","Rental Universe"
"13330",2013-10-01,"2013 October","3 Bedroom +",76,"Rms","Rental Universe"
"13330",2013-10-01,"2013 October","Total",896,"Rms","Rental Universe"
"13330",2014-10-01,"2014 October","Studio",44,"Rms","Rental Universe"
"13330",2014-10-01,"2014 October","1 Bedroom",346,"Rms","Rental Universe"
"13330",2014-10-01,"2014 October","2 Bedroom",441,"Rms","Rental Universe"
"13330",2014-10-01,"2014 October","3 Bedroom +",72,"Rms","Rental Universe"
"13330",2014-10-01,"2014 October","Total",903,"Rms","Rental Universe"
"13330",2015-10-01,"2015 October","Studio",50,"Rms","Rental Universe"
"13330",2015-10-01,"2015 October","1 Bedroom",335,"Rms","Rental Universe"
"13330",2015-10-01,"2015 October","2 Bedroom",436,"Rms","Rental Universe"
"13330",2015-10-01,"2015 October","3 Bedroom +",77,"Rms","Rental Universe"
"13330",2015-10-01,"2015 October","Total",898,"Rms","Rental Universe"
"13330",2016-10-01,"2016 October","Studio",49,"Rms","Rental Universe"
"13330",2016-10-01,"2016 October","1 Bedroom",331,"Rms","Rental Universe"
"13330",2016-10-01,"2016 October","2 Bedroom",445,"Rms","Rental Universe"
"13330",2016-10-01,"2016 October","3 Bedroom +",72,"Rms","Rental Universe"
"13330",2016-10-01,"2016 October","Total",897,"Rms","Rental Universe"
"13330",2017-10-01,"2017 October","Studio",49,"Rms","Rental Universe"
"13330",2017-10-01,"2017 October","1 Bedroom",350,"Rms","Rental Universe"
"13330",2017-10-01,"2017 October","2 Bedroom",439,"Rms","Rental Universe"
"13330",2017-10-01,"2017 October","3 Bedroom +",74,"Rms","Rental Universe"
"13330",2017-10-01,"2017 October","Total",912,"Rms","Rental Universe"
"13330",2018-10-01,"2018 October","Studio",49,"Rms","Rental Universe"
"13330",2018-10-01,"2018 October","1 Bedroom",341,"Rms","Rental Universe"
"13330",2018-10-01,"2018 October","2 Bedroom",429,"Rms","Rental Universe"
"13330",2018-10-01,"2018 October","3 Bedroom +",67,"Rms","Rental Universe"
"13330",2018-10-01,"2018 October","Total",886,"Rms","Rental Universe"
"13330",2019-10-01,"2019 October","Studio",49,"Rms","Rental Universe"
