"GeoUID","Date","DateString","Bedroom Type","Value","Survey","Series"
"59920",1990-10-01,"1990 October","Studio",15,"Rms","Rental Universe"
"59920",1990-10-01,"1990 October","1 Bedroom",151,"Rms","Rental Universe"
"59920",1990-10-01,"1990 October","2 Bedroom",111,"Rms","Rental Universe"
"59920",1990-10-01,"1990 October","3 Bedroom +",35,"Rms","Rental Universe"
"59920",1990-10-01,"1990 October","Total",312,"Rms","Rental Universe"
"59920",1991-10-01,"1991 October","Studio",16,"Rms","Rental Universe"
"59920",1991-10-01,"1991 October","1 Bedroom",147,"Rms","Rental Universe"
"59920",1991-10-01,"1991 October","2 Bedroom",113,"Rms","Rental Universe"
"59920",1991-10-01,"1991 October","3 Bedroom +",37,"Rms","Rental Universe"
"59920",1991-10-01,"1991 October","Total",313,"Rms","Rental Universe"
"59920",1992-10-01,"1992 October","Studio",15,"Rms","Rental Universe"
"59920",1992-10-01,"1992 October","1 Bedroom",146,"Rms","Rental Universe"
"59920",1992-10-01,"1992 October","2 Bedroom",114,"Rms","Rental Universe"
"59920",1992-10-01,"1992 October","3 Bedroom +",36,"Rms","Rental Universe"
"59920",1992-10-01,"1992 October","Total",311,"Rms","Rental Universe"
"59920",1993-10-01,"1993 October","Studio",12,"Rms","Rental Universe"
"59920",1993-10-01,"1993 October","1 Bedroom",148,"Rms","Rental Universe"
"59920",1993-10-01,"1993 October","2 Bedroom",118,"Rms","Rental Universe"
"59920",1993-10-01,"1993 October","3 Bedroom +",36,"Rms","Rental Universe"
"59920",1993-10-01,"1993 October","Total",314,"Rms","Rental Universe"
"59920",1994-10-01,"1994 October","Studio",12,"Rms","Rental Universe"
"59920",1994-10-01,"1994 October","1 Bedroom",157,"Rms","Rental Universe"
"59920",1994-10-01,"1994 October","2 Bedroom",128,"Rms","Rental Universe"
"59920",1994-10-01,"1994 October","3 Bedroom +",36,"Rms","Rental Universe"
"59920",1994-10-01,"1994 October","Total",333,"Rms","Rental Universe"
"59920",1995-10-01,"1995 October","Studio",17,"Rms","Rental Universe"
"59920",1995-10-01,"1995 October","1 Bedroom",159,"Rms","Rental Universe"
"59920",1995-10-01,"1995 October","2 Bedroom",130,"Rms","Rental Universe"
"59920",1995-10-01,"1995 October","3 Bedroom +",36,"Rms","Rental Universe"
"59920",1995-10-01,"1995 October","Total",342,"Rms","Rental Universe"
