"GeoUID","Date","DateString","Bedroom Type","Value","Survey","Series"
"48830",1990-10-01,"1990 October","Studio",254,"Rms","Rental Universe"
"48830",1990-10-01,"1990 October","1 Bedroom",1998,"Rms","Rental Universe"
"48830",1990-10-01,"1990 October","2 Bedroom",3640,"Rms","Rental Universe"
"48830",1990-10-01,"1990 October","3 Bedroom +",920,"Rms","Rental Universe"
"48830",1990-10-01,"1990 October","Total",6812,"Rms","Rental Universe"
"48830",1991-10-01,"1991 October","Studio",248,"Rms","Rental Universe"
"48830",1991-10-01,"1991 October","1 Bedroom",1988,"Rms","Rental Universe"
"48830",1991-10-01,"1991 October","2 Bedroom",3647,"Rms","Rental Universe"
"48830",1991-10-01,"1991 October","3 Bedroom +",977,"Rms","Rental Universe"
"48830",1991-10-01,"1991 October","Total",6860,"Rms","Rental Universe"
"48830",1992-10-01,"1992 October","Studio",243,"Rms","Rental Universe"
"48830",1992-10-01,"1992 October","1 Bedroom",1999,"Rms","Rental Universe"
"48830",1992-10-01,"1992 October","2 Bedroom",3618,"Rms","Rental Universe"
"48830",1992-10-01,"1992 October","3 Bedroom +",948,"Rms","Rental Universe"
"48830",1992-10-01,"1992 October","Total",6808,"Rms","Rental Universe"
"48830",1993-10-01,"1993 October","Studio",243,"Rms","Rental Universe"
"48830",1993-10-01,"1993 October","1 Bedroom",2009,"Rms","Rental Universe"
"48830",1993-10-01,"1993 October","2 Bedroom",3587,"Rms","Rental Universe"
"48830",1993-10-01,"1993 October","3 Bedroom +",995,"Rms","Rental Universe"
"48830",1993-10-01,"1993 October","Total",6834,"Rms","Rental Universe"
"48830",1994-10-01,"1994 October","Studio",240,"Rms","Rental Universe"
"48830",1994-10-01,"1994 October","1 Bedroom",2018,"Rms","Rental Universe"
"48830",1994-10-01,"1994 October","2 Bedroom",3560,"Rms","Rental Universe"
"48830",1994-10-01,"1994 October","3 Bedroom +",977,"Rms","Rental Universe"
"48830",1994-10-01,"1994 October","Total",6795,"Rms","Rental Universe"
"48830",1995-10-01,"1995 October","Studio",235,"Rms","Rental Universe"
"48830",1995-10-01,"1995 October","1 Bedroom",1985,"Rms","Rental Universe"
"48830",1995-10-01,"1995 October","2 Bedroom",3521,"Rms","Rental Universe"
"48830",1995-10-01,"1995 October","3 Bedroom +",883,"Rms","Rental Universe"
"48830",1995-10-01,"1995 October","Total",6624,"Rms","Rental Universe"
"48830",1996-10-01,"1996 October","Studio",233,"Rms","Rental Universe"
"48830",1996-10-01,"1996 October","1 Bedroom",2008,"Rms","Rental Universe"
"48830",1996-10-01,"1996 October","2 Bedroom",3487,"Rms","Rental Universe"
"48830",1996-10-01,"1996 October","3 Bedroom +",855,"Rms","Rental Universe"
"48830",1996-10-01,"1996 October","Total",6583,"Rms","Rental Universe"
"48830",1997-10-01,"1997 October","Studio",222,"Rms","Rental Universe"
"48830",1997-10-01,"1997 October","1 Bedroom",1881,"Rms","Rental Universe"
"48830",1997-10-01,"1997 October","2 Bedroom",3362,"Rms","Rental Universe"
"48830",1997-10-01,"1997 October","3 Bedroom +",863,"Rms","Rental Universe"
"48830",1997-10-01,"1997 October","Total",6328,"Rms","Rental Universe"
"48830",1998-10-01,"1998 October","Studio",216,"Rms","Rental Universe"
"48830",1998-10-01,"1998 October","1 Bedroom",1821,"Rms","Rental Universe"
"48830",1998-10-01,"1998 October","2 Bedroom",3266,"Rms","Rental Universe"
"48830",1998-10-01,"1998 October","3 Bedroom +",822,"Rms","Rental Universe"
"48830",1998-10-01,"1998 October","Total",6125,"Rms","Rental Universe"
"48830",1999-10-01,"1999 October","Studio",225,"Rms","Rental Universe"
"48830",1999-10-01,"1999 October","1 Bedroom",1778,"Rms","Rental Universe"
"48830",1999-10-01,"1999 October","2 Bedroom",3217,"Rms","Rental Universe"
"48830",1999-10-01,"1999 October","3 Bedroom +",759,"Rms","Rental Universe"
"48830",1999-10-01,"1999 October","Total",5979,"Rms","Rental Universe"
"48830",2000-10-01,"2000 October","Studio",230,"Rms","Rental Universe"
"48830",2000-10-01,"2000 October","1 Bedroom",1781,"Rms","Rental Universe"
"48830",2000-10-01,"2000 October","2 Bedroom",3224,"Rms","Rental Universe"
"48830",2000-10-01,"2000 October","3 Bedroom +",761,"Rms","Rental Universe"
"48830",2000-10-01,"2000 October","Total",5996,"Rms","Rental Universe"
"48830",2001-10-01,"2001 October","Studio",220,"Rms","Rental Universe"
"48830",2001-10-01,"2001 October","1 Bedroom",1779,"Rms","Rental Universe"
"48830",2001-10-01,"2001 October","2 Bedroom",3176,"Rms","Rental Universe"
"48830",2001-10-01,"2001 October","3 Bedroom +",864,"Rms","Rental Universe"
"48830",2001-10-01,"2001 October","Total",6039,"Rms","Rental Universe"
"48830",2002-10-01,"2002 October","Studio",224,"Rms","Rental Universe"
"48830",2002-10-01,"2002 October","1 Bedroom",1771,"Rms","Rental Universe"
"48830",2002-10-01,"2002 October","2 Bedroom",3196,"Rms","Rental Universe"
"48830",2002-10-01,"2002 October","3 Bedroom +",877,"Rms","Rental Universe"
"48830",2002-10-01,"2002 October","Total",6068,"Rms","Rental Universe"
"48830",2003-10-01,"2003 October","Studio",223,"Rms","Rental Universe"
"48830",2003-10-01,"2003 October","1 Bedroom",1812,"Rms","Rental Universe"
"48830",2003-10-01,"2003 October","2 Bedroom",3200,"Rms","Rental Universe"
"48830",2003-10-01,"2003 October","3 Bedroom +",980,"Rms","Rental Universe"
"48830",2003-10-01,"2003 October","Total",6215,"Rms","Rental Universe"
"48830",2004-10-01,"2004 October","Studio",211,"Rms","Rental Universe"
"48830",2004-10-01,"2004 October","1 Bedroom",1817,"Rms","Rental Universe"
"48830",2004-10-01,"2004 October","2 Bedroom",3205,"Rms","Rental Universe"
"48830",2004-10-01,"2004 October","3 Bedroom +",977,"Rms","Rental Universe"
"48830",2004-10-01,"2004 October","Total",6210,"Rms","Rental Universe"
"48830",2005-10-01,"2005 October","Studio",219,"Rms","Rental Universe"
"48830",2005-10-01,"2005 October","1 Bedroom",1817,"Rms","Rental Universe"
"48830",2005-10-01,"2005 October","2 Bedroom",3275,"Rms","Rental Universe"
"48830",2005-10-01,"2005 October","3 Bedroom +",950,"Rms","Rental Universe"
