"GeoUID","Date","DateString","Bedroom Type","Value","Survey","Series"
"35559",2023-10-01,"2023 October","Studio",1253,"Rms","Rental Universe"
"35559",2023-10-01,"2023 October","1 Bedroom",8610,"Rms","Rental Universe"
"35559",2023-10-01,"2023 October","2 Bedroom",7479,"Rms","Rental Universe"
"35559",2023-10-01,"2023 October","3 Bedroom +",857,"Rms","Rental Universe"
"35559",2023-10-01,"2023 October","Total",18199,"Rms","Rental Universe"
"35559",2024-10-01,"2024 October","Studio",1257,"Rms","Rental Universe"
"35559",2024-10-01,"2024 October","1 Bedroom",8745,"Rms","Rental Universe"
"35559",2024-10-01,"2024 October","2 Bedroom",8341,"Rms","Rental Universe"
"35559",2024-10-01,"2024 October","3 Bedroom +",949,"Rms","Rental Universe"
"35559",2024-10-01,"2024 October","Total",19292,"Rms","Rental Universe"
"35559",2025-10-01,"2025 October","Studio",1332,"Rms","Rental Universe"
"35559",2025-10-01,"2025 October","1 Bedroom",9027,"Rms","Rental Universe"
"35559",2025-10-01,"2025 October","2 Bedroom",8601,"Rms","Rental Universe"
"35559",2025-10-01,"2025 October","3 Bedroom +",923,"Rms","Rental Universe"
"35559",2025-10-01,"2025 October","Total",19883,"Rms","Rental Universe"
