"GeoUID","Date","DateString","Bedroom Type","Value","Survey","Series"
"35501",1990-10-01,"1990 October","Studio",250,"Rms","Rental Universe"
"35501",1990-10-01,"1990 October","1 Bedroom",1092,"Rms","Rental Universe"
"35501",1990-10-01,"1990 October","2 Bedroom",1817,"Rms","Rental Universe"
"35501",1990-10-01,"1990 October","3 Bedroom +",394,"Rms","Rental Universe"
"35501",1990-10-01,"1990 October","Total",3553,"Rms","Rental Universe"
"35501",1991-10-01,"1991 October","Studio",246,"Rms","Rental Universe"
"35501",1991-10-01,"1991 October","1 Bedroom",1034,"Rms","Rental Universe"
"35501",1991-10-01,"1991 October","2 Bedroom",1816,"Rms","Rental Universe"
"35501",1991-10-01,"1991 October","3 Bedroom +",373,"Rms","Rental Universe"
"35501",1991-10-01,"1991 October","Total",3469,"Rms","Rental Universe"
"35501",1992-10-01,"1992 October","Studio",247,"Rms","Rental Universe"
"35501",1992-10-01,"1992 October","1 Bedroom",1024,"Rms","Rental Universe"
"35501",1992-10-01,"1992 October","2 Bedroom",1872,"Rms","Rental Universe"
"35501",1992-10-01,"1992 October","3 Bedroom +",363,"Rms","Rental Universe"
"35501",1992-10-01,"1992 October","Total",3506,"Rms","Rental Universe"
"35501",1993-10-01,"1993 October","Studio",227,"Rms","Rental Universe"
"35501",1993-10-01,"1993 October","1 Bedroom",1018,"Rms","Rental Universe"
"35501",1993-10-01,"1993 October","2 Bedroom",1848,"Rms","Rental Universe"
"35501",1993-10-01,"1993 October","3 Bedroom +",363,"Rms","Rental Universe"
"35501",1993-10-01,"1993 October","Total",3456,"Rms","Rental Universe"
"35501",1994-10-01,"1994 October","Studio",235,"Rms","Rental Universe"
"35501",1994-10-01,"1994 October","1 Bedroom",1007,"Rms","Rental Universe"
"35501",1994-10-01,"1994 October","2 Bedroom",1894,"Rms","Rental Universe"
"35501",1994-10-01,"1994 October","3 Bedroom +",362,"Rms","Rental Universe"
"35501",1994-10-01,"1994 October","Total",3498,"Rms","Rental Universe"
"35501",1995-10-01,"1995 October","Studio",243,"Rms","Rental Universe"
"35501",1995-10-01,"1995 October","1 Bedroom",1003,"Rms","Rental Universe"
"35501",1995-10-01,"1995 October","2 Bedroom",1925,"Rms","Rental Universe"
"35501",1995-10-01,"1995 October","3 Bedroom +",362,"Rms","Rental Universe"
"35501",1995-10-01,"1995 October","Total",3533,"Rms","Rental Universe"
"35501",1996-10-01,"1996 October","Studio",245,"Rms","Rental Universe"
"35501",1996-10-01,"1996 October","1 Bedroom",994,"Rms","Rental Universe"
"35501",1996-10-01,"1996 October","2 Bedroom",1965,"Rms","Rental Universe"
"35501",1996-10-01,"1996 October","3 Bedroom +",361,"Rms","Rental Universe"
"35501",1996-10-01,"1996 October","Total",3565,"Rms","Rental Universe"
"35501",1997-10-01,"1997 October","Studio",236,"Rms","Rental Universe"
"35501",1997-10-01,"1997 October","1 Bedroom",1003,"Rms","Rental Universe"
"35501",1997-10-01,"1997 October","2 Bedroom",2007,"Rms","Rental Universe"
"35501",1997-10-01,"1997 October","3 Bedroom +",361,"Rms","Rental Universe"
"35501",1997-10-01,"1997 October","Total",3607,"Rms","Rental Universe"
"35501",1998-10-01,"1998 October","Studio",243,"Rms","Rental Universe"
"35501",1998-10-01,"1998 October","1 Bedroom",1009,"Rms","Rental Universe"
"35501",1998-10-01,"1998 October","2 Bedroom",1988,"Rms","Rental Universe"
