"GeoUID","Date","DateString","Bedroom Type","Value","Survey","Series"
"13335",1990-10-01,"1990 October","Studio",78,"Rms","Rental Universe"
"13335",1990-10-01,"1990 October","1 Bedroom",424,"Rms","Rental Universe"
"13335",1990-10-01,"1990 October","2 Bedroom",503,"Rms","Rental Universe"
"13335",1990-10-01,"1990 October","3 Bedroom +",74,"Rms","Rental Universe"
"13335",1990-10-01,"1990 October","Total",1079,"Rms","Rental Universe"
"13335",1991-10-01,"1991 October","Studio",74,"Rms","Rental Universe"
"13335",1991-10-01,"1991 October","1 Bedroom",429,"Rms","Rental Universe"
"13335",1991-10-01,"1991 October","2 Bedroom",506,"Rms","Rental Universe"
"13335",1991-10-01,"1991 October","3 Bedroom +",77,"Rms","Rental Universe"
"13335",1991-10-01,"1991 October","Total",1086,"Rms","Rental Universe"
"13335",1992-10-01,"1992 October","Studio",77,"Rms","Rental Universe"
"13335",1992-10-01,"1992 October","1 Bedroom",429,"Rms","Rental Universe"
"13335",1992-10-01,"1992 October","2 Bedroom",509,"Rms","Rental Universe"
"13335",1992-10-01,"1992 October","3 Bedroom +",76,"Rms","Rental Universe"
"13335",1992-10-01,"1992 October","Total",1091,"Rms","Rental Universe"
"13335",1993-10-01,"1993 October","Studio",81,"Rms","Rental Universe"
"13335",1993-10-01,"1993 October","1 Bedroom",430,"Rms","Rental Universe"
"13335",1993-10-01,"1993 October","2 Bedroom",504,"Rms","Rental Universe"
"13335",1993-10-01,"1993 October","3 Bedroom +",78,"Rms","Rental Universe"
"13335",1993-10-01,"1993 October","Total",1093,"Rms","Rental Universe"
"13335",1994-10-01,"1994 October","Studio",80,"Rms","Rental Universe"
"13335",1994-10-01,"1994 October","1 Bedroom",438,"Rms","Rental Universe"
"13335",1994-10-01,"1994 October","2 Bedroom",515,"Rms","Rental Universe"
"13335",1994-10-01,"1994 October","3 Bedroom +",80,"Rms","Rental Universe"
"13335",1994-10-01,"1994 October","Total",1113,"Rms","Rental Universe"
"13335",1995-10-01,"1995 October","Studio",80,"Rms","Rental Universe"
"13335",1995-10-01,"1995 October","1 Bedroom",468,"Rms","Rental Universe"
"13335",1995-10-01,"1995 October","2 Bedroom",559,"Rms","Rental Universe"
"13335",1995-10-01,"1995 October","3 Bedroom +",76,"Rms","Rental Universe"
"13335",1995-10-01,"1995 October","Total",1183,"Rms","Rental Universe"
"13335",1996-10-01,"1996 October","Studio",80,"Rms","Rental Universe"
"13335",1996-10-01,"1996 October","1 Bedroom",467,"Rms","Rental Universe"
"13335",1996-10-01,"1996 October","2 Bedroom",555,"Rms","Rental Universe"
"13335",1996-10-01,"1996 October","3 Bedroom +",76,"Rms","Rental Universe"
"13335",1996-10-01,"1996 October","Total",1178,"Rms","Rental Universe"
"13335",1997-10-01,"1997 October","Studio",80,"Rms","Rental Universe"
"13335",1997-10-01,"1997 October","1 Bedroom",467,"Rms","Rental Universe"
"13335",1997-10-01,"1997 October","2 Bedroom",556,"Rms","Rental Universe"
"13335",1997-10-01,"1997 October","3 Bedroom +",75,"Rms","Rental Universe"
"13335",1997-10-01,"1997 October","Total",1178,"Rms","Rental Universe"
"13335",1998-10-01,"1998 October","Studio",71,"Rms","Rental Universe"
"13335",1998-10-01,"1998 October","1 Bedroom",462,"Rms","Rental Universe"
"13335",1998-10-01,"1998 October","2 Bedroom",556,"Rms","Rental Universe"
"13335",1998-10-01,"1998 October","3 Bedroom +",81,"Rms","Rental Universe"
"13335",1998-10-01,"1998 October","Total",1170,"Rms","Rental Universe"
"13335",1999-10-01,"1999 October","Studio",62,"Rms","Rental Universe"
"13335",1999-10-01,"1999 October","1 Bedroom",473,"Rms","Rental Universe"
"13335",1999-10-01,"1999 October","2 Bedroom",563,"Rms","Rental Universe"
"13335",1999-10-01,"1999 October","3 Bedroom +",81,"Rms","Rental Universe"
"13335",1999-10-01,"1999 October","Total",1179,"Rms","Rental Universe"
"13335",2000-10-01,"2000 October","Studio",69,"Rms","Rental Universe"
"13335",2000-10-01,"2000 October","1 Bedroom",591,"Rms","Rental Universe"
"13335",2000-10-01,"2000 October","2 Bedroom",785,"Rms","Rental Universe"
