"GeoUID","Date","DateString","Bedroom Type","Value","Survey","Series"
"59955",1990-10-01,"1990 October","Studio",94,"Rms","Rental Universe"
"59955",1990-10-01,"1990 October","1 Bedroom",360,"Rms","Rental Universe"
"59955",1990-10-01,"1990 October","2 Bedroom",395,"Rms","Rental Universe"
"59955",1990-10-01,"1990 October","3 Bedroom +",184,"Rms","Rental Universe"
"59955",1990-10-01,"1990 October","Total",1033,"Rms","Rental Universe"
"59955",1991-10-01,"1991 October","Studio",103,"Rms","Rental Universe"
"59955",1991-10-01,"1991 October","1 Bedroom",360,"Rms","Rental Universe"
"59955",1991-10-01,"1991 October","2 Bedroom",401,"Rms","Rental Universe"
"59955",1991-10-01,"1991 October","3 Bedroom +",185,"Rms","Rental Universe"
"59955",1991-10-01,"1991 October","Total",1049,"Rms","Rental Universe"
"59955",1992-10-01,"1992 October","Studio",103,"Rms","Rental Universe"
"59955",1992-10-01,"1992 October","1 Bedroom",356,"Rms","Rental Universe"
"59955",1992-10-01,"1992 October","2 Bedroom",374,"Rms","Rental Universe"
"59955",1992-10-01,"1992 October","3 Bedroom +",198,"Rms","Rental Universe"
"59955",1992-10-01,"1992 October","Total",1031,"Rms","Rental Universe"
"59955",1993-10-01,"1993 October","Studio",102,"Rms","Rental Universe"
"59955",1993-10-01,"1993 October","1 Bedroom",366,"Rms","Rental Universe"
"59955",1993-10-01,"1993 October","2 Bedroom",398,"Rms","Rental Universe"
"59955",1993-10-01,"1993 October","3 Bedroom +",200,"Rms","Rental Universe"
"59955",1993-10-01,"1993 October","Total",1066,"Rms","Rental Universe"
"59955",1994-10-01,"1994 October","Studio",99,"Rms","Rental Universe"
"59955",1994-10-01,"1994 October","1 Bedroom",368,"Rms","Rental Universe"
"59955",1994-10-01,"1994 October","2 Bedroom",400,"Rms","Rental Universe"
"59955",1994-10-01,"1994 October","3 Bedroom +",199,"Rms","Rental Universe"
"59955",1994-10-01,"1994 October","Total",1066,"Rms","Rental Universe"
"59955",1995-10-01,"1995 October","Studio",99,"Rms","Rental Universe"
"59955",1995-10-01,"1995 October","1 Bedroom",382,"Rms","Rental Universe"
"59955",1995-10-01,"1995 October","2 Bedroom",401,"Rms","Rental Universe"
"59955",1995-10-01,"1995 October","3 Bedroom +",198,"Rms","Rental Universe"
"59955",1995-10-01,"1995 October","Total",1080,"Rms","Rental Universe"
"59955",1996-10-01,"1996 October","Studio",98,"Rms","Rental Universe"
"59955",1996-10-01,"1996 October","1 Bedroom",382,"Rms","Rental Universe"
"59955",1996-10-01,"1996 October","2 Bedroom",406,"Rms","Rental Universe"
"59955",1996-10-01,"1996 October","3 Bedroom +",198,"Rms","Rental Universe"
"59955",1996-10-01,"1996 October","Total",1084,"Rms","Rental Universe"
"59955",1997-10-01,"1997 October","Studio",95,"Rms","Rental Universe"
