"GeoUID","Date","DateString","Bedroom Type","Value","Survey","Series"
"35529",1990-10-01,"1990 October","Studio",128,"Rms","Rental Universe"
"35529",1990-10-01,"1990 October","1 Bedroom",1681,"Rms","Rental Universe"
"35529",1990-10-01,"1990 October","2 Bedroom",2875,"Rms","Rental Universe"
"35529",1990-10-01,"1990 October","3 Bedroom +",618,"Rms","Rental Universe"
"35529",1990-10-01,"1990 October","Total",5302,"Rms","Rental Universe"
"35529",1991-10-01,"1991 October","Studio",126,"Rms","Rental Universe"
"35529",1991-10-01,"1991 October","1 Bedroom",1680,"Rms","Rental Universe"
"35529",1991-10-01,"1991 October","2 Bedroom",2946,"Rms","Rental Universe"
"35529",1991-10-01,"1991 October","3 Bedroom +",611,"Rms","Rental Universe"
"35529",1991-10-01,"1991 October","Total",5363,"Rms","Rental Universe"
"35529",1992-10-01,"1992 October","Studio",127,"Rms","Rental Universe"
"35529",1992-10-01,"1992 October","1 Bedroom",1657,"Rms","Rental Universe"
"35529",1992-10-01,"1992 October","2 Bedroom",2893,"Rms","Rental Universe"
"35529",1992-10-01,"1992 October","3 Bedroom +",612,"Rms","Rental Universe"
"35529",1992-10-01,"1992 October","Total",5289,"Rms","Rental Universe"
"35529",1993-10-01,"1993 October","Studio",128,"Rms","Rental Universe"
"35529",1993-10-01,"1993 October","1 Bedroom",1664,"Rms","Rental Universe"
"35529",1993-10-01,"1993 October","2 Bedroom",2917,"Rms","Rental Universe"
"35529",1993-10-01,"1993 October","3 Bedroom +",616,"Rms","Rental Universe"
"35529",1993-10-01,"1993 October","Total",5325,"Rms","Rental Universe"
"35529",1994-10-01,"1994 October","Studio",174,"Rms","Rental Universe"
"35529",1994-10-01,"1994 October","1 Bedroom",1713,"Rms","Rental Universe"
"35529",1994-10-01,"1994 October","2 Bedroom",2944,"Rms","Rental Universe"
"35529",1994-10-01,"1994 October","3 Bedroom +",618,"Rms","Rental Universe"
"35529",1994-10-01,"1994 October","Total",5449,"Rms","Rental Universe"
"35529",1995-10-01,"1995 October","Studio",177,"Rms","Rental Universe"
"35529",1995-10-01,"1995 October","1 Bedroom",1724,"Rms","Rental Universe"
"35529",1995-10-01,"1995 October","2 Bedroom",2947,"Rms","Rental Universe"
"35529",1995-10-01,"1995 October","3 Bedroom +",621,"Rms","Rental Universe"
"35529",1995-10-01,"1995 October","Total",5469,"Rms","Rental Universe"
"35529",1996-10-01,"1996 October","Studio",177,"Rms","Rental Universe"
"35529",1996-10-01,"1996 October","1 Bedroom",1782,"Rms","Rental Universe"
"35529",1996-10-01,"1996 October","2 Bedroom",2988,"Rms","Rental Universe"
"35529",1996-10-01,"1996 October","3 Bedroom +",622,"Rms","Rental Universe"
"35529",1996-10-01,"1996 October","Total",5569,"Rms","Rental Universe"
"35529",1997-10-01,"1997 October","Studio",178,"Rms","Rental Universe"
"35529",1997-10-01,"1997 October","1 Bedroom",1781,"Rms","Rental Universe"
"35529",1997-10-01,"1997 October","2 Bedroom",2962,"Rms","Rental Universe"
"35529",1997-10-01,"1997 October","3 Bedroom +",625,"Rms","Rental Universe"
"35529",1997-10-01,"1997 October","Total",5546,"Rms","Rental Universe"
"35529",1998-10-01,"1998 October","Studio",176,"Rms","Rental Universe"
"35529",1998-10-01,"1998 October","1 Bedroom",1774,"Rms","Rental Universe"
"35529",1998-10-01,"1998 October","2 Bedroom",2942,"Rms","Rental Universe"
"35529",1998-10-01,"1998 October","3 Bedroom +",616,"Rms","Rental Universe"
"35529",1998-10-01,"1998 October","Total",5508,"Rms","Rental Universe"
"35529",1999-10-01,"1999 October","Studio",174,"Rms","Rental Universe"
"35529",1999-10-01,"1999 October","1 Bedroom",1745,"Rms","Rental Universe"
"35529",1999-10-01,"1999 October","2 Bedroom",2938,"Rms","Rental Universe"
"35529",1999-10-01,"1999 October","3 Bedroom +",613,"Rms","Rental Universe"
"35529",1999-10-01,"1999 October","Total",5470,"Rms","Rental Universe"
"35529",2000-10-01,"2000 October","Studio",175,"Rms","Rental Universe"
"35529",2000-10-01,"2000 October","1 Bedroom",1748,"Rms","Rental Universe"
"35529",2000-10-01,"2000 October","2 Bedroom",2941,"Rms","Rental Universe"
"35529",2000-10-01,"2000 October","3 Bedroom +",620,"Rms","Rental Universe"
"35529",2000-10-01,"2000 October","Total",5484,"Rms","Rental Universe"
"35529",2001-10-01,"2001 October","Studio",171,"Rms","Rental Universe"
"35529",2001-10-01,"2001 October","1 Bedroom",1751,"Rms","Rental Universe"
"35529",2001-10-01,"2001 October","2 Bedroom",2937,"Rms","Rental Universe"
"35529",2001-10-01,"2001 October","3 Bedroom +",625,"Rms","Rental Universe"
"35529",2001-10-01,"2001 October","Total",5484,"Rms","Rental Universe"
"35529",2002-10-01,"2002 October","Studio",170,"Rms","Rental Universe"
"35529",2002-10-01,"2002 October","1 Bedroom",1740,"Rms","Rental Universe"
"35529",2002-10-01,"2002 October","2 Bedroom",2915,"Rms","Rental Universe"
"35529",2002-10-01,"2002 October","3 Bedroom +",632,"Rms","Rental Universe"
"35529",2002-10-01,"2002 October","Total",5457,"Rms","Rental Universe"
"35529",2003-10-01,"2003 October","Studio",172,"Rms","Rental Universe"
"35529",2003-10-01,"2003 October","1 Bedroom",1711,"Rms","Rental Universe"
"35529",2003-10-01,"2003 October","2 Bedroom",2906,"Rms","Rental Universe"
"35529",2003-10-01,"2003 October","3 Bedroom +",630,"Rms","Rental Universe"
"35529",2003-10-01,"2003 October","Total",5419,"Rms","Rental Universe"
"35529",2004-10-01,"2004 October","Studio",166,"Rms","Rental Universe"
"35529",2004-10-01,"2004 October","1 Bedroom",1900,"Rms","Rental Universe"
"35529",2004-10-01,"2004 October","2 Bedroom",3113,"Rms","Rental Universe"
"35529",2004-10-01,"2004 October","3 Bedroom +",712,"Rms","Rental Universe"
"35529",2004-10-01,"2004 October","Total",5891,"Rms","Rental Universe"
"35529",2005-10-01,"2005 October","Studio",175,"Rms","Rental Universe"
