"GeoUID","Date","DateString","Bedroom Type","Value","Survey","Series"
"24468",1990-10-01,"1990 October","Studio",53,"Rms","Rental Universe"
"24468",1990-10-01,"1990 October","1 Bedroom",193,"Rms","Rental Universe"
"24468",1990-10-01,"1990 October","2 Bedroom",383,"Rms","Rental Universe"
"24468",1990-10-01,"1990 October","3 Bedroom +",80,"Rms","Rental Universe"
"24468",1990-10-01,"1990 October","Total",709,"Rms","Rental Universe"
"24468",1991-10-01,"1991 October","Studio",50,"Rms","Rental Universe"
"24468",1991-10-01,"1991 October","1 Bedroom",189,"Rms","Rental Universe"
"24468",1991-10-01,"1991 October","2 Bedroom",381,"Rms","Rental Universe"
"24468",1991-10-01,"1991 October","3 Bedroom +",81,"Rms","Rental Universe"
"24468",1991-10-01,"1991 October","Total",701,"Rms","Rental Universe"
"24468",1992-10-01,"1992 October","Studio",50,"Rms","Rental Universe"
"24468",1992-10-01,"1992 October","1 Bedroom",188,"Rms","Rental Universe"
"24468",1992-10-01,"1992 October","2 Bedroom",377,"Rms","Rental Universe"
"24468",1992-10-01,"1992 October","3 Bedroom +",91,"Rms","Rental Universe"
"24468",1992-10-01,"1992 October","Total",706,"Rms","Rental Universe"
"24468",1993-10-01,"1993 October","Studio",45,"Rms","Rental Universe"
"24468",1993-10-01,"1993 October","1 Bedroom",185,"Rms","Rental Universe"
"24468",1993-10-01,"1993 October","2 Bedroom",375,"Rms","Rental Universe"
"24468",1993-10-01,"1993 October","3 Bedroom +",102,"Rms","Rental Universe"
"24468",1993-10-01,"1993 October","Total",707,"Rms","Rental Universe"
"24468",1994-10-01,"1994 October","Studio",83,"Rms","Rental Universe"
"24468",1994-10-01,"1994 October","1 Bedroom",186,"Rms","Rental Universe"
"24468",1994-10-01,"1994 October","2 Bedroom",370,"Rms","Rental Universe"
"24468",1994-10-01,"1994 October","3 Bedroom +",110,"Rms","Rental Universe"
"24468",1994-10-01,"1994 October","Total",749,"Rms","Rental Universe"
"24468",1995-10-01,"1995 October","Studio",153,"Rms","Rental Universe"
"24468",1995-10-01,"1995 October","1 Bedroom",182,"Rms","Rental Universe"
"24468",1995-10-01,"1995 October","2 Bedroom",370,"Rms","Rental Universe"
"24468",1995-10-01,"1995 October","3 Bedroom +",109,"Rms","Rental Universe"
"24468",1995-10-01,"1995 October","Total",814,"Rms","Rental Universe"
"24468",1996-10-01,"1996 October","Studio",156,"Rms","Rental Universe"
"24468",1996-10-01,"1996 October","1 Bedroom",184,"Rms","Rental Universe"
"24468",1996-10-01,"1996 October","2 Bedroom",369,"Rms","Rental Universe"
"24468",1996-10-01,"1996 October","3 Bedroom +",112,"Rms","Rental Universe"
"24468",1996-10-01,"1996 October","Total",821,"Rms","Rental Universe"
"24468",1997-10-01,"1997 October","Studio",189,"Rms","Rental Universe"
"24468",1997-10-01,"1997 October","1 Bedroom",185,"Rms","Rental Universe"
"24468",1997-10-01,"1997 October","2 Bedroom",360,"Rms","Rental Universe"
"24468",1997-10-01,"1997 October","3 Bedroom +",124,"Rms","Rental Universe"
"24468",1997-10-01,"1997 October","Total",858,"Rms","Rental Universe"
"24468",1998-10-01,"1998 October","Studio",191,"Rms","Rental Universe"
"24468",1998-10-01,"1998 October","1 Bedroom",184,"Rms","Rental Universe"
"24468",1998-10-01,"1998 October","2 Bedroom",358,"Rms","Rental Universe"
"24468",1998-10-01,"1998 October","3 Bedroom +",121,"Rms","Rental Universe"
