"GeoUID","Date","DateString","Bedroom Type","Value","Survey","Series"
"48828",2003-10-01,"2003 October","Studio",2,"Rms","Rental Universe"
"48828",2003-10-01,"2003 October","1 Bedroom",28,"Rms","Rental Universe"
"48828",2003-10-01,"2003 October","2 Bedroom",74,"Rms","Rental Universe"
"48828",2003-10-01,"2003 October","3 Bedroom +",18,"Rms","Rental Universe"
"48828",2003-10-01,"2003 October","Total",122,"Rms","Rental Universe"
"48828",2004-10-01,"2004 October","Studio",2,"Rms","Rental Universe"
"48828",2004-10-01,"2004 October","1 Bedroom",28,"Rms","Rental Universe"
"48828",2004-10-01,"2004 October","2 Bedroom",66,"Rms","Rental Universe"
"48828",2004-10-01,"2004 October","3 Bedroom +",23,"Rms","Rental Universe"
"48828",2004-10-01,"2004 October","Total",119,"Rms","Rental Universe"
"48828",2005-10-01,"2005 October","Studio",2,"Rms","Rental Universe"
"48828",2005-10-01,"2005 October","1 Bedroom",29,"Rms","Rental Universe"
"48828",2005-10-01,"2005 October","2 Bedroom",66,"Rms","Rental Universe"
"48828",2005-10-01,"2005 October","3 Bedroom +",21,"Rms","Rental Universe"
"48828",2005-10-01,"2005 October","Total",118,"Rms","Rental Universe"
"48828",2006-10-01,"2006 October","Studio",2,"Rms","Rental Universe"
"48828",2006-10-01,"2006 October","1 Bedroom",29,"Rms","Rental Universe"
"48828",2006-10-01,"2006 October","2 Bedroom",66,"Rms","Rental Universe"
"48828",2006-10-01,"2006 October","3 Bedroom +",21,"Rms","Rental Universe"
"48828",2006-10-01,"2006 October","Total",118,"Rms","Rental Universe"
"48828",2007-10-01,"2007 October","Studio",6,"Rms","Rental Universe"
"48828",2007-10-01,"2007 October","1 Bedroom",42,"Rms","Rental Universe"
"48828",2007-10-01,"2007 October","2 Bedroom",73,"Rms","Rental Universe"
"48828",2007-10-01,"2007 October","3 Bedroom +",22,"Rms","Rental Universe"
"48828",2007-10-01,"2007 October","Total",143,"Rms","Rental Universe"
"48828",2008-10-01,"2008 October","Studio",6,"Rms","Rental Universe"
"48828",2008-10-01,"2008 October","1 Bedroom",42,"Rms","Rental Universe"
"48828",2008-10-01,"2008 October","2 Bedroom",72,"Rms","Rental Universe"
"48828",2008-10-01,"2008 October","3 Bedroom +",24,"Rms","Rental Universe"
"48828",2008-10-01,"2008 October","Total",144,"Rms","Rental Universe"
"48828",2009-10-01,"2009 October","Studio",5,"Rms","Rental Universe"
"48828",2009-10-01,"2009 October","1 Bedroom",44,"Rms","Rental Universe"
"48828",2009-10-01,"2009 October","2 Bedroom",67,"Rms","Rental Universe"
"48828",2009-10-01,"2009 October","3 Bedroom +",23,"Rms","Rental Universe"
"48828",2009-10-01,"2009 October","Total",139,"Rms","Rental Universe"
"48828",2010-10-01,"2010 October","Studio",5,"Rms","Rental Universe"
"48828",2010-10-01,"2010 October","1 Bedroom",42,"Rms","Rental Universe"
"48828",2010-10-01,"2010 October","2 Bedroom",61,"Rms","Rental Universe"
"48828",2010-10-01,"2010 October","3 Bedroom +",24,"Rms","Rental Universe"
"48828",2010-10-01,"2010 October","Total",132,"Rms","Rental Universe"
"48828",2011-10-01,"2011 October","Studio",5,"Rms","Rental Universe"
"48828",2011-10-01,"2011 October","1 Bedroom",43,"Rms","Rental Universe"
"48828",2011-10-01,"2011 October","2 Bedroom",60,"Rms","Rental Universe"
"48828",2011-10-01,"2011 October","3 Bedroom +",23,"Rms","Rental Universe"
"48828",2011-10-01,"2011 October","Total",131,"Rms","Rental Universe"
"48828",2012-10-01,"2012 October","Studio",5,"Rms","Rental Universe"
"48828",2012-10-01,"2012 October","1 Bedroom",42,"Rms","Rental Universe"
"48828",2012-10-01,"2012 October","2 Bedroom",58,"Rms","Rental Universe"
"48828",2012-10-01,"2012 October","3 Bedroom +",22,"Rms","Rental Universe"
"48828",2012-10-01,"2012 October","Total",127,"Rms","Rental Universe"
"48828",2013-10-01,"2013 October","Studio",8,"Rms","Rental Universe"
"48828",2013-10-01,"2013 October","1 Bedroom",41,"Rms","Rental Universe"
"48828",2013-10-01,"2013 October","2 Bedroom",60,"Rms","Rental Universe"
"48828",2013-10-01,"2013 October","3 Bedroom +",19,"Rms","Rental Universe"
"48828",2013-10-01,"2013 October","Total",128,"Rms","Rental Universe"
"48828",2014-10-01,"2014 October","Studio",3,"Rms","Rental Universe"
"48828",2014-10-01,"2014 October","1 Bedroom",27,"Rms","Rental Universe"
"48828",2014-10-01,"2014 October","2 Bedroom",57,"Rms","Rental Universe"
"48828",2014-10-01,"2014 October","3 Bedroom +",17,"Rms","Rental Universe"
"48828",2014-10-01,"2014 October","Total",104,"Rms","Rental Universe"
"48828",2015-10-01,"2015 October","Studio",2,"Rms","Rental Universe"
"48828",2015-10-01,"2015 October","1 Bedroom",28,"Rms","Rental Universe"
"48828",2015-10-01,"2015 October","2 Bedroom",57,"Rms","Rental Universe"
"48828",2015-10-01,"2015 October","3 Bedroom +",17,"Rms","Rental Universe"
"48828",2015-10-01,"2015 October","Total",104,"Rms","Rental Universe"
"48828",2016-10-01,"2016 October","Studio",2,"Rms","Rental Universe"
"48828",2016-10-01,"2016 October","1 Bedroom",25,"Rms","Rental Universe"
"48828",2016-10-01,"2016 October","2 Bedroom",57,"Rms","Rental Universe"
"48828",2016-10-01,"2016 October","3 Bedroom +",17,"Rms","Rental Universe"
"48828",2016-10-01,"2016 October","Total",101,"Rms","Rental Universe"
"48828",2017-10-01,"2017 October","Studio",2,"Rms","Rental Universe"
"48828",2017-10-01,"2017 October","1 Bedroom",27,"Rms","Rental Universe"
"48828",2017-10-01,"2017 October","2 Bedroom",55,"Rms","Rental Universe"
"48828",2017-10-01,"2017 October","3 Bedroom +",17,"Rms","Rental Universe"
"48828",2017-10-01,"2017 October","Total",101,"Rms","Rental Universe"
"48828",2018-10-01,"2018 October","Studio",2,"Rms","Rental Universe"
"48828",2018-10-01,"2018 October","1 Bedroom",27,"Rms","Rental Universe"
"48828",2018-10-01,"2018 October","2 Bedroom",55,"Rms","Rental Universe"
"48828",2018-10-01,"2018 October","3 Bedroom +",17,"Rms","Rental Universe"
"48828",2018-10-01,"2018 October","Total",101,"Rms","Rental Universe"
"48828",2019-10-01,"2019 October","Studio",1,"Rms","Rental Universe"
"48828",2019-10-01,"2019 October","1 Bedroom",41,"Rms","Rental Universe"
"48828",2019-10-01,"2019 October","2 Bedroom",185,"Rms","Rental Universe"
"48828",2019-10-01,"2019 October","3 Bedroom +",17,"Rms","Rental Universe"
"48828",2019-10-01,"2019 October","Total",244,"Rms","Rental Universe"
"48828",2020-10-01,"2020 October","Studio",1,"Rms","Rental Universe"
"48828",2020-10-01,"2020 October","1 Bedroom",45,"Rms","Rental Universe"
"48828",2020-10-01,"2020 October","2 Bedroom",180,"Rms","Rental Universe"
"48828",2020-10-01,"2020 October","3 Bedroom +",13,"Rms","Rental Universe"
"48828",2020-10-01,"2020 October","Total",239,"Rms","Rental Universe"
"48828",2021-10-01,"2021 October","Studio",1,"Rms","Rental Universe"
"48828",2021-10-01,"2021 October","1 Bedroom",84,"Rms","Rental Universe"
"48828",2021-10-01,"2021 October","2 Bedroom",235,"Rms","Rental Universe"
"48828",2021-10-01,"2021 October","3 Bedroom +",17,"Rms","Rental Universe"
"48828",2021-10-01,"2021 October","Total",337,"Rms","Rental Universe"
"48828",2022-10-01,"2022 October","Studio",1,"Rms","Rental Universe"
"48828",2022-10-01,"2022 October","1 Bedroom",178,"Rms","Rental Universe"
"48828",2022-10-01,"2022 October","2 Bedroom",297,"Rms","Rental Universe"
"48828",2022-10-01,"2022 October","3 Bedroom +",19,"Rms","Rental Universe"
"48828",2022-10-01,"2022 October","Total",495,"Rms","Rental Universe"
"48828",2023-10-01,"2023 October","Studio",1,"Rms","Rental Universe"
"48828",2023-10-01,"2023 October","1 Bedroom",153,"Rms","Rental Universe"
"48828",2023-10-01,"2023 October","2 Bedroom",315,"Rms","Rental Universe"
"48828",2023-10-01,"2023 October","3 Bedroom +",19,"Rms","Rental Universe"
"48828",2023-10-01,"2023 October","Total",488,"Rms","Rental Universe"
"48828",2024-10-01,"2024 October","Studio",1,"Rms","Rental Universe"
"48828",2024-10-01,"2024 October","1 Bedroom",181,"Rms","Rental Universe"
"48828",2024-10-01,"2024 October","2 Bedroom",415,"Rms","Rental Universe"
"48828",2024-10-01,"2024 October","3 Bedroom +",19,"Rms","Rental Universe"
"48828",2024-10-01,"2024 October","Total",616,"Rms","Rental Universe"
"48828",2025-10-01,"2025 October","Studio",1,"Rms","Rental Universe"
"48828",2025-10-01,"2025 October","1 Bedroom",186,"Rms","Rental Universe"
"48828",2025-10-01,"2025 October","2 Bedroom",416,"Rms","Rental Universe"
"48828",2025-10-01,"2025 October","3 Bedroom +",27,"Rms","Rental Universe"
"48828",2025-10-01,"2025 October","Total",630,"Rms","Rental Universe"
