"GeoUID","Date","DateString","Bedroom Type","Value","Quality","Survey","Series"
"46603",2013-10-01,"2013 October","Studio",NA,NA,"Rms","Average Rent Change"
"46603",2013-10-01,"2013 October","1 Bedroom",NA,NA,"Rms","Average Rent Change"
"46603",2013-10-01,"2013 October","2 Bedroom",NA,NA,"Rms","Average Rent Change"
"46603",2013-10-01,"2013 October","3 Bedroom +",NA,NA,"Rms","Average Rent Change"
"46603",2013-10-01,"2013 October","Total",NA,NA,"Rms","Average Rent Change"
"46603",2014-10-01,"2014 October","Studio",NA,NA,"Rms","Average Rent Change"
"46603",2014-10-01,"2014 October","1 Bedroom",NA,NA,"Rms","Average Rent Change"
"46603",2014-10-01,"2014 October","2 Bedroom",3.4,"Excellent","Rms","Average Rent Change"
"46603",2014-10-01,"2014 October","3 Bedroom +",NA,NA,"Rms","Average Rent Change"
"46603",2014-10-01,"2014 October","Total",0.8,"Excellent","Rms","Average Rent Change"
"46603",2015-10-01,"2015 October","Studio",NA,NA,"Rms","Average Rent Change"
"46603",2015-10-01,"2015 October","1 Bedroom",0.9,"Excellent","Rms","Average Rent Change"
"46603",2015-10-01,"2015 October","2 Bedroom",1.5,"Excellent","Rms","Average Rent Change"
"46603",2015-10-01,"2015 October","3 Bedroom +",NA,NA,"Rms","Average Rent Change"
"46603",2015-10-01,"2015 October","Total",0.6,"Excellent","Rms","Average Rent Change"
"46603",2016-10-01,"2016 October","Studio",NA,NA,"Rms","Average Rent Change"
"46603",2016-10-01,"2016 October","1 Bedroom",2.6,"Good","Rms","Average Rent Change"
"46603",2016-10-01,"2016 October","2 Bedroom",NA,NA,"Rms","Average Rent Change"
"46603",2016-10-01,"2016 October","3 Bedroom +",NA,NA,"Rms","Average Rent Change"
"46603",2016-10-01,"2016 October","Total",1.9,"Good","Rms","Average Rent Change"
"46603",2017-10-01,"2017 October","Studio",NA,NA,"Rms","Average Rent Change"
"46603",2017-10-01,"2017 October","1 Bedroom",NA,NA,"Rms","Average Rent Change"
"46603",2017-10-01,"2017 October","2 Bedroom",NA,NA,"Rms","Average Rent Change"
"46603",2017-10-01,"2017 October","3 Bedroom +",-1.7,"Good","Rms","Average Rent Change"
"46603",2017-10-01,"2017 October","Total",NA,NA,"Rms","Average Rent Change"
"46603",2018-10-01,"2018 October","Studio",NA,NA,"Rms","Average Rent Change"
"46603",2018-10-01,"2018 October","1 Bedroom",3,"Very good","Rms","Average Rent Change"
"46603",2018-10-01,"2018 October","2 Bedroom",4.6,"Good","Rms","Average Rent Change"
"46603",2018-10-01,"2018 October","3 Bedroom +",-0.3,"Excellent","Rms","Average Rent Change"
