"GeoUID","Date","DateString","Bedroom Type","Value","Quality","Survey","Series"
"24467",2013-10-01,"2013 October","Studio",NA,NA,"Rms","Average Rent Change"
"24467",2013-10-01,"2013 October","1 Bedroom",NA,NA,"Rms","Average Rent Change"
"24467",2013-10-01,"2013 October","2 Bedroom",NA,NA,"Rms","Average Rent Change"
"24467",2013-10-01,"2013 October","3 Bedroom +",NA,NA,"Rms","Average Rent Change"
"24467",2013-10-01,"2013 October","Total",NA,NA,"Rms","Average Rent Change"
"24467",2014-10-01,"2014 October","Studio",NA,NA,"Rms","Average Rent Change"
"24467",2014-10-01,"2014 October","1 Bedroom",NA,NA,"Rms","Average Rent Change"
"24467",2014-10-01,"2014 October","2 Bedroom",NA,NA,"Rms","Average Rent Change"
"24467",2014-10-01,"2014 October","3 Bedroom +",NA,NA,"Rms","Average Rent Change"
"24467",2014-10-01,"2014 October","Total",NA,NA,"Rms","Average Rent Change"
"24467",2015-10-01,"2015 October","Studio",NA,NA,"Rms","Average Rent Change"
"24467",2015-10-01,"2015 October","1 Bedroom",NA,NA,"Rms","Average Rent Change"
"24467",2015-10-01,"2015 October","2 Bedroom",3.4,"Fair (Use with Caution)","Rms","Average Rent Change"
"24467",2015-10-01,"2015 October","3 Bedroom +",NA,NA,"Rms","Average Rent Change"
"24467",2015-10-01,"2015 October","Total",2.5,"Good","Rms","Average Rent Change"
"24467",2016-10-01,"2016 October","Studio",NA,NA,"Rms","Average Rent Change"
"24467",2016-10-01,"2016 October","1 Bedroom",NA,NA,"Rms","Average Rent Change"
"24467",2016-10-01,"2016 October","2 Bedroom",NA,NA,"Rms","Average Rent Change"
"24467",2016-10-01,"2016 October","3 Bedroom +",NA,NA,"Rms","Average Rent Change"
"24467",2016-10-01,"2016 October","Total",NA,NA,"Rms","Average Rent Change"
"24467",2017-10-01,"2017 October","Studio",NA,NA,"Rms","Average Rent Change"
"24467",2017-10-01,"2017 October","1 Bedroom",NA,NA,"Rms","Average Rent Change"
"24467",2017-10-01,"2017 October","2 Bedroom",0.9,"Fair (Use with Caution)","Rms","Average Rent Change"
"24467",2017-10-01,"2017 October","3 Bedroom +",NA,NA,"Rms","Average Rent Change"
"24467",2017-10-01,"2017 October","Total",1.2,"Fair (Use with Caution)","Rms","Average Rent Change"
"24467",2018-10-01,"2018 October","Studio",NA,NA,"Rms","Average Rent Change"
"24467",2018-10-01,"2018 October","1 Bedroom",NA,NA,"Rms","Average Rent Change"
"24467",2018-10-01,"2018 October","2 Bedroom",NA,NA,"Rms","Average Rent Change"
"24467",2018-10-01,"2018 October","3 Bedroom +",NA,NA,"Rms","Average Rent Change"
"24467",2018-10-01,"2018 October","Total",NA,NA,"Rms","Average Rent Change"
"24467",2019-10-01,"2019 October","Studio",NA,NA,"Rms","Average Rent Change"
"24467",2019-10-01,"2019 October","1 Bedroom",NA,NA,"Rms","Average Rent Change"
"24467",2019-10-01,"2019 October","2 Bedroom",2,"Good","Rms","Average Rent Change"
"24467",2019-10-01,"2019 October","3 Bedroom +",NA,NA,"Rms","Average Rent Change"
"24467",2019-10-01,"2019 October","Total",2.3,"Good","Rms","Average Rent Change"
"24467",2020-10-01,"2020 October","Studio",NA,NA,"Rms","Average Rent Change"
"24467",2020-10-01,"2020 October","1 Bedroom",NA,NA,"Rms","Average Rent Change"
"24467",2020-10-01,"2020 October","2 Bedroom",1.4,"Fair (Use with Caution)","Rms","Average Rent Change"
"24467",2020-10-01,"2020 October","3 Bedroom +",NA,NA,"Rms","Average Rent Change"
"24467",2020-10-01,"2020 October","Total",2.1,"Good","Rms","Average Rent Change"
"24467",2021-10-01,"2021 October","Studio",NA,NA,"Rms","Average Rent Change"
"24467",2021-10-01,"2021 October","1 Bedroom",NA,NA,"Rms","Average Rent Change"
"24467",2021-10-01,"2021 October","2 Bedroom",NA,NA,"Rms","Average Rent Change"
"24467",2021-10-01,"2021 October","3 Bedroom +",NA,NA,"Rms","Average Rent Change"
"24467",2021-10-01,"2021 October","Total",NA,NA,"Rms","Average Rent Change"
"24467",2022-10-01,"2022 October","Studio",NA,NA,"Rms","Average Rent Change"
"24467",2022-10-01,"2022 October","1 Bedroom",NA,NA,"Rms","Average Rent Change"
"24467",2022-10-01,"2022 October","2 Bedroom",8.9,"Good","Rms","Average Rent Change"
"24467",2022-10-01,"2022 October","3 Bedroom +",NA,NA,"Rms","Average Rent Change"
"24467",2022-10-01,"2022 October","Total",8.1,"Good","Rms","Average Rent Change"
"24467",2023-10-01,"2023 October","Studio",NA,NA,"Rms","Average Rent Change"
"24467",2023-10-01,"2023 October","1 Bedroom",3.8,"Fair (Use with Caution)","Rms","Average Rent Change"
"24467",2023-10-01,"2023 October","2 Bedroom",NA,NA,"Rms","Average Rent Change"
"24467",2023-10-01,"2023 October","3 Bedroom +",NA,NA,"Rms","Average Rent Change"
"24467",2023-10-01,"2023 October","Total",6.3,"Very good","Rms","Average Rent Change"
"24467",2024-10-01,"2024 October","Studio",NA,NA,"Rms","Average Rent Change"
"24467",2024-10-01,"2024 October","1 Bedroom",9.4,"Good","Rms","Average Rent Change"
"24467",2024-10-01,"2024 October","2 Bedroom",NA,NA,"Rms","Average Rent Change"
"24467",2024-10-01,"2024 October","3 Bedroom +",NA,NA,"Rms","Average Rent Change"
"24467",2024-10-01,"2024 October","Total",7.8,"Good","Rms","Average Rent Change"
"24467",2025-10-01,"2025 October","Studio",NA,NA,"Rms","Average Rent Change"
"24467",2025-10-01,"2025 October","1 Bedroom",NA,NA,"Rms","Average Rent Change"
"24467",2025-10-01,"2025 October","2 Bedroom",5.4,"Fair (Use with Caution)","Rms","Average Rent Change"
"24467",2025-10-01,"2025 October","3 Bedroom +",12.3,"Fair (Use with Caution)","Rms","Average Rent Change"
