"GeoUID","Date","DateString","Bedroom Type","Value","Quality","Survey","Series"
"48826",2008-10-01,"2008 October","Studio",NA,NA,"Rms","Average Rent Change"
"48826",2008-10-01,"2008 October","1 Bedroom",NA,NA,"Rms","Average Rent Change"
"48826",2008-10-01,"2008 October","2 Bedroom",NA,NA,"Rms","Average Rent Change"
"48826",2008-10-01,"2008 October","3 Bedroom +",NA,NA,"Rms","Average Rent Change"
"48826",2008-10-01,"2008 October","Total",NA,NA,"Rms","Average Rent Change"
"48826",2009-10-01,"2009 October","Studio",NA,NA,"Rms","Average Rent Change"
"48826",2009-10-01,"2009 October","1 Bedroom",NA,NA,"Rms","Average Rent Change"
"48826",2009-10-01,"2009 October","2 Bedroom",-1.9,"Very good","Rms","Average Rent Change"
"48826",2009-10-01,"2009 October","3 Bedroom +",NA,NA,"Rms","Average Rent Change"
"48826",2009-10-01,"2009 October","Total",-1.9,"Good","Rms","Average Rent Change"
"48826",2010-10-01,"2010 October","Studio",NA,NA,"Rms","Average Rent Change"
"48826",2010-10-01,"2010 October","1 Bedroom",-2.4,"Excellent","Rms","Average Rent Change"
"48826",2010-10-01,"2010 October","2 Bedroom",-2.9,"Very good","Rms","Average Rent Change"
"48826",2010-10-01,"2010 October","3 Bedroom +",-4.2,"Good","Rms","Average Rent Change"
"48826",2010-10-01,"2010 October","Total",-3.2,"Good","Rms","Average Rent Change"
"48826",2011-10-01,"2011 October","Studio",NA,NA,"Rms","Average Rent Change"
"48826",2011-10-01,"2011 October","1 Bedroom",3.5,"Excellent","Rms","Average Rent Change"
"48826",2011-10-01,"2011 October","2 Bedroom",0.2,"Excellent","Rms","Average Rent Change"
"48826",2011-10-01,"2011 October","3 Bedroom +",2.3,"Good","Rms","Average Rent Change"
"48826",2011-10-01,"2011 October","Total",-0.3,"Very good","Rms","Average Rent Change"
"48826",2012-10-01,"2012 October","Studio",NA,NA,"Rms","Average Rent Change"
"48826",2012-10-01,"2012 October","1 Bedroom",-3,"Excellent","Rms","Average Rent Change"
"48826",2012-10-01,"2012 October","2 Bedroom",2.9,"Excellent","Rms","Average Rent Change"
"48826",2012-10-01,"2012 October","3 Bedroom +",1.5,"Excellent","Rms","Average Rent Change"
