"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"47720",2006-07-01,"2006","15 - 24",340,"Census","Mobility 1 of All Households"
"47720",2006-07-01,"2006","25 - 34",345,"Census","Mobility 1 of All Households"
"47720",2006-07-01,"2006","35 - 44",160,"Census","Mobility 1 of All Households"
"47720",2006-07-01,"2006","45 - 54",100,"Census","Mobility 1 of All Households"
"47720",2006-07-01,"2006","55 - 64",65,"Census","Mobility 1 of All Households"
"47720",2006-07-01,"2006","Total 65+",125,"Census","Mobility 1 of All Households"
"47720",2006-07-01,"2006","Total",1140,"Census","Mobility 1 of All Households"
"47720",2011-07-01,"2011","15 - 24",180,"Census","Mobility 1 of All Households"
"47720",2011-07-01,"2011","25 - 34",230,"Census","Mobility 1 of All Households"
"47720",2011-07-01,"2011","35 - 44",165,"Census","Mobility 1 of All Households"
"47720",2011-07-01,"2011","45 - 54",200,"Census","Mobility 1 of All Households"
"47720",2011-07-01,"2011","55 - 64",140,"Census","Mobility 1 of All Households"
"47720",2011-07-01,"2011","Total 65+",125,"Census","Mobility 1 of All Households"
"47720",2011-07-01,"2011","Total",1035,"Census","Mobility 1 of All Households"
"47720",2016-07-01,"2016","15 - 24",240,"Census","Mobility 1 of All Households"
"47720",2016-07-01,"2016","25 - 34",265,"Census","Mobility 1 of All Households"
"47720",2016-07-01,"2016","35 - 44",165,"Census","Mobility 1 of All Households"
"47720",2016-07-01,"2016","45 - 54",125,"Census","Mobility 1 of All Households"
"47720",2016-07-01,"2016","55 - 64",100,"Census","Mobility 1 of All Households"
"47720",2016-07-01,"2016","Total 65+",135,"Census","Mobility 1 of All Households"
"47720",2016-07-01,"2016","Total",1030,"Census","Mobility 1 of All Households"
"47720",2021-07-01,"2021","15 - 24",265,"Census","Mobility 1 of All Households"
"47720",2021-07-01,"2021","25 - 34",315,"Census","Mobility 1 of All Households"
"47720",2021-07-01,"2021","35 - 44",205,"Census","Mobility 1 of All Households"
"47720",2021-07-01,"2021","45 - 54",110,"Census","Mobility 1 of All Households"
"47720",2021-07-01,"2021","55 - 64",105,"Census","Mobility 1 of All Households"
"47720",2021-07-01,"2021","Total 65+",155,"Census","Mobility 1 of All Households"
"47720",2021-07-01,"2021","Total",1140,"Census","Mobility 1 of All Households"
