"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"24456",2006-07-01,"2006","15 - 24",440,"Census","Mobility 1 of All Households"
"24456",2006-07-01,"2006","25 - 34",755,"Census","Mobility 1 of All Households"
"24456",2006-07-01,"2006","35 - 44",425,"Census","Mobility 1 of All Households"
"24456",2006-07-01,"2006","45 - 54",365,"Census","Mobility 1 of All Households"
"24456",2006-07-01,"2006","55 - 64",315,"Census","Mobility 1 of All Households"
"24456",2006-07-01,"2006","Total 65+",365,"Census","Mobility 1 of All Households"
"24456",2006-07-01,"2006","Total",2670,"Census","Mobility 1 of All Households"
"24456",2011-07-01,"2011","15 - 24",425,"Census","Mobility 1 of All Households"
"24456",2011-07-01,"2011","25 - 34",765,"Census","Mobility 1 of All Households"
"24456",2011-07-01,"2011","35 - 44",335,"Census","Mobility 1 of All Households"
"24456",2011-07-01,"2011","45 - 54",415,"Census","Mobility 1 of All Households"
"24456",2011-07-01,"2011","55 - 64",325,"Census","Mobility 1 of All Households"
"24456",2011-07-01,"2011","Total 65+",395,"Census","Mobility 1 of All Households"
"24456",2011-07-01,"2011","Total",2655,"Census","Mobility 1 of All Households"
"24456",2016-07-01,"2016","15 - 24",420,"Census","Mobility 1 of All Households"
"24456",2016-07-01,"2016","25 - 34",775,"Census","Mobility 1 of All Households"
"24456",2016-07-01,"2016","35 - 44",425,"Census","Mobility 1 of All Households"
"24456",2016-07-01,"2016","45 - 54",355,"Census","Mobility 1 of All Households"
"24456",2016-07-01,"2016","55 - 64",355,"Census","Mobility 1 of All Households"
"24456",2016-07-01,"2016","Total 65+",380,"Census","Mobility 1 of All Households"
"24456",2016-07-01,"2016","Total",2705,"Census","Mobility 1 of All Households"
"24456",2021-07-01,"2021","15 - 24",410,"Census","Mobility 1 of All Households"
"24456",2021-07-01,"2021","25 - 34",700,"Census","Mobility 1 of All Households"
"24456",2021-07-01,"2021","35 - 44",455,"Census","Mobility 1 of All Households"
"24456",2021-07-01,"2021","45 - 54",385,"Census","Mobility 1 of All Households"
"24456",2021-07-01,"2021","55 - 64",450,"Census","Mobility 1 of All Households"
"24456",2021-07-01,"2021","Total 65+",720,"Census","Mobility 1 of All Households"
"24456",2021-07-01,"2021","Total",3125,"Census","Mobility 1 of All Households"
