"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35553",2006-07-01,"2006","15 - 24",240,"Census","Mobility 1 of All Households"
"35553",2006-07-01,"2006","25 - 34",495,"Census","Mobility 1 of All Households"
"35553",2006-07-01,"2006","35 - 44",355,"Census","Mobility 1 of All Households"
"35553",2006-07-01,"2006","45 - 54",355,"Census","Mobility 1 of All Households"
"35553",2006-07-01,"2006","55 - 64",150,"Census","Mobility 1 of All Households"
"35553",2006-07-01,"2006","Total 65+",175,"Census","Mobility 1 of All Households"
"35553",2006-07-01,"2006","Total",1760,"Census","Mobility 1 of All Households"
"35553",2011-07-01,"2011","15 - 24",235,"Census","Mobility 1 of All Households"
"35553",2011-07-01,"2011","25 - 34",460,"Census","Mobility 1 of All Households"
"35553",2011-07-01,"2011","35 - 44",300,"Census","Mobility 1 of All Households"
"35553",2011-07-01,"2011","45 - 54",180,"Census","Mobility 1 of All Households"
"35553",2011-07-01,"2011","55 - 64",160,"Census","Mobility 1 of All Households"
"35553",2011-07-01,"2011","Total 65+",265,"Census","Mobility 1 of All Households"
"35553",2011-07-01,"2011","Total",1605,"Census","Mobility 1 of All Households"
"35553",2016-07-01,"2016","15 - 24",275,"Census","Mobility 1 of All Households"
"35553",2016-07-01,"2016","25 - 34",595,"Census","Mobility 1 of All Households"
"35553",2016-07-01,"2016","35 - 44",255,"Census","Mobility 1 of All Households"
"35553",2016-07-01,"2016","45 - 54",220,"Census","Mobility 1 of All Households"
"35553",2016-07-01,"2016","55 - 64",210,"Census","Mobility 1 of All Households"
"35553",2016-07-01,"2016","Total 65+",240,"Census","Mobility 1 of All Households"
"35553",2016-07-01,"2016","Total",1800,"Census","Mobility 1 of All Households"
"35553",2021-07-01,"2021","15 - 24",185,"Census","Mobility 1 of All Households"
"35553",2021-07-01,"2021","25 - 34",420,"Census","Mobility 1 of All Households"
"35553",2021-07-01,"2021","35 - 44",295,"Census","Mobility 1 of All Households"
"35553",2021-07-01,"2021","45 - 54",150,"Census","Mobility 1 of All Households"
"35553",2021-07-01,"2021","55 - 64",205,"Census","Mobility 1 of All Households"
"35553",2021-07-01,"2021","Total 65+",250,"Census","Mobility 1 of All Households"
"35553",2021-07-01,"2021","Total",1500,"Census","Mobility 1 of All Households"
