"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35569",2006-07-01,"2006","15 - 24",315,"Census","Mobility 1 of All Households"
"35569",2006-07-01,"2006","25 - 34",550,"Census","Mobility 1 of All Households"
"35569",2006-07-01,"2006","35 - 44",465,"Census","Mobility 1 of All Households"
"35569",2006-07-01,"2006","45 - 54",345,"Census","Mobility 1 of All Households"
"35569",2006-07-01,"2006","55 - 64",235,"Census","Mobility 1 of All Households"
"35569",2006-07-01,"2006","Total 65+",240,"Census","Mobility 1 of All Households"
"35569",2006-07-01,"2006","Total",2150,"Census","Mobility 1 of All Households"
"35569",2011-07-01,"2011","15 - 24",340,"Census","Mobility 1 of All Households"
"35569",2011-07-01,"2011","25 - 34",475,"Census","Mobility 1 of All Households"
"35569",2011-07-01,"2011","35 - 44",260,"Census","Mobility 1 of All Households"
"35569",2011-07-01,"2011","45 - 54",465,"Census","Mobility 1 of All Households"
"35569",2011-07-01,"2011","55 - 64",365,"Census","Mobility 1 of All Households"
"35569",2011-07-01,"2011","Total 65+",225,"Census","Mobility 1 of All Households"
"35569",2011-07-01,"2011","Total",2135,"Census","Mobility 1 of All Households"
"35569",2016-07-01,"2016","15 - 24",265,"Census","Mobility 1 of All Households"
"35569",2016-07-01,"2016","25 - 34",440,"Census","Mobility 1 of All Households"
"35569",2016-07-01,"2016","35 - 44",265,"Census","Mobility 1 of All Households"
"35569",2016-07-01,"2016","45 - 54",315,"Census","Mobility 1 of All Households"
"35569",2016-07-01,"2016","55 - 64",260,"Census","Mobility 1 of All Households"
"35569",2016-07-01,"2016","Total 65+",300,"Census","Mobility 1 of All Households"
"35569",2016-07-01,"2016","Total",1850,"Census","Mobility 1 of All Households"
"35569",2021-07-01,"2021","15 - 24",150,"Census","Mobility 1 of All Households"
"35569",2021-07-01,"2021","25 - 34",485,"Census","Mobility 1 of All Households"
"35569",2021-07-01,"2021","35 - 44",365,"Census","Mobility 1 of All Households"
"35569",2021-07-01,"2021","45 - 54",240,"Census","Mobility 1 of All Households"
"35569",2021-07-01,"2021","55 - 64",265,"Census","Mobility 1 of All Households"
"35569",2021-07-01,"2021","Total 65+",380,"Census","Mobility 1 of All Households"
"35569",2021-07-01,"2021","Total",1890,"Census","Mobility 1 of All Households"
