"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"46605",2016-07-01,"2016","15 - 24",180,"Census","Mobility 1 of All Households"
"46605",2016-07-01,"2016","25 - 34",315,"Census","Mobility 1 of All Households"
"46605",2016-07-01,"2016","35 - 44",180,"Census","Mobility 1 of All Households"
"46605",2016-07-01,"2016","45 - 54",165,"Census","Mobility 1 of All Households"
"46605",2016-07-01,"2016","55 - 64",45,"Census","Mobility 1 of All Households"
"46605",2016-07-01,"2016","Total 65+",140,"Census","Mobility 1 of All Households"
"46605",2016-07-01,"2016","Total",1030,"Census","Mobility 1 of All Households"
"46605",2021-07-01,"2021","15 - 24",230,"Census","Mobility 1 of All Households"
"46605",2021-07-01,"2021","25 - 34",370,"Census","Mobility 1 of All Households"
"46605",2021-07-01,"2021","35 - 44",190,"Census","Mobility 1 of All Households"
"46605",2021-07-01,"2021","45 - 54",175,"Census","Mobility 1 of All Households"
"46605",2021-07-01,"2021","55 - 64",115,"Census","Mobility 1 of All Households"
"46605",2021-07-01,"2021","Total 65+",185,"Census","Mobility 1 of All Households"
"46605",2021-07-01,"2021","Total",1265,"Census","Mobility 1 of All Households"
