"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"10015",2006-07-01,"2006","15 - 24",160,"Census","Mobility 1 of All Households"
"10015",2006-07-01,"2006","25 - 34",310,"Census","Mobility 1 of All Households"
"10015",2006-07-01,"2006","35 - 44",250,"Census","Mobility 1 of All Households"
"10015",2006-07-01,"2006","45 - 54",125,"Census","Mobility 1 of All Households"
"10015",2006-07-01,"2006","55 - 64",80,"Census","Mobility 1 of All Households"
"10015",2006-07-01,"2006","Total 65+",65,"Census","Mobility 1 of All Households"
"10015",2006-07-01,"2006","Total",990,"Census","Mobility 1 of All Households"
"10015",2011-07-01,"2011","15 - 24",215,"Census","Mobility 1 of All Households"
"10015",2011-07-01,"2011","25 - 34",340,"Census","Mobility 1 of All Households"
"10015",2011-07-01,"2011","35 - 44",210,"Census","Mobility 1 of All Households"
"10015",2011-07-01,"2011","45 - 54",135,"Census","Mobility 1 of All Households"
"10015",2011-07-01,"2011","55 - 64",125,"Census","Mobility 1 of All Households"
"10015",2011-07-01,"2011","Total 65+",55,"Census","Mobility 1 of All Households"
"10015",2011-07-01,"2011","Total",1080,"Census","Mobility 1 of All Households"
"10015",2016-07-01,"2016","15 - 24",300,"Census","Mobility 1 of All Households"
"10015",2016-07-01,"2016","25 - 34",420,"Census","Mobility 1 of All Households"
"10015",2016-07-01,"2016","35 - 44",320,"Census","Mobility 1 of All Households"
"10015",2016-07-01,"2016","45 - 54",170,"Census","Mobility 1 of All Households"
"10015",2016-07-01,"2016","55 - 64",155,"Census","Mobility 1 of All Households"
"10015",2016-07-01,"2016","Total 65+",165,"Census","Mobility 1 of All Households"
"10015",2016-07-01,"2016","Total",1525,"Census","Mobility 1 of All Households"
"10015",2021-07-01,"2021","15 - 24",305,"Census","Mobility 1 of All Households"
"10015",2021-07-01,"2021","25 - 34",315,"Census","Mobility 1 of All Households"
"10015",2021-07-01,"2021","35 - 44",205,"Census","Mobility 1 of All Households"
"10015",2021-07-01,"2021","45 - 54",175,"Census","Mobility 1 of All Households"
"10015",2021-07-01,"2021","55 - 64",100,"Census","Mobility 1 of All Households"
"10015",2021-07-01,"2021","Total 65+",145,"Census","Mobility 1 of All Households"
"10015",2021-07-01,"2021","Total",1240,"Census","Mobility 1 of All Households"
