"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"48865",2006-07-01,"2006","15 - 24",190,"Census","Mobility 1 of All Households"
"48865",2006-07-01,"2006","25 - 34",225,"Census","Mobility 1 of All Households"
"48865",2006-07-01,"2006","35 - 44",220,"Census","Mobility 1 of All Households"
"48865",2006-07-01,"2006","45 - 54",130,"Census","Mobility 1 of All Households"
"48865",2006-07-01,"2006","55 - 64",110,"Census","Mobility 1 of All Households"
"48865",2006-07-01,"2006","Total 65+",125,"Census","Mobility 1 of All Households"
"48865",2006-07-01,"2006","Total",995,"Census","Mobility 1 of All Households"
"48865",2011-07-01,"2011","15 - 24",120,"Census","Mobility 1 of All Households"
"48865",2011-07-01,"2011","25 - 34",195,"Census","Mobility 1 of All Households"
"48865",2011-07-01,"2011","35 - 44",215,"Census","Mobility 1 of All Households"
"48865",2011-07-01,"2011","45 - 54",100,"Census","Mobility 1 of All Households"
"48865",2011-07-01,"2011","55 - 64",55,"Census","Mobility 1 of All Households"
"48865",2011-07-01,"2011","Total 65+",155,"Census","Mobility 1 of All Households"
"48865",2011-07-01,"2011","Total",845,"Census","Mobility 1 of All Households"
"48865",2016-07-01,"2016","15 - 24",90,"Census","Mobility 1 of All Households"
"48865",2016-07-01,"2016","25 - 34",235,"Census","Mobility 1 of All Households"
"48865",2016-07-01,"2016","35 - 44",210,"Census","Mobility 1 of All Households"
"48865",2016-07-01,"2016","45 - 54",105,"Census","Mobility 1 of All Households"
"48865",2016-07-01,"2016","55 - 64",85,"Census","Mobility 1 of All Households"
"48865",2016-07-01,"2016","Total 65+",90,"Census","Mobility 1 of All Households"
"48865",2016-07-01,"2016","Total",815,"Census","Mobility 1 of All Households"
"48865",2021-07-01,"2021","15 - 24",140,"Census","Mobility 1 of All Households"
"48865",2021-07-01,"2021","25 - 34",185,"Census","Mobility 1 of All Households"
"48865",2021-07-01,"2021","35 - 44",140,"Census","Mobility 1 of All Households"
"48865",2021-07-01,"2021","45 - 54",120,"Census","Mobility 1 of All Households"
"48865",2021-07-01,"2021","55 - 64",140,"Census","Mobility 1 of All Households"
"48865",2021-07-01,"2021","Total 65+",150,"Census","Mobility 1 of All Households"
"48865",2021-07-01,"2021","Total",870,"Census","Mobility 1 of All Households"
