"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"59933",2006-07-01,"2006","15 - 24",1175,"Census","Mobility 1 of All Households"
"59933",2006-07-01,"2006","25 - 34",2745,"Census","Mobility 1 of All Households"
"59933",2006-07-01,"2006","35 - 44",2315,"Census","Mobility 1 of All Households"
"59933",2006-07-01,"2006","45 - 54",1575,"Census","Mobility 1 of All Households"
"59933",2006-07-01,"2006","55 - 64",925,"Census","Mobility 1 of All Households"
"59933",2006-07-01,"2006","Total 65+",915,"Census","Mobility 1 of All Households"
"59933",2006-07-01,"2006","Total",9645,"Census","Mobility 1 of All Households"
"59933",2011-07-01,"2011","15 - 24",15700,"Census","Mobility 1 of All Households"
"59933",2011-07-01,"2011","25 - 34",41655,"Census","Mobility 1 of All Households"
"59933",2011-07-01,"2011","35 - 44",28870,"Census","Mobility 1 of All Households"
"59933",2011-07-01,"2011","45 - 54",22020,"Census","Mobility 1 of All Households"
"59933",2011-07-01,"2011","55 - 64",12275,"Census","Mobility 1 of All Households"
"59933",2011-07-01,"2011","Total 65+",8335,"Census","Mobility 1 of All Households"
"59933",2011-07-01,"2011","Total",128845,"Census","Mobility 1 of All Households"
"59933",2016-07-01,"2016","15 - 24",17080,"Census","Mobility 1 of All Households"
"59933",2016-07-01,"2016","25 - 34",46010,"Census","Mobility 1 of All Households"
"59933",2016-07-01,"2016","35 - 44",30925,"Census","Mobility 1 of All Households"
"59933",2016-07-01,"2016","45 - 54",23985,"Census","Mobility 1 of All Households"
"59933",2016-07-01,"2016","55 - 64",15620,"Census","Mobility 1 of All Households"
"59933",2016-07-01,"2016","Total 65+",12600,"Census","Mobility 1 of All Households"
"59933",2016-07-01,"2016","Total",146225,"Census","Mobility 1 of All Households"
"59933",2021-07-01,"2021","15 - 24",16585,"Census","Mobility 1 of All Households"
"59933",2021-07-01,"2021","25 - 34",57615,"Census","Mobility 1 of All Households"
"59933",2021-07-01,"2021","35 - 44",35345,"Census","Mobility 1 of All Households"
"59933",2021-07-01,"2021","45 - 54",20320,"Census","Mobility 1 of All Households"
"59933",2021-07-01,"2021","55 - 64",14090,"Census","Mobility 1 of All Households"
"59933",2021-07-01,"2021","Total 65+",11415,"Census","Mobility 1 of All Households"
"59933",2021-07-01,"2021","Total",155375,"Census","Mobility 1 of All Households"
