"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"61995",2006-07-01,"2006","15 - 24",290,"Census","Mobility 1 of All Households"
"61995",2006-07-01,"2006","25 - 34",500,"Census","Mobility 1 of All Households"
"61995",2006-07-01,"2006","35 - 44",420,"Census","Mobility 1 of All Households"
"61995",2006-07-01,"2006","45 - 54",290,"Census","Mobility 1 of All Households"
"61995",2006-07-01,"2006","55 - 64",115,"Census","Mobility 1 of All Households"
"61995",2006-07-01,"2006","Total 65+",20,"Census","Mobility 1 of All Households"
"61995",2006-07-01,"2006","Total",1625,"Census","Mobility 1 of All Households"
"61995",2011-07-01,"2011","15 - 24",165,"Census","Mobility 1 of All Households"
"61995",2011-07-01,"2011","25 - 34",495,"Census","Mobility 1 of All Households"
"61995",2011-07-01,"2011","35 - 44",260,"Census","Mobility 1 of All Households"
"61995",2011-07-01,"2011","45 - 54",220,"Census","Mobility 1 of All Households"
"61995",2011-07-01,"2011","55 - 64",80,"Census","Mobility 1 of All Households"
"61995",2011-07-01,"2011","Total 65+",35,"Census","Mobility 1 of All Households"
"61995",2011-07-01,"2011","Total",1250,"Census","Mobility 1 of All Households"
"61995",2016-07-01,"2016","15 - 24",145,"Census","Mobility 1 of All Households"
"61995",2016-07-01,"2016","25 - 34",520,"Census","Mobility 1 of All Households"
"61995",2016-07-01,"2016","35 - 44",330,"Census","Mobility 1 of All Households"
"61995",2016-07-01,"2016","45 - 54",160,"Census","Mobility 1 of All Households"
"61995",2016-07-01,"2016","55 - 64",115,"Census","Mobility 1 of All Households"
"61995",2016-07-01,"2016","Total 65+",35,"Census","Mobility 1 of All Households"
"61995",2016-07-01,"2016","Total",1305,"Census","Mobility 1 of All Households"
"61995",2021-07-01,"2021","15 - 24",175,"Census","Mobility 1 of All Households"
"61995",2021-07-01,"2021","25 - 34",430,"Census","Mobility 1 of All Households"
"61995",2021-07-01,"2021","35 - 44",335,"Census","Mobility 1 of All Households"
"61995",2021-07-01,"2021","45 - 54",230,"Census","Mobility 1 of All Households"
"61995",2021-07-01,"2021","55 - 64",150,"Census","Mobility 1 of All Households"
"61995",2021-07-01,"2021","Total 65+",40,"Census","Mobility 1 of All Households"
"61995",2021-07-01,"2021","Total",1360,"Census","Mobility 1 of All Households"
