"GeoUID","Date","DateString","Age of Primary Household Maintainer","Value","Survey","Series"
"35582",2006-07-01,"2006","15 - 24",105,"Census","Mobility 1 of All Households"
"35582",2006-07-01,"2006","25 - 34",75,"Census","Mobility 1 of All Households"
"35582",2006-07-01,"2006","35 - 44",70,"Census","Mobility 1 of All Households"
"35582",2006-07-01,"2006","45 - 54",170,"Census","Mobility 1 of All Households"
"35582",2006-07-01,"2006","55 - 64",120,"Census","Mobility 1 of All Households"
"35582",2006-07-01,"2006","Total 65+",180,"Census","Mobility 1 of All Households"
"35582",2006-07-01,"2006","Total",740,"Census","Mobility 1 of All Households"
"35582",2011-07-01,"2011","15 - 24",110,"Census","Mobility 1 of All Households"
"35582",2011-07-01,"2011","25 - 34",90,"Census","Mobility 1 of All Households"
"35582",2011-07-01,"2011","35 - 44",50,"Census","Mobility 1 of All Households"
"35582",2011-07-01,"2011","45 - 54",45,"Census","Mobility 1 of All Households"
"35582",2011-07-01,"2011","55 - 64",170,"Census","Mobility 1 of All Households"
"35582",2011-07-01,"2011","Total 65+",170,"Census","Mobility 1 of All Households"
"35582",2011-07-01,"2011","Total",635,"Census","Mobility 1 of All Households"
"35582",2016-07-01,"2016","15 - 24",80,"Census","Mobility 1 of All Households"
"35582",2016-07-01,"2016","25 - 34",115,"Census","Mobility 1 of All Households"
"35582",2016-07-01,"2016","35 - 44",70,"Census","Mobility 1 of All Households"
"35582",2016-07-01,"2016","45 - 54",100,"Census","Mobility 1 of All Households"
"35582",2016-07-01,"2016","55 - 64",130,"Census","Mobility 1 of All Households"
"35582",2016-07-01,"2016","Total 65+",225,"Census","Mobility 1 of All Households"
"35582",2016-07-01,"2016","Total",720,"Census","Mobility 1 of All Households"
"35582",2021-07-01,"2021","15 - 24",40,"Census","Mobility 1 of All Households"
"35582",2021-07-01,"2021","25 - 34",80,"Census","Mobility 1 of All Households"
"35582",2021-07-01,"2021","35 - 44",75,"Census","Mobility 1 of All Households"
"35582",2021-07-01,"2021","45 - 54",100,"Census","Mobility 1 of All Households"
"35582",2021-07-01,"2021","55 - 64",190,"Census","Mobility 1 of All Households"
"35582",2021-07-01,"2021","Total 65+",240,"Census","Mobility 1 of All Households"
"35582",2021-07-01,"2021","Total",720,"Census","Mobility 1 of All Households"
