London — Absorbed Homeowner and Condominium Units by Dwelling Type by Zone
March 2024 Condo
,Single,Semi-Detached,Row,Apartment,All,
Downtown North,0,0,0,0,0,
Northeast,0,0,0,0,0,
North,0,0,0,0,0,
Northwest,0,0,0,0,0,
Southwest,0,0,0,0,0,
Central South,0,0,0,0,0,
South,0,0,28,0,28,
East,0,0,0,0,0,
St. Thomas,0,0,0,0,0,
Strathroy-Caradoc,0,0,0,0,0,
Remainder of London CMA,0,0,0,0,0,
London,0,0,28,0,28,

Notes
"CMA, CA and CSD definitions are based on 2021 Census Geography Definitions"
Source,CMHC Starts and Completions Survey
