"Sherbrooke — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 2007 to March 2024 Single
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
2007 January,"120,000","178,000","200,000","235,000","200,000","191,136",22,
2007 February,"120,000","175,000","200,000","270,000","187,500","230,818",22,
2007 March,"140,000","150,000","175,000","220,000","175,000","180,000",29,
2007 April,"130,000","150,000","175,000","240,000","155,000","182,853",34,
2007 May,"135,000","166,000","200,000","225,000","175,000","215,957",47,
2007 June,"120,000","135,000","170,000","215,000","140,000","167,333",69,
2007 July,"126,000","145,000","175,000","224,000","165,000","178,378",45,
2007 August,"140,000","156,000","179,000","222,000","175,000","190,256",82,
2007 September,"125,000","145,000","180,000","220,000","165,000","173,551",69,
2007 October,"140,000","168,000","200,000","250,000","180,000","198,226",53,
2007 November,"125,000","146,000","180,000","238,000","160,000","181,667",33,
2007 December,"140,000","175,000","200,000","285,000","190,000","233,416",117,
2008 January,"155,000","181,000","200,000","205,000","200,000","185,538",13,
2008 February,"140,000","160,000","197,000","240,000","175,000","190,549",67,
2008 March,"135,000","160,000","175,000","244,000","160,000","188,030",33,
2008 April,"158,000","181,000","225,000","281,000","200,000","237,364",33,
2008 May,"136,000","171,000","200,000","285,000","187,500","205,417",12,
2008 June,"150,000","175,000","196,000","243,000","185,000","209,559",66,
2008 July,"134,000","166,000","195,000","225,000","180,000","188,408",78,
2008 August,"130,000","159,000","180,000","246,000","170,000","194,889",63,
2008 September,"101,000","146,000","185,000","222,000","160,000","174,359",92,
2008 October,"126,000","165,000","220,000","250,000","190,000","205,887",67,
2008 November,"140,000","161,000","190,000","250,000","175,000","193,982",57,
2008 December,"145,000","170,000","225,000","290,000","190,000","225,075",59,
2009 January,"180,000","190,000","220,000","275,000","195,000","233,375",36,
2009 February,"150,000","170,000","200,000","240,000","185,000","204,718",39,
2009 March,"145,000","159,000","176,000","215,000","165,000","182,427",41,
2009 April,"146,000","183,000","240,000","278,000","210,000","234,525",40,
2009 May,"140,000","150,000","180,000","275,000","167,500","204,441",34,
2009 June,"120,000","165,000","195,000","245,000","185,000","191,571",119,
2009 July,"100,000","130,000","162,000","201,000","145,000","164,548",63,
2009 August,"140,000","155,000","170,000","210,000","160,000","186,162",74,
2009 September,"140,000","155,000","200,000","230,000","175,000","205,795",39,
2009 October,"100,000","175,000","210,000","260,000","190,000","202,526",38,
2009 November,"145,000","180,000","200,000","240,000","190,000","196,652",23,
2009 December,"155,000","175,000","180,000","275,000","180,000","235,947",19,
2010 January,**,**,**,**,**,"228,083",12,
2010 February,"177,000","200,000","245,000","272,000","222,500","276,083",12,
2010 March,"170,000","195,000","225,000","315,000","220,000","234,409",19,
2010 April,"173,000","198,000","225,000","255,000","205,000","239,985",23,
2010 May,"182,000","204,000","228,000","286,000","225,000","246,375",21,
2010 June,"163,000","182,000","217,000","244,000","190,000","204,511",35,
2010 July,"162,000","199,000","220,000","266,000","205,000","219,691",81,
2010 August,"166,000","184,000","200,000","235,000","200,000","206,726",25,
2010 September,"194,000","214,000","254,000","287,000","240,000","240,232",16,
2010 October,"200,000","232,000","275,000","339,000","255,000","288,836",32,
2010 November,"193,000","220,000","240,000","302,000","235,000","260,209",23,
2010 December,"232,000","250,000","271,000","309,000","265,000","295,869",16,
2011 January,"170,000","200,000","220,000","284,000","200,000","229,770",21,
2011 February,**,**,**,**,**,"221,827",7,
2011 March,"172,000","207,000","215,000","257,000","215,000","235,493",15,
2011 April,"166,000","194,000","206,000","262,000","200,000","226,188",16,
2011 May,"196,000","236,000","274,000","310,000","262,500","250,849",18,
2011 June,"185,000","225,000","250,000","400,000","240,000","267,139",24,
2011 July,"195,000","215,000","245,000","270,000","237,500","247,673",50,
2011 August,"191,000","236,000","291,000","366,000","260,000","293,268",50,
2011 September,"189,000","225,000","240,000","312,000","227,500","245,658",28,
2011 October,"200,000","237,000","260,000","318,000","245,000","277,424",45,
2011 November,"190,000","227,000","256,000","303,000","245,000","257,817",41,
2011 December,"180,000","220,000","245,000","280,000","225,000","238,904",39,
2012 January,"205,000","220,000","240,000","270,000","227,500","233,752",24,
