"Québec — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"80,000","90,000","130,000","174,000","115,000","128,095",132,
1990 February,"80,000","90,000","105,000","168,000","95,000","115,219",90,
1990 March,"80,000","100,000","120,000","150,000","110,000","118,085",97,
1990 April,"80,000","90,000","115,000","150,000","100,000","120,584",166,
1990 May,"80,000","90,000","100,000","132,000","95,000","118,258",160,
1990 June,"75,000","85,000","100,000","135,000","90,000","111,802",785,
1990 July,"75,000","85,000","100,000","130,000","90,000","111,866",925,
1990 August,"75,000","90,000","120,000","150,000","100,000","135,816",184,
1990 September,"80,000","90,000","115,000","150,000","100,000","122,245",297,
1990 October,"85,000","110,000","140,000","180,000","120,000","136,735",193,
1990 November,"75,000","85,000","110,000","150,000","90,000","119,754",275,
1990 December,"80,000","95,000","120,000","150,000","107,500","124,538",290,
1991 January,"80,000","90,000","100,000","129,000","95,000","109,987",99,
1991 February,"85,000","100,000","125,000","160,000","115,000","139,520",108,
1991 March,"85,000","90,000","120,000","152,000","110,000","128,588",125,
1991 April,"85,000","99,000","126,000","160,000","110,000","129,758",91,
1991 May,"75,000","85,000","100,000","120,000","90,000","110,866",170,
1991 June,"80,000","90,000","110,000","130,000","100,000","118,213",574,
1991 July,"80,000","90,000","110,000","130,000","100,000","111,376",615,
1991 August,"80,000","90,000","100,000","125,000","90,000","115,090",276,
1991 September,"85,000","100,000","120,000","150,000","110,000","125,983",383,
1991 October,"80,000","100,000","120,000","150,000","110,000","129,770",239,
1991 November,"85,000","100,000","120,000","150,000","110,000","127,978",271,
1991 December,"90,000","95,000","115,000","135,000","105,000","120,459",290,
1992 January,"90,000","90,000","110,000","130,000","100,000","121,609",193,
1992 February,"90,000","100,000","120,000","140,000","110,000","123,830",121,
1992 March,"85,000","90,000","95,000","120,000","90,000","103,987",104,
1992 April,"85,000","90,000","90,000","120,000","90,000","107,919",345,
