"Saskatoon — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
2004 April,**,**,**,**,**,"197,056",50,
2004 May,"150,000","165,000","172,000","191,000","170,000","176,365",41,
2004 June,"149,000","168,000","192,000","235,000","180,000","196,343",74,
2004 July,"165,000","180,000","205,000","215,000","190,000","197,588",87,
2004 August,"140,000","165,000","195,000","215,000","172,500","182,052",61,
2004 September,"150,000","180,000","200,000","240,000","190,000","211,764",87,
2004 October,"155,000","180,000","210,000","230,000","195,000","214,509",78,
2004 November,"156,000","196,000","220,000","265,000","210,000","212,411",72,
2004 December,"150,000","180,000","214,000","250,000","192,500","193,275",68,
2005 January,"145,000","175,000","200,000","216,000","185,000","187,691",89,
2005 February,"145,000","160,000","190,000","240,000","170,000","190,689",36,
2005 March,"165,000","183,000","210,000","231,000","200,000","187,080",38,
2005 April,"155,000","182,000","215,000","250,000","200,000","209,084",62,
2005 May,"160,000","185,000","215,000","275,000","200,000","214,223",38,
2005 June,"158,000","175,000","210,000","247,000","195,000","201,919",87,
2005 July,"165,000","173,000","200,000","260,000","185,000","215,212",62,
2005 August,"165,000","181,000","219,000","262,000","202,500","215,022",83,
2005 September,"170,000","188,000","215,000","241,000","197,500","210,774",94,
2005 October,"170,000","200,000","228,000","274,000","215,000","253,740",74,
2005 November,"165,000","195,000","220,000","258,000","215,000","237,641",108,
2005 December,"170,000","185,000","215,000","230,000","200,000","210,218",61,
2006 January,"172,000","211,000","242,000","364,000","230,000","261,093",40,
2006 February,"182,000","210,000","215,000","252,000","215,000","232,189",57,
2006 March,"165,000","185,000","220,000","276,000","207,500","210,678",55,
2006 April,"170,000","193,000","215,000","252,000","205,000","230,533",54,
2006 May,"166,000","195,000","223,000","295,000","215,000","235,530",78,
2006 June,"190,000","200,000","216,000","241,000","210,000","216,893",91,
2006 July,"165,000","205,000","235,000","290,000","220,000","238,018",71,
2006 August,"175,000","190,000","240,000","285,000","215,000","236,587",82,
2006 September,"185,000","207,000","255,000","299,000","225,000","262,219",91,
2006 October,"178,000","211,000","245,000","280,000","232,500","230,639",85,
2006 November,"195,000","225,000","250,000","295,000","230,000","258,971",91,
2006 December,"180,000","210,000","233,000","264,000","230,000","234,965",62,
2007 January,"201,000","230,000","286,000","322,000","245,000","265,136",48,
2007 February,"175,000","214,000","241,000","288,000","230,000","239,583",81,
2007 March,"202,000","228,000","256,000","304,000","240,000","263,198",53,
2007 April,"194,000","235,000","246,000","318,000","240,000","257,480",68,
2007 May,"201,000","235,000","265,000","314,000","250,000","269,730",116,
2007 June,"196,000","225,000","260,000","300,000","245,000","262,552",81,
2007 July,"205,000","239,000","266,000","315,000","255,000","264,263",97,
2007 August,"210,000","260,000","310,000","366,000","287,500","305,804",82,
2007 September,"200,000","234,000","281,000","329,000","260,000","284,039",103,
2007 October,"205,000","263,000","285,000","331,000","275,000","276,274",137,
2007 November,"230,000","275,000","305,000","340,000","295,000","296,431",88,
2007 December,"210,000","245,000","287,000","336,000","267,500","271,922",110,
2008 January,"222,000","280,000","316,000","340,000","295,000","281,457",99,
2008 February,"240,000","275,000","330,000","400,000","300,000","312,819",88,
2008 March,"245,000","300,000","315,000","372,000","300,000","316,086",126,
2008 April,"270,000","319,000","351,000","388,000","330,000","321,604",118,
2008 May,"286,000","313,000","345,000","394,000","335,000","343,538",79,
2008 June,"275,000","335,000","385,000","447,000","350,000","366,663",111,
2008 July,"290,000","350,000","420,000","456,000","392,500","382,234",148,
2008 August,"350,000","375,000","407,000","475,000","395,000","408,693",134,
2008 September,"316,000","362,000","409,000","475,000","375,000","406,879",137,
2008 October,"300,000","345,000","380,000","465,000","360,000","382,368",120,
2008 November,"310,000","364,000","410,000","465,000","390,000","399,375",144,
2008 December,"272,000","330,000","375,000","435,000","347,500","358,000",136,
2009 January,"275,000","330,000","390,000","425,000","370,000","368,386",109,
2009 February,"315,000","366,000","395,000","465,000","390,000","390,236",110,
2009 March,"310,000","345,000","380,000","435,000","360,000","374,822",78,
2009 April,"296,000","337,000","398,000","454,000","375,000","376,173",105,
2009 May,"323,000","370,000","400,000","491,000","385,000","412,876",81,
2009 June,"330,000","370,000","400,000","455,000","380,000","398,057",108,
2009 July,"300,000","360,000","400,000","425,000","375,000","375,994",118,
2009 August,"300,000","344,000","376,000","428,000","360,000","385,719",90,
2009 September,"310,000","360,000","435,000","480,000","400,000","422,760",89,
2009 October,"308,000","348,000","404,000","456,000","375,000","380,251",93,
2009 November,"295,000","350,000","400,000","460,000","360,000","392,432",85,
2009 December,"250,000","325,000","375,000","460,000","345,000","352,972",179,
2010 January,"327,000","368,000","405,000","480,000","385,000","421,321",80,
2010 February,"301,000","337,000","370,000","454,000","352,500","374,087",108,
2010 March,"300,000","325,000","350,000","430,000","335,000","353,002",109,
2010 April,"294,000","343,000","395,000","460,000","365,000","376,187",115,
2010 May,"299,000","333,000","392,000","460,000","365,000","398,249",109,
2010 June,"303,000","330,000","375,000","425,000","355,000","370,598",138,
2010 July,"298,000","340,000","374,000","450,000","355,000","379,404",105,
2010 August,"305,000","354,000","390,000","445,000","375,000","381,798",121,
2010 September,"305,000","346,000","400,000","465,000","365,000","406,790",95,
2010 October,"289,000","320,000","365,000","426,000","350,000","364,416",124,
2010 November,"300,000","341,000","375,000","450,000","360,000","391,346",171,
2010 December,"300,000","332,000","375,000","434,000","350,000","369,353",165,
2011 January,"310,000","350,000","380,000","430,000","365,000","377,156",130,
2011 February,"300,000","345,000","380,000","432,000","360,000","367,238",126,
2011 March,"290,000","346,000","379,000","445,000","360,000","382,769",111,
2011 April,"300,000","346,000","370,000","434,000","360,000","372,682",121,
2011 May,"310,000","340,000","390,000","458,000","360,000","395,544",120,
2011 June,"303,000","345,000","374,000","455,000","360,000","376,371",143,
2011 July,"302,000","345,000","375,000","450,000","360,000","387,614",174,
2011 August,"302,000","330,000","371,000","448,000","350,000","389,642",136,
2011 September,"315,000","348,000","385,000","482,000","370,000","411,843",128,
2011 October,"315,000","338,000","390,000","471,000","360,000","395,829",154,
2011 November,"315,000","341,000","375,000","442,000","360,000","386,140",130,
2011 December,"315,000","345,000","395,000","485,000","370,000","416,299",151,
2012 January,"316,000","350,000","386,000","478,000","370,000","397,438",63,
2012 February,"305,000","335,000","370,000","412,000","350,000","381,095",174,
2012 March,"305,000","330,000","365,000","430,000","350,000","360,093",130,
2012 April,"315,000","350,000","385,000","480,000","367,500","409,410",134,
2012 May,"310,000","350,000","405,000","485,000","380,000","403,535",137,
2012 June,"300,000","354,000","415,000","485,000","390,000","407,116",162,
2012 July,"310,000","350,000","410,000","525,000","380,000","436,402",104,
2012 August,"335,000","385,000","464,000","572,000","420,000","462,764",136,
2012 September,"310,000","345,000","390,000","488,000","362,500","403,612",119,
2012 October,"320,000","350,000","404,000","480,000","360,000","402,220",162,
2012 November,"320,000","361,000","415,000","487,000","395,000","423,517",154,
2012 December,"320,000","350,000","394,000","472,000","365,000","407,301",199,
2013 January,"300,000","350,000","420,000","500,000","380,000","433,013",121,
2013 February,"332,000","359,000","430,000","518,000","390,000","429,382",131,
2013 March,"330,000","350,000","398,000","468,000","362,500","398,488",127,
2013 April,"330,000","375,000","425,000","512,000","400,000","425,265",184,
2013 May,"319,000","355,000","402,000","531,000","380,000","430,938",152,
2013 June,"325,000","390,000","425,000","482,000","410,000","414,176",177,
2013 July,"330,000","379,000","430,000","480,000","400,000","427,656",189,
2013 August,"340,000","400,000","450,000","526,000","425,000","452,111",131,
2013 September,"350,000","400,000","450,000","521,000","425,000","463,869",181,
2013 October,"356,000","407,000","450,000","559,000","430,000","455,765",145,
2013 November,"360,000","401,000","479,000","560,000","440,000","457,523",123,
2013 December,"385,000","429,000","460,000","520,000","442,500","451,546",124,
2014 January,"330,000","400,000","460,000","540,000","435,000","442,381",176,
2014 February,"350,000","400,000","435,000","510,000","425,000","408,484",115,
2014 March,"338,000","400,000","430,000","500,000","425,000","445,117",157,
2014 April,"350,000","400,000","445,000","500,000","435,000","430,851",159,
2014 May,"360,000","420,000","450,000","520,000","435,000","431,336",164,
2014 June,"350,000","420,000","458,000","540,000","435,000","454,960",190,
2014 July,"340,000","390,000","440,000","500,000","425,000","430,592",123,
2014 August,"380,000","425,000","460,000","530,000","440,000","439,657",109,
2014 September,"368,000","420,000","459,000","517,000","430,000","460,275",102,
2014 October,"365,000","415,000","450,000","530,000","432,500","457,594",157,
2014 November,"330,000","365,000","440,000","510,000","400,000","424,668",159,
2014 December,"356,000","385,000","433,000","500,000","410,000","459,787",128,
2015 January,"350,000","370,000","430,000","488,000","395,000","433,952",126,
2015 February,"355,000","405,000","460,000","580,000","432,500","477,043",116,
2015 March,"355,000","404,000","451,000","540,000","435,000","456,568",109,
2015 April,"351,000","390,000","440,000","523,000","415,000","443,946",168,
2015 May,"365,000","420,000","460,000","530,000","440,000","449,297",144,
2015 June,"370,000","397,000","440,000","514,000","420,000","441,075",121,
2015 July,"364,000","390,000","440,000","500,000","420,000","436,426",134,
2015 August,"370,000","400,000","450,000","550,000","430,000","460,228",111,
2015 September,"356,000","426,000","460,000","592,000","430,000","473,550",54,
2015 October,"360,000","395,000","445,000","519,000","410,000","458,291",165,
2015 November,"366,000","400,000","450,000","520,000","422,500","439,135",104,
2015 December,"340,000","385,000","430,000","490,000","400,000","422,184",120,
2016 January,"340,000","392,000","478,000","600,000","435,000","486,886",92,
2016 February,"353,000","390,000","435,000","472,000","415,000","412,885",97,
2016 March,"356,000","420,000","488,000","604,000","457,500","477,143",104,
2016 April,"350,000","386,000","427,000","471,000","412,500","434,646",89,
2016 May,"350,000","390,000","435,000","465,000","410,000","404,294",83,
2016 June,"365,000","403,000","450,000","530,000","430,000","457,381",132,
2016 July,"340,000","385,000","438,000","528,000","405,000","479,207",97,
2016 August,"348,000","397,000","438,000","530,000","420,000","445,942",78,
2016 September,"360,000","420,000","448,000","521,000","425,000","475,215",84,
2016 October,"370,000","420,000","492,000","573,000","430,000","484,820",74,
2016 November,"350,000","390,000","430,000","490,000","410,000","441,266",101,
2016 December,"350,000","390,000","445,000","580,000","410,000","492,358",118,
2017 January,"350,000","390,000","435,000","535,000","402,500","457,885",70,
2017 February,"360,000","395,000","436,000","509,000","405,000","441,840",96,
2017 March,"356,000","395,000","420,000","502,000","400,000","438,612",113,
2017 April,"348,000","391,000","449,000","552,000","410,000","456,020",77,
2017 May,"355,000","389,000","430,000","503,000","410,000","451,922",141,
2017 June,"350,000","390,000","435,000","580,000","415,000","471,342",78,
2017 July,"345,000","385,000","435,000","584,000","412,500","495,090",118,
2017 August,"340,000","385,000","420,000","575,000","400,000","438,452",96,
2017 September,"360,000","390,000","435,000","598,000","400,000","467,916",98,
2017 October,"335,000","375,000","405,000","525,000","390,000","436,365",116,
2017 November,"340,000","385,000","425,000","493,000","395,000","450,068",93,
2017 December,"355,000","390,000","438,000","540,000","410,000","480,206",119,
2018 January,"325,000","355,000","390,000","525,000","380,000","421,352",59,
2018 February,"350,000","395,000","430,000","475,000","420,000","418,993",83,
2018 March,"330,000","365,000","405,000","479,000","380,000","393,852",76,
2018 April,"365,000","405,000","475,000","540,000","435,000","457,232",72,
2018 May,"333,000","381,000","400,000","458,000","390,000","408,561",80,
2018 June,"295,000","368,000","406,000","493,000","400,000","422,233",116,
2018 July,"375,000","415,000","480,000","570,000","450,000","520,738",95,
2018 August,"370,000","395,000","447,000","554,000","427,500","469,882",95,
2018 September,"340,000","373,000","417,000","486,000","385,000","445,032",85,
2018 October,"348,000","381,000","438,000","528,000","410,000","462,128",71,
2018 November,"354,000","391,000","444,000","510,000","405,000","439,523",73,
2018 December,"340,000","385,000","445,000","500,000","415,000","426,512",81,
2019 January,"355,000","402,000","443,000","677,000","420,000","487,443",54,
2019 February,"375,000","408,000","454,000","505,000","420,000","444,364",43,
2019 March,"357,000","390,000","469,000","595,000","437,500","493,860",65,
2019 April,"336,000","385,000","420,000","575,000","400,000","452,319",74,
2019 May,"380,000","415,000","466,000","600,000","445,000","504,837",84,
2019 June,"360,000","402,000","450,000","524,000","425,000","433,763",73,
2019 July,"366,000","417,000","450,000","523,000","435,000","476,676",58,
2019 August,"379,000","417,000","470,000","636,000","455,000","547,046",71,
2019 September,"384,000","410,000","454,000","524,000","422,500","451,187",58,
2019 October,"358,000","396,000","450,000","495,000","417,500","448,521",74,
2019 November,"355,000","400,000","435,000","480,000","422,500","431,786",44,
2019 December,"360,000","394,000","450,000","490,000","417,500","435,850",80,
2020 January,"359,000","400,000","420,000","486,000","410,000","429,671",59,
2020 February,"384,000","390,000","450,000","546,000","410,000","466,090",65,
2020 March,"355,000","400,000","420,000","482,000","410,000","418,824",56,
2020 April,"360,000","420,000","455,000","523,000","432,500","460,018",63,
2020 May,"380,000","415,000","435,000","535,000","420,000","471,714",97,
2020 June,"360,000","400,000","468,000","594,000","420,000","490,182",70,
2020 July,"395,000","405,000","450,000","570,000","415,000","472,332",77,
2020 August,"355,000","400,000","453,000","509,000","422,500","452,809",93,
2020 September,"360,000","400,000","457,000","591,000","422,500","456,665",85,
2020 October,"340,000","400,000","460,000","525,000","435,000","469,043",85,
2020 November,"360,000","420,000","463,000","566,000","445,000","488,229",48,
2020 December,"344,000","375,000","420,000","492,000","410,000","425,901",102,
2021 January,"355,000","395,000","445,000","510,000","420,000","452,667",71,
2021 February,"357,000","400,000","430,000","504,000","417,500","432,044",57,
2021 March,"349,000","401,000","434,000","515,000","415,000","430,717",64,
2021 April,"350,000","385,000","439,000","484,000","415,000","425,008",90,
2021 May,"375,000","420,000","440,000","552,000","427,500","454,934",74,
2021 June,"360,000","425,000","450,000","533,000","440,000","451,638",85,
2021 July,"377,000","425,000","455,000","500,000","440,000","472,270",91,
2021 August,"385,000","447,000","475,000","524,000","470,000","461,171",94,
2021 September,"375,000","415,000","466,000","516,000","420,000","457,619",98,
2021 October,"375,000","430,000","467,000","536,000","452,500","454,433",100,
2021 November,"371,000","414,000","430,000","510,000","425,000","457,257",82,
2021 December,"410,000","440,000","475,000","545,000","455,000","519,059",88,
2022 January,**,**,**,**,**,"496,043",74,
2022 February,"404,000","430,000","484,000","696,000","452,500","520,545",63,
2022 March,"410,000","450,000","491,000","565,000","470,000","495,285",81,
2022 April,"415,000","468,000","540,000","645,000","515,000","553,212",68,
2022 May,"402,000","462,000","485,000","554,000","470,000","541,885",102,
2022 June,"410,000","451,000","507,000","581,000","487,500","500,540",80,
2022 July,"440,000","476,000","500,000","550,000","490,000","515,108",85,
2022 August,"436,000","479,000","518,000","565,000","495,000","519,877",59,
2022 September,"435,000","498,000","549,000","622,000","505,000","536,279",74,
2022 October,"447,000","500,000","546,000","633,000","510,000","536,682",67,
2022 November,"446,000","488,000","553,000","623,000","500,000","525,808",62,
2022 December,"443,000","490,000","538,000","626,000","505,000","561,647",72,
2023 January,**,**,**,**,**,"578,203",72,
2023 February,"454,000","510,000","550,000","603,000","542,500","559,070",47,
2023 March,"461,000","500,000","565,000","779,000","545,000","602,892",58,
2023 April,"445,000","470,000","600,000","780,000","507,500","655,664",47,
2023 May,"460,000","550,000","575,000","645,000","550,000","584,694",94,
2023 June,"460,000","503,000","532,000","641,000","525,000","566,360",77,
2023 July,"450,000","500,000","570,000","655,000","545,000","575,994",84,
2023 August,"450,000","501,000","549,000","652,000","525,000","547,933",77,
2023 September,"438,000","500,000","550,000","678,000","515,000","567,988",125,
2023 October,"488,000","516,000","573,000","647,000","535,000","574,014",64,
2023 November,"490,000","530,000","594,000","700,000","560,000","636,367",65,
2023 December,"470,000","496,000","528,000","644,000","500,000","632,430",57,
2024 January,**,**,**,**,**,"563,809",52,
2024 February,"450,000","490,000","550,000","670,000","500,000","542,498",58,
2024 March,"445,000","480,000","520,000","621,000","492,500","547,180",93,

Source,CMHC Market Absorption Survey
