"Oshawa — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"185,000","220,000","260,000","302,000","240,000","246,381",221,
1990 February,"170,000","200,000","240,000","293,000","220,000","235,382",256,
1990 March,"200,000","230,000","260,000","280,000","240,000","245,912",436,
1990 April,"194,000","230,000","260,000","290,000","250,000","246,351",138,
1990 May,"200,000","235,000","270,000","290,000","260,000","257,490",134,
1990 June,"205,000","240,000","263,000","290,000","250,000","257,066",145,
1990 July,"200,000","220,000","258,000","280,000","245,000","243,810",134,
1990 August,"205,000","230,000","266,000","295,000","250,000","256,317",151,
1990 September,"200,000","245,000","270,000","300,000","257,500","261,245",154,
1990 October,"190,000","215,000","245,000","270,000","230,000","236,245",196,
1990 November,"163,000","185,000","225,000","265,000","200,000","218,943",157,
1990 December,"175,000","205,000","250,000","300,000","230,000","260,442",129,
1991 January,"161,000","175,000","205,000","250,000","192,500","210,504",230,
1991 February,"165,000","185,000","220,000","260,000","200,000","216,301",81,
1991 March,"160,000","185,000","230,000","285,000","207,500","215,539",70,
1991 April,"160,000","186,000","210,000","240,000","200,000","209,058",119,
1991 May,"150,000","170,000","207,000","240,000","190,000","200,902",118,
1991 June,"150,000","175,000","215,000","265,000","195,000","217,944",159,
1991 July,"150,000","190,000","215,000","242,000","200,000","204,877",192,
1991 August,"160,000","180,000","202,000","250,000","190,000","212,079",146,
1991 September,"165,000","190,000","216,000","240,000","200,000","207,544",155,
1991 October,"170,000","200,000","225,000","260,000","215,000","218,475",124,
1991 November,"170,000","193,000","222,000","255,000","215,000","209,811",132,
1991 December,"160,000","195,000","220,000","250,000","215,000","209,659",100,
1992 January,"155,000","170,000","205,000","240,000","185,000","196,366",131,
1992 February,"140,000","155,000","190,000","236,000","165,000","177,460",94,
1992 March,"150,000","170,000","205,000","230,000","185,000","190,649",122,
