"Québec — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"80,000","90,000","130,000","174,000","115,000","133,217",120,
1990 February,"80,000","90,000","105,000","168,000","95,000","119,283",80,
1990 March,"80,000","100,000","120,000","150,000","110,000","119,307",92,
1990 April,"80,000","90,000","115,000","150,000","100,000","122,846",156,
1990 May,"80,000","90,000","100,000","132,000","95,000","120,410",152,
1990 June,"80,000","88,000","110,000","140,000","90,000","116,481",698,
1990 July,"80,000","90,000","110,000","135,000","95,000","117,268",803,
1990 August,"80,000","100,000","125,000","166,000","110,000","143,631",163,
1990 September,"80,000","95,000","120,000","150,000","100,000","127,349",266,
1990 October,"85,000","110,000","140,000","180,000","120,000","141,971",177,
1990 November,"80,000","90,000","125,000","160,000","105,000","130,600",211,
1990 December,"80,000","95,000","120,000","150,000","107,500","131,498",252,
1991 January,"80,000","90,000","100,000","129,000","95,000","113,330",90,
1991 February,"85,000","100,000","125,000","160,000","115,000","139,520",101,
1991 March,"85,000","90,000","120,000","152,000","110,000","134,020",113,
1991 April,"85,000","99,000","126,000","160,000","110,000","135,851",81,
1991 May,"80,000","90,000","105,000","130,000","95,000","117,122",141,
1991 June,"85,000","90,000","120,000","140,000","105,000","122,640",501,
1991 July,"90,000","95,000","115,000","135,000","110,000","117,102",516,
1991 August,"85,000","90,000","100,000","130,000","90,000","119,301",235,
1991 September,"90,000","105,000","125,000","160,000","117,500","131,948",336,
1991 October,"90,000","110,000","120,000","155,000","115,000","135,099",213,
1991 November,"90,000","110,000","120,000","155,000","115,000","134,543",234,
1991 December,"90,000","105,000","120,000","150,000","115,000","128,561",237,
1992 January,"90,000","100,000","115,000","142,000","110,000","126,760",167,
1992 February,"90,000","110,000","125,000","150,000","120,000","132,504",98,
1992 March,"90,000","90,000","100,000","120,000","95,000","107,182",91,
1992 April,"90,000","90,000","115,000","134,000","105,000","119,400",230,
1992 May,"90,000","95,000","115,000","130,000","105,000","120,361",170,
1992 June,"90,000","100,000","120,000","150,000","115,000","133,843",293,
1992 July,"85,000","90,000","115,000","135,000","100,000","114,105",644,
1992 August,"90,000","110,000","125,000","155,000","115,000","129,855",83,
1992 September,"85,000","94,000","120,000","150,000","110,000","123,508",341,
1992 October,"90,000","100,000","120,000","152,000","115,000","134,492",177,
1992 November,"90,000","108,000","131,000","155,000","120,000","136,357",101,
1992 December,"90,000","100,000","125,000","165,000","115,000","138,826",143,
1993 January,"80,000","110,000","130,000","150,000","120,000","119,849",90,
1993 February,"80,000","98,000","122,000","151,000","110,000","133,741",58,
1993 March,"80,000","90,000","120,000","170,000","110,000","134,583",72,
1993 April,"83,000","100,000","124,000","160,000","110,000","121,360",82,
1993 May,"74,000","90,000","110,000","152,000","95,000","131,922",103,
1993 June,"75,000","90,000","115,000","150,000","95,000","120,300",294,
1993 July,"80,000","90,000","115,000","150,000","100,000","119,538",438,
1993 August,"89,000","105,000","120,000","150,000","110,000","132,544",103,
1993 September,"85,000","95,000","120,000","150,000","110,000","124,921",239,
1993 October,"80,000","90,000","110,000","150,000","100,000","125,753",116,
1993 November,"80,000","90,000","120,000","168,000","100,000","127,218",101,
1993 December,"80,000","100,000","125,000","170,000","105,000","137,475",152,
1994 January,"75,000","90,000","107,000","130,000","90,000","107,048",83,
1994 February,"80,000","100,000","120,000","170,000","107,500","125,669",64,
1994 March,"80,000","90,000","110,000","165,000","100,000","123,295",44,
1994 April,"75,000","90,000","110,000","127,000","95,000","109,612",63,
1994 May,"80,000","90,000","102,000","130,000","92,500","112,352",108,
1994 June,"80,000","90,000","110,000","130,000","90,000","108,339",374,
1994 July,"80,000","90,000","105,000","130,000","90,000","109,155",558,
1994 August,"80,000","85,000","110,000","140,000","95,000","120,138",67,
1994 September,"80,000","95,000","120,000","160,000","110,000","126,675",206,
1994 October,"88,000","110,000","125,000","160,000","117,500","130,720",132,
1994 November,"81,000","97,000","115,000","148,000","110,000","125,129",85,
1994 December,"80,000","97,000","120,000","159,000","110,000","126,096",115,
1995 January,"82,000","104,000","146,000","224,000","120,000","153,676",71,
1995 February,"90,000","100,000","125,000","148,000","110,000","126,548",60,
1995 March,"99,000","113,000","127,000","156,000","125,000","141,358",43,
1995 April,"85,000","102,000","119,000","167,000","110,000","143,386",27,
1995 May,"90,000","105,000","125,000","169,000","115,000","136,064",75,
1995 June,"90,000","95,000","115,000","140,000","105,000","116,855",234,
1995 July,"90,000","105,000","120,000","140,000","110,000","129,050",164,
1995 August,"95,000","110,000","125,000","145,000","115,000","124,203",59,
1995 September,"90,000","100,000","115,000","150,000","110,000","121,666",220,
