"Montréal — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1998 to March 2024 Single
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1998 January,"100,000","120,000","150,000","200,000","132,500","155,453",206,
1998 February,"95,000","120,000","140,000","209,000","130,000","153,756",186,
1998 March,"100,000","125,000","143,000","194,000","130,000","150,435",110,
1998 April,"95,000","115,000","143,000","180,000","130,000","155,990",175,
1998 May,"100,000","110,000","130,000","160,000","125,000","141,758",295,
1998 June,"95,000","110,000","125,000","150,000","120,000","130,285",793,
1998 July,"100,000","115,000","130,000","155,000","120,000","131,792","1,586",
1998 August,"100,000","120,000","135,000","180,000","125,000","145,549",425,
1998 September,"110,000","125,000","145,000","190,000","135,000","154,007",361,
1998 October,"100,000","120,000","140,000","180,000","130,000","147,245",403,
1998 November,"104,000","125,000","165,000","232,000","140,000","168,391",388,
1998 December,"100,000","125,000","150,000","200,000","135,000","158,298",346,
1999 January,"104,000","128,000","157,000","231,000","140,000","172,798",268,
1999 February,"100,000","125,000","141,000","183,000","130,000","148,521",146,
1999 March,"110,000","125,000","150,000","238,000","135,000","167,477",131,
1999 April,"105,000","125,000","140,000","190,000","130,000","159,246",256,
1999 May,"105,000","126,000","150,000","182,000","140,000","151,596",477,
1999 June,"95,000","120,000","130,000","160,000","125,000","135,205","1,026",
1999 July,"100,000","120,000","135,000","165,000","130,000","143,881","1,580",
1999 August,"100,000","120,000","135,000","171,000","130,000","141,899",513,
1999 September,"110,000","131,000","155,000","222,000","140,000","166,450",582,
1999 October,"115,000","135,000","169,000","230,000","145,000","169,000",517,
1999 November,"105,000","130,000","160,000","220,000","140,000","169,449",374,
1999 December,"110,000","135,000","160,000","240,000","147,500","175,714",368,
2000 January,"110,000","130,000","150,000","225,000","140,000","165,516",239,
2000 February,"105,000","135,000","170,000","240,000","150,000","169,484",219,
2000 March,"115,000","135,000","175,000","250,000","150,000","182,271",247,
2000 April,"110,000","135,000","152,000","215,000","145,000","164,297",238,
2000 May,"120,000","140,000","160,000","224,000","150,000","174,528",405,
2000 June,"110,000","130,000","150,000","180,000","140,000","151,829",996,
