"Toronto — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"250,000","320,000","400,000","535,000","355,000","396,666","1,069",
1990 February,"245,000","315,000","405,000","536,000","350,000","412,322","1,073",
1990 March,"225,000","270,000","320,000","500,000","290,000","363,921","1,007",
1990 April,"275,000","330,000","434,000","565,000","380,000","434,361",952,
1990 May,"285,000","330,000","390,000","531,000","350,000","412,151",606,
1990 June,"220,000","285,000","361,000","465,000","320,000","376,500",971,
1990 July,"280,000","335,000","395,000","585,000","355,000","438,793",855,
1990 August,"275,000","305,000","350,000","470,000","330,000","389,305",928,
1990 September,"250,000","300,000","365,000","485,000","335,000","396,739","1,043",
1990 October,"270,000","325,000","395,000","500,000","355,000","410,863",775,
1990 November,"265,000","300,000","365,000","458,000","325,000","392,647",761,
1990 December,"250,000","295,000","360,000","455,000","320,000","385,378",875,
1991 January,"250,000","285,000","335,000","420,000","310,000","366,185","1,432",
1991 February,"250,000","285,000","350,000","500,000","315,000","388,559",713,
1991 March,"260,000","305,000","365,000","500,000","335,000","399,780",553,
1991 April,"265,000","315,000","375,000","500,000","345,000","409,848",611,
1991 May,"250,000","300,000","350,000","510,000","325,000","386,341",614,
1991 June,"255,000","325,000","430,000","587,000","385,000","452,289",637,
1991 July,"235,000","285,000","340,000","450,000","310,000","359,812",706,
1991 August,"210,000","255,000","304,000","400,000","280,000","337,324",777,
1991 September,"210,000","240,000","290,000","365,000","260,000","310,210",994,
1991 October,"205,000","255,000","320,000","390,000","280,000","325,479","1,249",
1991 November,"210,000","260,000","300,000","372,000","275,000","305,481","1,247",
1991 December,"205,000","235,000","265,000","325,000","250,000","283,226",968,
1992 January,"230,000","275,000","315,000","385,000","295,000","337,162",977,
1992 February,"225,000","265,000","305,000","395,000","280,000","317,605",759,
1992 March,"205,000","245,000","280,000","395,000","265,000","321,924",582,
1992 April,"240,000","275,000","320,000","402,000","285,000","351,456",538,
1992 May,"200,000","235,000","285,000","373,000","270,000","306,156",646,
1992 June,"250,000","310,000","370,000","395,000","370,000","369,371",907,
1992 July,"230,000","275,000","330,000","440,000","295,000","353,144",644,
1992 August,"219,000","250,000","300,000","400,000","275,000","331,266",898,
1992 September,"210,000","240,000","275,000","330,000","255,000","296,372","1,283",
1992 October,"215,000","250,000","285,000","345,000","265,000","295,619","1,003",
1992 November,"215,000","245,000","280,000","370,000","265,000","313,119",799,
1992 December,"200,000","240,000","275,000","370,000","255,000","301,485",747,
1993 January,"219,000","255,000","310,000","411,000","280,000","327,532",933,
1993 February,"220,000","255,000","300,000","395,000","280,000","313,703",652,
