"Toronto — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,**,**,**,**,**,"232,580",10,
1990 February,**,**,**,**,**,"199,700",7,
1990 March,**,**,**,**,**,"281,780",5,
1990 April,**,**,**,**,**,"252,389",9,
1990 May,"242,000","300,000","325,000","401,000","300,000","347,348",23,
1990 June,**,**,**,**,**,"310,900",12,
1990 July,"274,000","275,000","300,000","300,000","290,000","275,972",18,
1990 August,"252,000","300,000","300,000","320,000","300,000","290,138",13,
1990 September,"200,000","208,000","220,000","231,000","220,000","221,095",23,
1990 October,"165,000","165,000","210,000","238,000","165,000","215,090",41,
1990 November,**,**,**,**,**,**,2,
1990 December,"230,000","270,000","300,000","350,000","282,500","290,071",14,
1991 January,"210,000","230,000","265,000","410,000","247,500","291,479",34,
1991 February,"165,000","210,000","215,000","258,000","210,000","228,458",17,
1991 March,"213,000","216,000","224,000","271,000","220,000","228,694",17,
1991 April,**,**,**,**,**,"271,609",11,
1991 May,**,**,**,**,**,**,4,
1991 June,**,**,**,**,**,"278,333",6,
1991 July,**,**,**,**,**,"157,421",14,
1991 August,**,**,**,**,**,"212,860",15,
1991 September,**,**,**,**,**,**,4,
1991 October,"250,000","282,000","290,000","292,000","290,000","278,235",17,
1991 November,"135,000","140,000","150,000","369,000","140,000","249,313",16,
1991 December,**,**,**,**,**,"171,288",8,
1992 January,"150,000","160,000","256,000","290,000","160,000","234,063",27,
1992 February,"165,000","171,000","175,000","189,000","175,000","179,246",37,
1992 March,**,**,**,**,**,"204,917",6,
1992 April,**,**,**,**,**,"235,417",12,
1992 May,**,**,**,**,**,**,3,
1992 June,**,**,**,**,**,"234,408",13,
1992 July,**,**,**,**,**,"167,878",9,
1992 August,"170,000","175,000","265,000","390,000","200,000","258,023",30,
1992 September,"180,000","180,000","180,000","185,000","180,000","186,115",151,
1992 October,"175,000","180,000","190,000","190,000","185,000","185,932",80,
1992 November,"180,000","180,000","185,000","190,000","180,000","190,166",75,
1992 December,"175,000","180,000","185,000","188,000","180,000","195,863",53,
1993 January,"175,000","180,000","180,000","190,000","180,000","188,219",118,
1993 February,"180,000","180,000","190,000","230,000","185,000","203,348",89,
1993 March,"175,000","185,000","190,000","240,000","185,000","203,385",91,
1993 April,"165,000","170,000","180,000","185,000","175,000","178,516",124,
1993 May,"165,000","175,000","175,000","185,000","175,000","186,803",67,
1993 June,"165,000","170,000","175,000","195,000","175,000","194,382",68,
1993 July,"170,000","175,000","175,000","180,000","175,000","185,275",67,
1993 August,"165,000","175,000","180,000","180,000","175,000","176,094",55,
1993 September,"170,000","170,000","175,000","180,000","175,000","183,164",49,
1993 October,"155,000","160,000","184,000","190,000","175,000","182,405",42,
1993 November,"155,000","160,000","166,000","190,000","160,000","174,759",76,
1993 December,"155,000","160,000","175,000","185,000","165,000","176,037",78,
1994 January,"150,000","156,000","165,000","175,000","160,000","164,450",62,
1994 February,"150,000","160,000","165,000","175,000","160,000","168,983",106,
1994 March,"155,000","160,000","160,000","172,000","160,000","176,342",37,
1994 April,"155,000","160,000","165,000","200,000","165,000","184,807",40,
1994 May,"165,000","170,000","175,000","185,000","170,000","189,859",74,
1994 June,"159,000","165,000","175,000","185,000","170,000","177,289",123,
1994 July,"155,000","160,000","170,000","180,000","170,000","171,908",153,
1994 August,"160,000","161,000","170,000","175,000","165,000","179,914",97,
1994 September,"155,000","165,000","170,000","190,000","170,000","178,137",164,
1994 October,"160,000","165,000","170,000","175,000","165,000","168,040",183,
1994 November,"160,000","170,000","175,000","187,000","170,000","183,925",137,
1994 December,"165,000","170,000","175,000","180,000","170,000","185,134",110,
1995 January,"160,000","170,000","175,000","180,000","170,000","177,375",78,
1995 February,"175,000","175,000","180,000","190,000","180,000","189,925",82,
1995 March,"165,000","165,000","175,000","190,000","170,000","196,870",39,
1995 April,"165,000","175,000","175,000","195,000","175,000","191,460",61,
1995 May,"161,000","170,000","175,000","180,000","175,000","175,574",50,
1995 June,"170,000","175,000","195,000","225,000","180,000","197,149",84,
1995 July,"169,000","170,000","175,000","185,000","175,000","188,026",53,
1995 August,"165,000","170,000","175,000","195,000","170,000","181,258",98,
1995 September,"169,000","170,000","175,000","190,000","170,000","183,903",93,
1995 October,"160,000","169,000","175,000","190,000","170,000","179,139",66,
1995 November,"165,000","165,000","170,000","200,000","170,000","185,321",54,
1995 December,"165,000","175,000","175,000","191,000","175,000","180,733",88,
1996 January,"170,000","175,000","175,000","185,000","175,000","202,716",67,
1996 February,"175,000","180,000","190,000","229,000","190,000","210,104",80,
1996 March,"170,000","175,000","180,000","225,000","180,000","206,152",57,
1996 April,"170,000","170,000","180,000","195,000","175,000","204,375",107,
1996 May,"165,000","170,000","175,000","190,000","175,000","180,443",91,
1996 June,"169,000","175,000","185,000","203,000","180,000","197,698",63,
1996 July,"155,000","170,000","175,000","185,000","175,000","212,260",88,
1996 August,"155,000","165,000","175,000","185,000","175,000","185,898",108,
1996 September,"170,000","175,000","185,000","225,000","180,000","207,333",114,
1996 October,"140,000","155,000","165,000","175,000","160,000","162,330",189,
1996 November,"145,000","165,000","170,000","180,000","170,000","178,771",160,
1996 December,"155,000","170,000","185,000","205,000","180,000","189,293",156,
1997 January,"160,000","170,000","175,000","195,000","175,000","182,708",154,
1997 February,"160,000","165,000","175,000","190,000","170,000","179,940",146,
1997 March,"160,000","175,000","185,000","200,000","175,000","187,719",142,
1997 April,"160,000","175,000","185,000","205,000","180,000","187,094",139,
1997 May,"165,000","175,000","180,000","210,000","175,000","202,303",197,
1997 June,"165,000","170,000","185,000","200,000","175,000","190,163",137,
1997 July,"165,000","170,000","180,000","200,000","175,000","190,831",211,
1997 August,"165,000","175,000","180,000","204,000","180,000","184,355",230,
1997 September,"165,000","175,000","185,000","210,000","180,000","189,327",242,
1997 October,"175,000","180,000","190,000","205,000","185,000","198,321",157,
1997 November,"170,000","175,000","185,000","204,000","180,000","191,423",260,
1997 December,"165,000","175,000","180,000","213,000","180,000","203,575",185,
1998 January,"160,000","170,000","180,000","200,000","175,000","185,007",274,
1998 February,"160,000","170,000","180,000","185,000","175,000","178,956",135,
1998 March,"160,000","170,000","175,000","190,000","170,000","181,386",279,
1998 April,"160,000","170,000","180,000","190,000","175,000","180,981",176,
1998 May,"165,000","170,000","185,000","200,000","180,000","188,746",165,
1998 June,"165,000","175,000","185,000","200,000","180,000","188,330",220,
1998 July,"170,000","180,000","185,000","205,000","185,000","192,578",119,
1998 August,"170,000","180,000","185,000","200,000","180,000","193,859",139,
1998 September,"173,000","185,000","195,000","215,000","190,000","200,392",142,
1998 October,"180,000","185,000","195,000","205,000","190,000","197,523",190,
1998 November,"175,000","190,000","205,000","220,000","195,000","199,946",224,
1998 December,"180,000","190,000","200,000","220,000","195,000","208,311",228,
1999 January,"180,000","190,000","200,000","225,000","190,000","217,590",157,
1999 February,"180,000","190,000","205,000","230,000","200,000","206,298",298,
1999 March,"180,000","200,000","215,000","235,000","205,000","208,270",342,
1999 April,"180,000","195,000","205,000","225,000","200,000","213,344",305,
1999 May,"185,000","200,000","215,000","235,000","210,000","218,689",225,
1999 June,"180,000","190,000","200,000","215,000","195,000","201,606",560,
1999 July,"185,000","200,000","215,000","225,000","205,000","211,172",365,
1999 August,"180,000","195,000","215,000","230,000","205,000","210,608",471,
1999 September,"180,000","195,000","210,000","229,000","205,000","210,980",395,
1999 October,"180,000","200,000","215,000","240,000","205,000","214,582",388,
1999 November,"185,000","195,000","210,000","220,000","205,000","208,283",322,
1999 December,"195,000","205,000","210,000","225,000","210,000","227,487",240,
2000 January,"185,000","205,000","210,000","220,000","210,000","210,610",453,
2000 February,"175,000","190,000","205,000","215,000","195,000","200,352",486,
2000 March,"180,000","195,000","210,000","230,000","205,000","207,819",307,
2000 April,"185,000","200,000","210,000","225,000","205,000","210,347",336,
2000 May,"190,000","210,000","220,000","235,000","220,000","218,659",349,
2000 June,"185,000","200,000","210,000","225,000","205,000","210,260",474,
2000 July,"185,000","195,000","210,000","225,000","200,000","205,593",509,
2000 August,"190,000","205,000","215,000","230,000","210,000","213,772",500,
