"Charlottetown — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"80,000","82,000","100,000","148,000","92,500","106,633",30,
1990 February,"86,000","102,000","120,000","157,000","115,000","115,667",12,
1990 March,"68,000","109,000","130,000","176,000","120,000","120,615",13,
1990 April,"82,000","95,000","110,000","150,000","100,000","112,500",16,
1990 May,**,**,**,**,**,"148,333",6,
1990 June,"80,000","91,000","105,000","134,000","100,000","104,176",17,
1990 July,"70,000","90,000","110,000","150,000","105,000","108,842",19,
1990 August,"85,000","98,000","125,000","141,000","125,000","116,030",33,
1990 September,"79,000","100,000","130,000","172,000","115,000","125,231",26,
1990 October,"79,000","93,000","134,000","181,000","100,000","128,250",28,
1990 November,"98,000","106,000","115,000","130,000","115,000","114,706",17,
1990 December,"90,000","95,000","100,000","125,000","100,000","106,963",27,
1991 January,"73,000","90,000","108,000","154,000","90,000","112,094",32,
1991 February,"80,000","95,000","120,000","160,000","112,500","117,875",24,
1991 March,"72,000","119,000","125,000","134,000","125,000","113,182",11,
1991 April,**,**,**,**,**,"117,143",7,
1991 May,"85,000","90,000","132,000","164,000","117,500","125,222",18,
1991 June,**,**,**,**,**,"116,875",8,
1991 July,"88,000","102,000","120,000","154,000","115,000","119,000",12,
1991 August,"85,000","108,000","120,000","131,000","115,000","109,944",18,
1991 September,"75,000","85,000","107,000","130,000","95,000","98,913",23,
1991 October,"65,000","85,000","98,000","123,000","90,000","100,095",21,
1991 November,"75,000","90,000","100,000","140,000","97,500","108,063",32,
1991 December,"86,000","120,000","133,000","164,000","120,000","124,800",25,
1992 January,"90,000","110,000","140,000","160,000","110,000","127,368",19,
1992 February,"90,000","115,000","130,000","180,000","122,500","134,857",14,
1992 March,"80,000","95,000","130,000","180,000","125,000","132,857",14,
1992 April,**,**,**,**,**,"110,333",6,
1992 May,"101,000","120,000","148,000","200,000","140,000","148,347",15,
1992 June,"85,000","90,000","120,000","140,000","90,000","107,571",14,
1992 July,"93,000","116,000","122,000","151,000","120,000","123,870",23,
1992 August,"90,000","95,000","120,000","120,000","100,000","105,579",19,
1992 September,"88,000","120,000","136,000","159,000","120,000","126,588",17,
1992 October,"90,000","118,000","140,000","159,000","132,500","124,500",26,
1992 November,"100,000","109,000","126,000","148,000","120,000","121,938",16,
1992 December,"87,000","94,000","100,000","114,000","95,000","101,182",11,
1993 January,"90,000","131,000","148,000","180,000","140,000","142,406",32,
1993 February,**,**,**,**,**,"103,889",9,
1993 March,**,**,**,**,**,"140,556",9,
1993 April,"85,000","97,000","144,000","180,000","117,500","127,100",10,
1993 May,"85,000","93,000","142,000","180,000","120,000","131,909",11,
1993 June,**,**,**,**,**,"102,000",8,
1993 July,"88,000","110,000","130,000","157,000","120,000","122,471",17,
1993 August,"84,000","120,000","135,000","146,000","125,000","119,565",23,
1993 September,"98,000","122,000","138,000","150,000","130,000","125,091",22,
1993 October,"85,000","110,000","134,000","151,000","120,000","120,957",23,
1993 November,"98,000","120,000","130,000","137,000","125,000","120,333",12,
1993 December,"90,000","115,000","125,000","140,000","120,000","125,231",39,
1994 January,**,**,**,**,**,"131,667",9,
1994 February,"110,000","120,000","130,000","130,000","125,000","125,286",14,
1994 March,"88,000","105,000","128,000","140,000","115,000","116,176",17,
1994 April,"100,000","105,000","106,000","132,000","105,000","114,091",11,
1994 May,**,**,**,**,**,"102,750",8,
1994 June,"94,000","110,000","120,000","143,000","115,000","117,313",16,
1994 July,"100,000","114,000","120,000","136,000","120,000","117,200",15,
1994 August,"100,000","100,000","110,000","131,000","105,000","108,394",33,
1994 September,"97,000","118,000","130,000","140,000","127,500","125,063",16,
1994 October,"82,000","105,000","118,000","140,000","110,000","114,880",25,
1994 November,"88,000","110,000","130,000","158,000","122,500","122,455",22,
1994 December,"86,000","107,000","116,000","130,000","110,000","110,996",25,
1995 January,"80,000","90,000","100,000","130,000","100,000","100,538",24,
1995 February,**,**,**,**,**,"108,222",9,
1995 March,"90,000","90,000","112,000","130,000","90,000","110,000",11,
1995 April,**,**,**,**,**,"121,989",9,
1995 May,**,**,**,**,**,"111,625",8,
1995 June,"90,000","100,000","110,000","130,000","102,500","106,786",14,
1995 July,"110,000","118,000","122,000","152,000","120,000","125,000",16,
1995 August,"93,000","96,000","110,000","127,000","105,000","107,750",12,
1995 September,"100,000","120,000","130,000","180,000","120,000","134,474",19,
1995 October,"94,000","108,000","124,000","144,000","115,000","120,826",23,
1995 November,"85,000","95,000","110,000","120,000","102,500","103,500",14,
1995 December,"80,000","95,000","110,000","140,000","105,000","112,000",14,
1996 January,"100,000","100,000","110,000","160,000","107,500","120,929",14,
1996 February,"95,000","120,000","120,000","140,000","120,000","116,000",19,
1996 March,**,**,**,**,**,"135,000",7,
1996 April,"103,000","128,000","136,000","156,000","130,000","134,545",11,
1996 May,"98,000","102,000","110,000","132,000","110,000","119,583",12,
1996 June,**,**,**,**,**,"106,222",9,
1996 July,"94,000","110,000","120,000","123,000","115,000","113,188",16,
1996 August,"100,000","120,000","148,000","180,000","130,000","136,000",18,
1996 September,"104,000","120,000","130,000","152,000","122,500","129,731",26,
1996 October,"85,000","115,000","120,000","174,000","120,000","131,556",27,
1996 November,"81,000","102,000","120,000","156,000","110,000","121,520",25,
1996 December,"94,000","110,000","114,000","122,000","110,000","113,043",23,
1997 January,"80,000","90,000","104,000","136,000","100,000","105,188",16,
1997 February,"106,000","123,000","130,000","140,000","125,000","125,826",23,
1997 March,"90,000","100,000","110,000","120,000","105,000","104,429",14,
1997 April,**,**,**,**,**,"117,250",4,
1997 May,**,**,**,**,**,"150,625",8,
1997 June,"97,000","100,000","117,000","125,000","105,000","107,944",18,
1997 July,**,**,**,**,**,"128,000",5,
1997 August,"80,000","100,000","110,000","130,000","105,000","105,500",14,
1997 September,"100,000","110,000","125,000","144,000","120,000","124,500",32,
1997 October,"101,000","114,000","130,000","140,000","122,500","124,867",30,
1997 November,"100,000","116,000","134,000","160,000","130,000","128,308",13,
1997 December,"89,000","110,000","122,000","138,000","117,500","116,875",16,
1998 January,**,**,**,**,**,"105,000",8,
1998 February,"90,000","104,000","120,000","172,000","110,000","122,133",15,
1998 March,**,**,**,**,**,"91,750",8,
1998 April,**,**,**,**,**,"110,000",4,
1998 May,"112,000","123,000","160,000","205,000","147,500","152,667",12,
1998 June,"94,000","108,000","120,000","128,000","120,000","113,383",18,
1998 July,"95,000","110,000","120,000","123,000","120,000","111,810",21,
1998 August,"80,000","120,000","120,000","127,000","120,000","110,824",17,
1998 September,"97,000","118,000","122,000","140,000","120,000","117,188",16,
1998 October,"100,000","114,000","128,000","147,000","120,000","127,150",20,
1998 November,"95,000","113,000","133,000","156,000","125,000","133,750",12,
1998 December,"100,000","116,000","125,000","149,000","125,000","127,412",17,
1999 January,**,**,**,**,**,"108,125",8,
1999 February,"90,000","105,000","111,000","126,000","110,000","108,818",11,
1999 March,"77,000","109,000","120,000","125,000","120,000","108,308",13,
1999 April,**,**,**,**,**,"213,000",5,
1999 May,"80,000","85,000","95,000","125,000","90,000","101,786",14,
1999 June,"86,000","99,000","121,000","142,000","110,000","112,333",15,
1999 July,"109,000","125,000","146,000","182,000","125,000","145,385",13,
1999 August,"99,000","118,000","132,000","154,000","125,000","142,609",23,
1999 September,"100,000","114,000","128,000","149,000","120,000","122,600",25,
1999 October,"65,000","115,000","143,000","154,000","127,500","125,182",22,
1999 November,"100,000","109,000","135,000","165,000","115,000","132,000",25,
1999 December,"86,000","122,000","139,000","147,000","135,000","127,059",17,
2000 January,"87,000","103,000","141,000","158,000","117,500","119,375",16,
2000 February,"114,000","135,000","144,000","160,000","135,000","135,000",17,
2000 March,"71,000","97,000","115,000","126,000","105,000","103,235",17,
2000 April,**,**,**,**,**,"167,857",7,
2000 May,"70,000","92,000","147,000","166,000","100,000","116,818",11,
2000 June,"65,000","90,000","105,000","150,000","90,000","113,929",14,
2000 July,"73,000","107,000","125,000","167,000","120,000","145,556",27,
2000 August,"88,000","107,000","128,000","140,000","117,500","126,000",20,
2000 September,"92,000","105,000","125,000","130,000","115,000","118,677",31,
2000 October,"90,000","108,000","134,000","145,000","125,000","125,316",38,
2000 November,"94,000","130,000","145,000","190,000","140,000","158,030",33,
2000 December,"90,000","130,000","145,000","165,000","135,000","143,421",19,
2001 January,"95,000","110,000","132,000","181,000","120,000","135,217",23,
2001 February,"135,000","140,000","144,000","171,000","140,000","159,091",11,
2001 March,"113,000","121,000","125,000","161,000","125,000","130,417",12,
2001 April,"116,000","140,000","156,000","188,000","145,000","149,000",10,
2001 May,"113,000","130,000","153,000","185,000","130,000","146,333",15,
2001 June,**,**,**,**,**,"165,556",9,
2001 July,"103,000","116,000","124,000","187,000","120,000","130,833",12,
2001 August,"88,000","116,000","120,000","135,000","120,000","116,136",22,
2001 September,"100,000","125,000","165,000","175,000","140,000","138,069",29,
2001 October,"100,000","120,000","142,000","168,000","127,500","140,667",36,
2001 November,"97,000","127,000","165,000","195,000","150,000","155,577",26,
2001 December,"97,000","140,000","156,000","185,000","145,000","152,000",25,
2002 January,"95,000","110,000","135,000","165,000","115,000","130,000",17,
2002 February,"121,000","180,000","193,000","220,000","182,500","204,167",12,
2002 March,"110,000","150,000","175,000","200,000","167,500","160,357",14,
2002 April,"86,000","117,000","129,000","189,000","120,000","131,400",10,
2002 May,"100,000","112,000","147,000","239,000","117,500","457,750",16,
2002 June,**,**,**,**,**,"110,833",6,
2002 July,"100,000","120,000","147,000","186,000","135,000","147,485",33,
2002 August,"110,000","150,000","180,000","225,000","160,000","169,211",19,
2002 September,"125,000","140,000","175,000","195,000","155,000","165,208",24,
2002 October,"122,000","147,000","175,000","189,000","162,500","163,200",50,
2002 November,"129,000","158,000","172,000","194,000","165,000","176,121",33,
2002 December,"150,000","165,000","175,000","205,000","165,000","185,138",29,
2003 January,"137,000","153,000","176,000","193,000","165,000","168,238",21,
2003 February,"129,000","148,000","174,000","205,000","160,000","166,077",13,
2003 March,**,**,**,**,**,"180,000",8,
2003 April,"128,000","153,000","198,000","312,000","177,500","215,833",12,
2003 May,**,**,**,**,**,"188,667",9,
2003 June,"114,000","160,000","188,000","475,000","180,000","245,500",10,
2003 July,"110,000","136,000","160,000","180,000","155,000","147,000",27,
2003 August,"119,000","145,000","179,000","206,000","167,500","177,938",32,
2003 September,"130,000","165,000","194,000","253,000","182,500","191,571",28,
2003 October,"109,000","138,000","200,000","304,000","175,000","270,938",32,
2003 November,"125,000","145,000","168,000","200,000","155,000","170,250",36,
2003 December,"115,000","140,000","160,000","190,000","155,000","159,592",49,
2004 January,"120,000","163,000","184,000","242,000","172,500","183,750",28,
2004 February,"125,000","135,000","167,000","183,000","155,000","187,857",21,
2004 March,**,**,**,**,**,"188,125",8,
2004 April,**,**,**,**,**,"160,000",8,
2004 May,"125,000","129,000","140,000","180,000","137,500","155,500",10,
2004 June,"99,000","140,000","173,000","258,000","147,500","182,500",18,
2004 July,"114,000","159,000","182,000","215,000","167,500","176,154",26,
2004 August,"130,000","145,000","171,000","210,000","155,000","169,152",66,
2004 September,"127,000","145,000","175,000","210,000","165,000","181,585",41,
2004 October,"137,000","164,000","181,000","223,000","170,000","181,750",36,
2004 November,"118,000","165,000","197,000","241,000","190,000","188,043",23,
2004 December,"150,000","169,000","201,000","223,000","185,000","188,805",41,
2005 January,"124,000","153,000","167,000","221,000","160,000","178,814",43,
2005 February,"129,000","140,000","169,000","196,000","145,000","159,478",23,
2005 March,**,**,**,**,**,"194,444",9,
2005 April,"154,000","176,000","205,000","231,000","182,500","202,444",18,
2005 May,"160,000","196,000","210,000","227,000","210,000","201,154",13,
2005 June,"132,000","158,000","181,000","280,000","165,000","207,167",18,
2005 July,"116,000","147,000","177,000","190,000","162,500","164,000",20,
2005 August,"146,000","155,000","185,000","208,000","172,500","175,667",30,
2005 September,"163,000","170,000","184,000","236,000","170,000","188,478",23,
2005 October,"165,000","190,000","200,000","265,000","190,000","213,841",44,
2005 November,"150,000","175,000","195,000","250,000","182,500","201,205",44,
2005 December,"140,000","165,000","178,000","200,000","165,000","175,857",35,
2006 January,"120,000","155,000","188,000","233,000","177,500","181,250",20,
2006 February,"118,000","142,000","158,000","197,000","155,000","164,667",15,
2006 March,"128,000","144,000","189,000","226,000","172,500","175,750",12,
2006 April,"153,000","171,000","189,000","224,000","180,000","188,148",27,
2006 May,"135,000","150,000","155,000","220,000","155,000","165,000",14,
2006 June,**,**,**,**,**,"155,000",7,
2006 July,"141,000","155,000","177,000","274,000","157,500","193,500",20,
2006 August,"155,000","160,000","165,000","220,000","165,000","180,172",29,
2006 September,"159,000","184,000","216,000","275,000","195,000","210,714",21,
2006 October,"120,000","165,000","195,000","240,000","187,500","185,909",44,
2006 November,"155,000","175,000","195,000","235,000","180,000","196,515",33,
2006 December,"130,000","168,000","196,000","260,000","182,500","198,750",28,
2007 January,"131,000","175,000","185,000","192,000","177,500","169,318",22,
2007 February,"115,000","148,000","229,000","245,000","165,000","194,000",18,
2007 March,"125,000","167,000","195,000","265,000","190,000","193,000",15,
2007 April,"160,000","174,000","200,000","242,000","180,000","195,769",13,
2007 May,**,**,**,**,**,"234,375",8,
2007 June,"154,000","168,000","176,000","188,000","175,000","175,455",11,
2007 July,"120,000","161,000","192,000","265,000","182,500","190,833",18,
2007 August,"125,000","160,000","185,000","235,000","180,000","181,034",29,
2007 September,"155,000","175,000","190,000","220,000","175,000","189,897",29,
2007 October,"137,000","178,000","200,000","241,000","185,000","204,850",53,
2007 November,"135,000","175,000","200,000","250,000","192,500","204,792",24,
2007 December,"127,000","152,000","188,000","256,000","175,000","185,857",35,
2008 January,"125,000","160,000","195,000","240,000","180,000","196,379",29,
2008 February,"161,000","182,000","218,000","259,000","210,000","217,571",35,
2008 March,"140,000","180,000","230,000","250,000","205,000","203,022",19,
2008 April,"160,000","185,000","192,000","215,000","187,500","191,944",18,
2008 May,**,**,**,**,**,"173,571",7,
2008 June,"176,000","220,000","262,000","321,000","250,000","246,364",11,
2008 July,"150,000","165,000","218,000","300,000","190,000","208,077",13,
2008 August,"165,000","190,000","208,000","222,000","195,000","206,111",27,
2008 September,"141,000","177,000","216,000","287,000","190,000","212,655",30,
2008 October,"134,000","171,000","200,000","231,000","180,000","190,227",22,
2008 November,"175,000","198,000","220,000","250,000","215,000","212,983",58,
2008 December,"151,000","180,000","226,000","270,000","195,000","208,611",36,
2009 January,"171,000","182,000","219,000","283,000","190,000","266,333",15,
2009 February,"137,000","182,000","206,000","272,000","192,500","204,575",20,
2009 March,"183,000","200,000","231,000","292,000","225,000","233,538",13,
2009 April,"112,000","225,000","236,000","240,000","227,500","201,500",10,
2009 May,"194,000","225,000","252,000","295,000","230,000","235,385",13,
2009 June,"180,000","198,000","213,000","275,000","210,000","221,667",15,
2009 July,"152,000","192,000","257,000","350,000","210,000","286,182",22,
2009 August,"171,000","180,000","263,000","380,000","200,000","250,667",15,
2009 September,**,**,**,**,**,"259,000",5,
2009 October,"152,000","175,000","200,000","251,000","182,500","201,200",40,
2009 November,"183,000","219,000","257,000","317,000","242,500","270,197",38,
2009 December,"182,000","222,000","275,000","312,000","245,000","264,944",36,
2010 January,"160,000","185,000","235,000","300,000","210,000","240,256",39,
2010 February,"173,000","196,000","225,000","275,000","210,000","240,217",23,
2010 March,"155,000","215,000","240,000","275,000","225,000","221,526",19,
2010 April,"150,000","200,000","290,000","310,000","205,000","263,214",14,
2010 May,**,**,**,**,**,"218,571",7,
2010 June,**,**,**,**,**,"242,222",9,
2010 July,"145,000","195,000","208,000","249,000","200,000","213,553",17,
2010 August,"190,000","204,000","233,000","275,000","220,000","231,538",26,
2010 September,"171,000","202,000","267,000","340,000","220,000","243,000",15,
2010 October,**,**,**,**,**,"236,863",8,
2010 November,"181,000","217,000","228,000","298,000","225,000","229,800",40,
2010 December,"190,000","217,000","251,000","300,000","230,000","242,897",37,
2011 January,"180,000","200,000","240,000","271,000","220,000","230,476",21,
2011 February,**,**,**,**,**,"240,000",9,
2011 March,**,**,**,**,**,"230,286",7,
2011 April,"180,000","225,000","240,000","260,000","230,000","227,500",14,
2011 May,**,**,**,**,**,**,1,
2011 June,"174,000","193,000","240,000","292,000","200,000","222,522",23,
2011 July,"180,000","235,000","275,000","350,000","257,500","269,145",24,
2011 August,**,**,**,**,**,"177,271",7,
2011 September,"195,000","240,000","250,000","283,000","250,000","242,852",31,
2011 October,"132,000","185,000","242,000","278,000","225,000","221,348",23,
2011 November,"185,000","230,000","250,000","275,000","240,000","239,042",24,
2011 December,"220,000","240,000","284,000","383,000","280,000","286,824",17,
2012 January,"181,000","195,000","255,000","290,000","250,000","256,740",15,
2012 February,"180,000","225,000","240,000","275,000","230,000","246,764",14,
2012 March,**,**,**,**,**,"325,911",9,
2012 April,"206,000","228,000","254,000","390,000","242,500","277,494",16,
2012 May,**,**,**,**,**,"268,750",8,
2012 June,**,**,**,**,**,"279,352",6,
2012 July,"150,000","199,000","275,000","370,000","230,000","257,429",17,
2012 August,**,**,**,**,**,"253,214",7,
2012 September,"165,000","234,000","278,000","381,000","257,500","285,509",22,
2012 October,"186,000","220,000","269,000","390,000","242,500","274,873",22,
2012 November,"180,000","184,000","196,000","250,000","190,000","210,440",15,
2012 December,"232,000","290,000","330,000","339,000","295,000","315,272",25,
2013 January,"190,000","230,000","275,000","320,000","265,000","263,132",19,
2013 February,"235,000","260,000","280,000","360,000","267,500","280,136",14,
2013 March,"184,000","218,000","246,000","357,000","220,000","247,500",11,
2013 April,"210,000","242,000","278,000","392,000","260,000","301,892",12,
2013 May,"190,000","243,000","298,000","360,000","270,000","276,611",28,
2013 June,"243,000","272,000","290,000","336,000","280,000","296,109",22,
2013 July,"224,000","260,000","300,000","443,000","280,000","318,800",13,
2013 August,"166,000","222,000","280,000","430,000","235,000","269,583",12,
2013 September,**,**,**,**,**,"288,433",9,
2013 October,**,**,**,**,**,"285,300",7,
2013 November,"224,000","274,000","374,000","476,000","285,000","337,710",10,
2013 December,"216,000","242,000","276,000","339,000","250,000","291,076",17,
2014 January,"232,000","250,000","364,000","438,000","265,000","335,440",10,
2014 February,**,**,**,**,**,"305,267",6,
2014 March,"234,000","334,000","392,000","496,000","340,000","366,633",15,
2014 April,**,**,**,**,**,"265,578",9,
2014 May,"226,000","262,000","288,000","372,000","275,000","300,471",17,
2014 June,"250,000","250,000","270,000","280,000","260,000","289,580",10,
2014 July,**,**,**,**,**,**,3,
2014 August,**,**,**,**,**,"313,540",5,
2014 September,"184,000","250,000","322,000","384,000","300,000","301,852",21,
2014 October,"230,000","306,000","336,000","368,000","330,000","308,906",15,
2014 November,**,**,**,**,**,"224,344",9,
2014 December,"226,000","277,000","292,000","388,000","282,500","296,919",16,
2015 January,"250,000","290,000","300,000","334,000","290,000","330,206",18,
2015 February,"214,000","242,000","258,000","374,000","250,000","305,500",12,
2015 March,**,**,**,**,**,**,3,
2015 April,**,**,**,**,**,"379,860",5,
2015 May,"230,000","260,000","290,000","390,000","270,000","286,463",19,
2015 June,"190,000","246,000","280,000","336,000","270,000","265,469",13,
2015 July,"236,000","264,000","324,000","376,000","320,000","313,142",12,
2015 August,**,**,**,**,**,"302,718",6,
2015 September,"214,000","240,000","256,000","344,000","245,000","273,056",16,
2015 October,**,**,**,**,**,"317,360",5,
2015 November,"272,000","372,000","412,000","535,000","400,000","413,131",13,
2015 December,**,**,**,**,**,"238,540",5,
2016 January,"224,000","314,000","342,000","396,000","325,000","324,237",16,
2016 February,"214,000","262,000","290,000","352,000","290,000","330,267",15,
2016 March,"230,000","290,000","320,000","370,000","300,000","310,757",14,
2016 April,**,**,**,**,**,"254,000",4,
2016 May,"220,000","252,000","338,000","380,000","295,000","300,434",32,
2016 June,**,**,**,**,**,**,3,
2016 July,**,**,**,**,**,**,1,
2016 August,**,**,**,**,**,"249,225",8,
2016 September,"246,000","272,000","328,000","364,000","290,000","308,906",17,
2016 October,**,**,**,**,**,"252,720",5,
2016 November,"200,000","226,000","262,000","306,000","240,000","256,082",22,
2016 December,**,**,**,**,**,**,0,
2017 January,"198,000","234,000","296,000","366,000","265,000","276,250",12,
2017 February,**,**,**,**,**,"282,500",6,
2017 March,**,**,**,**,**,"295,813",8,
2017 April,"248,000","288,000","383,000","452,000","365,000","345,628",18,
2017 May,"230,000","277,000","355,000","402,000","325,000","343,792",13,
2017 June,"240,000","327,000","350,000","386,000","340,000","348,600",10,
2017 July,"175,000","230,000","285,000","390,000","270,000","278,560",29,
2017 August,"92,000","178,000","240,000","364,000","210,000","225,438",16,
2017 September,"195,000","251,000","289,000","429,000","275,000","293,128",15,
2017 October,"204,000","303,000","334,000","421,000","325,000","320,289",27,
2017 November,"260,000","314,000","367,000","414,000","330,000","362,774",25,
2017 December,"225,000","320,000","355,000","390,000","332,500","327,715",34,
2018 January,"179,000","285,000","357,000","520,000","310,000","347,700",22,
2018 February,"283,000","328,000","354,000","435,000","335,000","385,846",18,
2018 March,"225,000","288,000","360,000","422,000","325,000","347,021",28,
2018 April,"230,000","305,000","376,000","455,000","325,000","342,926",42,
2018 May,"293,000","338,000","388,000","484,000","382,500","386,052",20,
2018 June,**,**,**,**,**,**,3,
2018 July,"280,000","330,000","365,000","470,000","345,000","377,392",24,
2018 August,"259,000","377,000","425,000","456,000","397,500","378,750",22,
2018 September,**,**,**,**,**,"333,000",5,
2018 October,**,**,**,**,**,"337,157",9,
2018 November,**,**,**,**,**,"463,697",9,
2018 December,"251,000","382,000","406,000","461,000","395,000","387,161",18,
2019 January,**,**,**,**,**,"432,720",25,
2019 February,**,**,**,**,**,"347,543",7,
2019 March,**,**,**,**,**,"453,975",4,
2019 April,**,**,**,**,**,**,3,
2019 May,**,**,**,**,**,**,2,
2019 June,**,**,**,**,**,"519,540",5,
2019 July,**,**,**,**,**,**,0,
2019 August,**,**,**,**,**,**,1,
2019 September,**,**,**,**,**,**,1,
2019 October,**,**,**,**,**,**,2,
2019 November,**,**,**,**,**,**,2,
2019 December,**,**,**,**,**,"379,900",4,
2020 January,**,**,**,**,**,**,2,
2020 February,**,**,**,**,**,**,0,
2020 March,**,**,**,**,**,"387,380",5,
2020 April,**,**,**,**,**,"394,986",7,
2020 May,**,**,**,**,**,**,0,
2020 June,**,**,**,**,**,"447,822",9,
2020 July,**,**,**,**,**,**,0,
2020 August,**,**,**,**,**,**,2,
2020 September,**,**,**,**,**,**,0,
