"Kelowna — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,**,**,**,**,**,**,4,
1990 February,**,**,**,**,**,**,0,
1990 March,**,**,**,**,**,**,6,
1990 April,**,**,**,**,**,**,4,
1990 May,**,**,**,**,**,**,2,
1990 June,**,**,**,**,**,**,2,
1990 July,**,**,**,**,**,**,0,
1990 August,**,**,**,**,**,**,4,
1990 September,**,**,**,**,**,**,4,
1990 October,**,**,**,**,**,**,2,
1990 November,**,**,**,**,**,**,0,
1990 December,**,**,**,**,**,**,2,
1991 January,**,**,**,**,**,**,0,
1991 February,**,**,**,**,**,**,0,
1991 March,**,**,**,**,**,**,0,
1991 April,**,**,**,**,**,**,4,
1991 May,**,**,**,**,**,**,0,
1991 June,**,**,**,**,**,**,2,
1991 July,**,**,**,**,**,**,0,
1991 August,**,**,**,**,**,"99,545",11,
1991 September,**,**,**,**,**,**,2,
1991 October,**,**,**,**,**,**,0,
1991 November,**,**,**,**,**,**,2,
1991 December,**,**,**,**,**,"108,750",8,
1992 January,**,**,**,**,**,**,2,
1992 February,**,**,**,**,**,**,0,
1992 March,**,**,**,**,**,**,4,
1992 April,**,**,**,**,**,**,2,
1992 May,**,**,**,**,**,**,4,
1992 June,**,**,**,**,**,**,5,
1992 July,**,**,**,**,**,"125,633",6,
1992 August,**,**,**,**,**,"118,418",11,
1992 September,**,**,**,**,**,"145,100",9,
1992 October,**,**,**,**,**,"149,108",12,
1992 November,**,**,**,**,**,"123,425",8,
1992 December,**,**,**,**,**,**,2,
1993 January,**,**,**,**,**,**,8,
1993 February,**,**,**,**,**,**,2,
1993 March,**,**,**,**,**,**,2,
1993 April,**,**,**,**,**,"145,308",13,
1993 May,**,**,**,**,**,**,4,
1993 June,**,**,**,**,**,**,0,
1993 July,**,**,**,**,**,**,3,
1993 August,**,**,**,**,**,**,2,
1993 September,**,**,**,**,**,**,4,
1993 October,**,**,**,**,**,"163,889",9,
1993 November,**,**,**,**,**,**,0,
1993 December,**,**,**,**,**,**,2,
1994 January,**,**,**,**,**,**,1,
1994 February,**,**,**,**,**,**,1,
1994 March,**,**,**,**,**,**,5,
1994 April,**,**,**,**,**,"142,580",10,
1994 May,**,**,**,**,**,"139,967",6,
1994 June,"115,000","125,000","130,000","170,000","125,000","139,895",19,
1994 July,"110,000","115,000","125,000","135,000","125,000","125,306",18,
1994 August,"108,000","121,000","130,000","185,000","127,500","139,583",12,
1994 September,**,**,**,**,**,"149,089",9,
1994 October,"105,000","110,000","110,000","125,000","110,000","114,700",14,
1994 November,**,**,**,**,**,"137,742",12,
1994 December,**,**,**,**,**,"185,000",14,
1995 January,**,**,**,**,**,"133,233",9,
1995 February,"127,000","135,000","147,000","290,000","140,000","174,619",16,
1995 March,**,**,**,**,**,"142,083",6,
1995 April,**,**,**,**,**,"126,444",9,
1995 May,**,**,**,**,**,"128,464",14,
1995 June,"110,000","115,000","130,000","130,000","125,000","132,219",16,
1995 July,"125,000","135,000","140,000","160,000","135,000","144,232",19,
1995 August,**,**,**,**,**,**,6,
1995 September,**,**,**,**,**,**,3,
1995 October,**,**,**,**,**,**,4,
1995 November,**,**,**,**,**,"118,813",8,
1995 December,**,**,**,**,**,"159,988",8,
1996 January,**,**,**,**,**,**,5,
1996 February,**,**,**,**,**,**,4,
1996 March,**,**,**,**,**,**,2,
1996 April,**,**,**,**,**,"133,571",7,
1996 May,**,**,**,**,**,"147,108",13,
1996 June,"125,000","132,000","135,000","144,000","135,000","152,997",30,
1996 July,"130,000","136,000","278,000","290,000","155,000","204,014",22,
1996 August,**,**,**,**,**,"132,640",10,
