"Ottawa — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,**,**,**,**,**,"147,650",6,
1990 February,**,**,**,**,**,"174,950",4,
1990 March,**,**,**,**,**,**,3,
1990 April,**,**,**,**,**,**,3,
1990 May,**,**,**,**,**,"205,488",8,
1990 June,**,**,**,**,**,**,2,
1990 July,**,**,**,**,**,**,3,
1990 August,**,**,**,**,**,"131,414",7,
1990 September,"89,000","105,000","176,000","285,000","150,000","171,077",13,
1990 October,"86,000","114,000","155,000","210,000","130,000","151,938",13,
1990 November,**,**,**,**,**,"162,200",5,
1990 December,**,**,**,**,**,"131,250",10,
1991 January,"85,000","170,000","195,000","340,000","170,000","208,011",19,
1991 February,**,**,**,**,**,"181,067",12,
1991 March,**,**,**,**,**,"185,600",9,
1991 April,**,**,**,**,**,"174,800",6,
1991 May,**,**,**,**,**,"171,250",4,
1991 June,**,**,**,**,**,"162,850",8,
1991 July,**,**,**,**,**,"107,527",11,
1991 August,**,**,**,**,**,**,4,
1991 September,**,**,**,**,**,**,3,
1991 October,**,**,**,**,**,"170,160",5,
1991 November,**,**,**,**,**,"217,214",7,
1991 December,**,**,**,**,**,"249,813",8,
1992 January,**,**,**,**,**,"151,520",5,
1992 February,**,**,**,**,**,"174,523",13,
1992 March,**,**,**,**,**,**,4,
1992 April,**,**,**,**,**,"211,357",7,
1992 May,**,**,**,**,**,**,1,
1992 June,**,**,**,**,**,"245,440",10,
1992 July,**,**,**,**,**,**,3,
1992 August,**,**,**,**,**,"169,700",8,
1992 September,**,**,**,**,**,**,0,
1992 October,**,**,**,**,**,"116,132",15,
1992 November,**,**,**,**,**,"233,010",10,
1992 December,**,**,**,**,**,"163,567",6,
1993 January,**,**,**,**,**,"153,300",5,
1993 February,**,**,**,**,**,"192,986",7,
1993 March,**,**,**,**,**,**,3,
1993 April,**,**,**,**,**,**,1,
1993 May,**,**,**,**,**,**,3,
1993 June,**,**,**,**,**,"224,817",6,
1993 July,**,**,**,**,**,**,3,
1993 August,**,**,**,**,**,**,2,
1993 September,**,**,**,**,**,"179,162",13,
1993 October,**,**,**,**,**,"169,777",13,
1993 November,**,**,**,**,**,**,2,
1993 December,**,**,**,**,**,"171,317",6,
1994 January,**,**,**,**,**,"149,483",6,
1994 February,**,**,**,**,**,**,2,
1994 March,**,**,**,**,**,"155,200",5,
1994 April,"150,000","158,000","172,000","185,000","162,500","170,400",28,
1994 May,"145,000","150,000","155,000","236,000","152,500","176,950",18,
1994 June,**,**,**,**,**,**,5,
1994 July,**,**,**,**,**,"158,264",14,
1994 August,"155,000","166,000","170,000","172,000","170,000","166,324",17,
1994 September,"140,000","145,000","160,000","270,000","155,000","199,125",16,
1994 October,**,**,**,**,**,"162,838",8,
1994 November,**,**,**,**,**,"164,722",9,
1994 December,**,**,**,**,**,"163,560",10,
1995 January,**,**,**,**,**,"144,700",10,
1995 February,**,**,**,**,**,**,2,
1995 March,**,**,**,**,**,**,2,
1995 April,**,**,**,**,**,"191,800",11,
1995 May,**,**,**,**,**,"165,967",6,
1995 June,**,**,**,**,**,"171,244",9,
1995 July,**,**,**,**,**,**,1,
1995 August,"150,000","150,000","160,000","175,000","152,500","157,093",14,
1995 September,**,**,**,**,**,"160,483",6,
1995 October,**,**,**,**,**,"163,150",6,
1995 November,**,**,**,**,**,"164,257",7,
1995 December,**,**,**,**,**,**,0,
1996 January,**,**,**,**,**,**,2,
1996 February,**,**,**,**,**,**,5,
1996 March,**,**,**,**,**,**,1,
1996 April,**,**,**,**,**,**,5,
1996 May,**,**,**,**,**,"148,540",5,
1996 June,**,**,**,**,**,"144,140",10,
1996 July,**,**,**,**,**,"149,817",6,
1996 August,"125,000","145,000","150,000","173,000","150,000","150,156",18,
1996 September,**,**,**,**,**,"138,957",7,
1996 October,**,**,**,**,**,"139,167",12,
1996 November,**,**,**,**,**,"130,867",12,
1996 December,**,**,**,**,**,"131,367",6,
1997 January,**,**,**,**,**,**,4,
1997 February,"125,000","130,000","140,000","150,000","130,000","135,656",18,
1997 March,"125,000","139,000","190,000","202,000","160,000","167,647",17,
1997 April,"125,000","140,000","145,000","175,000","140,000","146,943",14,
1997 May,**,**,**,**,**,"150,800",11,
1997 June,**,**,**,**,**,**,4,
1997 July,"130,000","140,000","149,000","160,000","145,000","144,541",17,
1997 August,**,**,**,**,**,"142,950",8,
1997 September,"127,000","140,000","145,000","153,000","145,000","136,393",15,
1997 October,"129,000","133,000","140,000","145,000","137,500","136,572",18,
1997 November,**,**,**,**,**,"151,782",11,
1997 December,**,**,**,**,**,"141,218",11,
1998 January,**,**,**,**,**,"150,420",10,
1998 February,**,**,**,**,**,"144,338",8,
1998 March,**,**,**,**,**,"145,500",5,
