"Trois-Rivières — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,**,**,**,**,**,**,4,
1990 February,**,**,**,**,**,**,3,
1990 March,**,**,**,**,**,**,4,
1990 April,**,**,**,**,**,**,1,
1990 May,**,**,**,**,**,**,3,
1990 June,**,**,**,**,**,"58,257",14,
1990 July,**,**,**,**,**,**,12,
1990 August,**,**,**,**,**,**,1,
1990 September,**,**,**,**,**,**,6,
1990 October,**,**,**,**,**,"51,077",13,
1990 November,**,**,**,**,**,**,0,
1990 December,**,**,**,**,**,**,3,
1991 January,**,**,**,**,**,**,0,
1991 February,**,**,**,**,**,**,2,
1991 March,**,**,**,**,**,**,3,
1991 April,**,**,**,**,**,"64,875",8,
1991 May,**,**,**,**,**,**,4,
1991 June,**,**,**,**,**,"65,000",10,
1991 July,"65,000","65,000","65,000","65,000","65,000","65,133",30,
1991 August,**,**,**,**,**,**,4,
1991 September,**,**,**,**,**,**,2,
1991 October,**,**,**,**,**,**,5,
1991 November,**,**,**,**,**,"62,591",11,
1991 December,**,**,**,**,**,"67,500",10,
1992 January,**,**,**,**,**,**,2,
1992 February,**,**,**,**,**,**,3,
1992 March,**,**,**,**,**,"64,914",7,
1992 April,"60,000","69,000","70,000","70,000","70,000","66,819",21,
1992 May,**,**,**,**,**,"66,389",9,
1992 June,"60,000","65,000","70,000","70,000","70,000","65,818",11,
1992 July,"60,000","65,000","66,000","70,000","65,000","66,481",46,
1992 August,**,**,**,**,**,"66,735",9,
1992 September,**,**,**,**,**,**,4,
1992 October,**,**,**,**,**,"64,600",5,
1992 November,**,**,**,**,**,"65,000",5,
1992 December,**,**,**,**,**,"61,250",4,
1993 January,**,**,**,**,**,**,4,
1993 February,**,**,**,**,**,**,1,
1993 March,**,**,**,**,**,**,3,
1993 April,**,**,**,**,**,"67,060",5,
1993 May,**,**,**,**,**,"68,542",12,
1993 June,"65,000","65,000","70,000","75,000","65,000","66,468",38,
1993 July,"65,000","67,000","70,000","75,000","70,000","70,629",35,
1993 August,"52,000","65,000","68,000","70,000","65,000","63,100",15,
1993 September,**,**,**,**,**,"65,100",5,
1993 October,**,**,**,**,**,"66,875",8,
1993 November,**,**,**,**,**,"68,917",12,
1993 December,**,**,**,**,**,"69,500",7,
1994 January,**,**,**,**,**,**,3,
1994 February,**,**,**,**,**,**,3,
1994 March,**,**,**,**,**,"68,250",4,
1994 April,**,**,**,**,**,**,2,
1994 May,"65,000","65,000","70,000","75,000","67,500","67,861",18,
1994 June,"65,000","65,000","70,000","70,000","70,000","67,957",84,
1994 July,"65,000","70,000","70,000","71,000","70,000","69,741",68,
1994 August,**,**,**,**,**,"65,083",12,
1994 September,**,**,**,**,**,"69,833",12,
1994 October,**,**,**,**,**,"83,333",6,
1994 November,**,**,**,**,**,"72,500",6,
1994 December,**,**,**,**,**,"71,091",11,
1995 January,**,**,**,**,**,**,2,
1995 February,**,**,**,**,**,"72,000",11,
1995 March,**,**,**,**,**,"71,857",7,
1995 April,**,**,**,**,**,"68,333",6,
1995 May,**,**,**,**,**,"67,273",11,
1995 June,"65,000","70,000","70,000","75,000","70,000","70,304",46,
1995 July,"70,000","70,000","70,000","75,000","70,000","70,500",28,
1995 August,**,**,**,**,**,"71,714",7,
1995 September,"70,000","70,000","70,000","72,000","70,000","70,042",12,
