"Sherbrooke — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 2007 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
2007 January,**,**,**,**,**,**,4,
2007 February,**,**,**,**,**,**,4,
2007 March,**,**,**,**,**,"109,000",10,
2007 April,**,**,**,**,**,**,6,
2007 May,**,**,**,**,**,**,2,
2007 June,**,**,**,**,**,**,0,
2007 July,**,**,**,**,**,**,4,
2007 August,**,**,**,**,**,**,6,
2007 September,**,**,**,**,**,**,6,
2007 October,**,**,**,**,**,**,4,
2007 November,**,**,**,**,**,**,3,
2007 December,**,**,**,**,**,"180,857",7,
2008 January,**,**,**,**,**,**,0,
2008 February,**,**,**,**,**,**,8,
2008 March,**,**,**,**,**,"130,600",10,
2008 April,**,**,**,**,**,**,8,
2008 May,**,**,**,**,**,**,3,
2008 June,**,**,**,**,**,"123,250",12,
2008 July,**,**,**,**,**,**,3,
2008 August,**,**,**,**,**,**,0,
2008 September,**,**,**,**,**,**,2,
2008 October,**,**,**,**,**,**,2,
2008 November,**,**,**,**,**,**,2,
2008 December,**,**,**,**,**,**,0,
2009 January,**,**,**,**,**,**,1,
2009 February,**,**,**,**,**,**,0,
2009 March,**,**,**,**,**,**,1,
2009 April,**,**,**,**,**,**,4,
2009 May,**,**,**,**,**,**,2,
2009 June,**,**,**,**,**,**,5,
2009 July,**,**,**,**,**,**,4,
2009 August,**,**,**,**,**,**,2,
2009 September,**,**,**,**,**,**,3,
2009 October,**,**,**,**,**,"104,583",12,
2009 November,"100,000","100,000","100,000","134,000","100,000","113,360",25,
2009 December,**,**,**,**,**,**,2,
2010 January,**,**,**,**,**,"130,125",8,
2010 February,**,**,**,**,**,"104,231",13,
2010 March,**,**,**,**,**,**,2,
2010 April,"140,000","145,000","165,000","175,000","152,500","156,004",14,
2010 May,**,**,**,**,**,"153,676",12,
2010 June,**,**,**,**,**,"189,667",6,
2010 July,"110,000","110,000","110,000","166,000","110,000","129,547",53,
2010 August,**,**,**,**,**,"177,888",12,
2010 September,**,**,**,**,**,"177,552",14,
2010 October,"140,000","155,000","158,000","170,000","155,000","151,787",35,
2010 November,**,**,**,**,**,"176,061",9,
2010 December,"145,000","150,000","160,000","170,000","155,000","157,354",19,
2011 January,"134,000","148,000","160,000","168,000","155,000","151,926",21,
2011 February,**,**,**,**,**,**,8,
2011 March,**,**,**,**,**,"166,612",9,
2011 April,"150,000","155,000","165,000","180,000","160,000","163,492",34,
2011 May,"145,000","155,000","160,000","174,000","160,000","158,861",25,
2011 June,**,**,**,**,**,"179,496",16,
2011 July,**,**,**,**,**,"195,624",14,
2011 August,**,**,**,**,**,"154,839",9,
2011 September,**,**,**,**,**,**,2,
2011 October,**,**,**,**,**,"176,983",11,
2011 November,"146,000","161,000","184,000","195,000","180,000","170,439",32,
2011 December,"140,000","160,000","178,000","192,000","167,500","166,871",22,
2012 January,**,**,**,**,**,**,3,
2012 February,**,**,**,**,**,"250,490",10,
2012 March,**,**,**,**,**,"195,854",6,
2012 April,**,**,**,**,**,"173,262",18,
2012 May,"130,000","164,000","170,000","197,000","165,000","170,854",31,
2012 June,"165,000","180,000","198,000","230,000","190,000","188,199",25,
2012 July,"165,000","175,000","185,000","238,000","180,000","191,714",46,
2012 August,"142,000","161,000","178,000","213,000","165,000","181,442",17,
2012 September,"140,000","156,000","179,000","227,000","175,000","179,963",17,
2012 October,"170,000","170,000","190,000","260,000","182,500","202,364",14,
2012 November,"160,000","170,000","180,000","249,000","175,000","199,775",20,
2012 December,"165,000","175,000","190,000","235,000","177,500","192,861",14,
2013 January,**,**,**,**,**,"211,390",9,
2013 February,**,**,**,**,**,"189,501",8,
2013 March,"160,000","175,000","180,000","205,000","177,500","181,913",14,
2013 April,"154,000","175,000","201,000","249,000","185,000","194,977",16,
2013 May,"152,000","170,000","180,000","199,000","172,500","176,154",16,
2013 June,"154,000","175,000","180,000","201,000","175,000","188,675",38,
2013 July,"165,000","183,000","190,000","222,000","185,000","199,157",28,
