"Victoria — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,**,**,**,**,**,**,6,
1990 February,**,**,**,**,**,"159,408",12,
1990 March,**,**,**,**,**,"204,000",8,
1990 April,**,**,**,**,**,"190,429",7,
1990 May,**,**,**,**,**,"192,520",5,
1990 June,**,**,**,**,**,"159,980",5,
1990 July,**,**,**,**,**,**,5,
1990 August,**,**,**,**,**,"160,129",6,
1990 September,**,**,**,**,**,"172,930",10,
1990 October,**,**,**,**,**,**,1,
1990 November,**,**,**,**,**,**,7,
1990 December,**,**,**,**,**,**,2,
1991 January,**,**,**,**,**,"156,830",10,
1991 February,**,**,**,**,**,"220,143",7,
1991 March,**,**,**,**,**,"225,643",7,
1991 April,**,**,**,**,**,"217,829",7,
1991 May,**,**,**,**,**,**,9,
1991 June,**,**,**,**,**,**,4,
1991 July,**,**,**,**,**,**,4,
1991 August,**,**,**,**,**,**,5,
1991 September,**,**,**,**,**,**,2,
1991 October,**,**,**,**,**,"139,867",6,
1991 November,**,**,**,**,**,**,5,
1991 December,**,**,**,**,**,"186,613",8,
1992 January,**,**,**,**,**,"187,258",12,
1992 February,**,**,**,**,**,"168,670",10,
1992 March,"160,000","167,000","190,000","260,000","185,000","208,627",30,
1992 April,"184,000","210,000","245,000","273,000","230,000","224,024",21,
1992 May,"152,000","197,000","228,000","270,000","220,000","210,927",13,
1992 June,**,**,**,**,**,"173,560",10,
1992 July,**,**,**,**,**,"162,843",7,
1992 August,**,**,**,**,**,**,2,
1992 September,**,**,**,**,**,"185,522",9,
1992 October,**,**,**,**,**,"184,208",12,
1992 November,**,**,**,**,**,"203,225",8,
1992 December,"160,000","170,000","200,000","270,000","180,000","200,936",14,
1993 January,**,**,**,**,**,"220,831",13,
1993 February,"150,000","168,000","177,000","252,000","170,000","193,072",18,
1993 March,**,**,**,**,**,"182,983",6,
1993 April,"178,000","189,000","230,000","302,000","207,500","225,750",12,
1993 May,"172,000","185,000","195,000","220,000","190,000","206,171",21,
1993 June,"175,000","200,000","210,000","300,000","210,000","221,107",14,
1993 July,"176,000","180,000","203,000","219,000","180,000","192,716",25,
1993 August,"175,000","218,000","230,000","249,000","230,000","237,544",16,
1993 September,"178,000","198,000","236,000","269,000","230,000","225,506",20,
1993 October,"175,000","200,000","200,000","223,000","200,000","196,833",21,
1993 November,"190,000","200,000","212,000","240,000","200,000","221,160",15,
1993 December,**,**,**,**,**,"236,457",14,
1994 January,**,**,**,**,**,"216,313",8,
1994 February,**,**,**,**,**,"228,729",14,
1994 March,"165,000","230,000","250,000","285,000","237,500","232,007",14,
1994 April,"200,000","215,000","240,000","260,000","225,000","225,963",19,
1994 May,"178,000","190,000","208,000","234,000","190,000","205,729",17,
1994 June,"182,000","198,000","208,000","233,000","200,000","203,955",11,
1994 July,"184,000","216,000","221,000","230,000","220,000","243,064",11,
1994 August,"170,000","190,000","230,000","280,000","215,000","227,728",14,
1994 September,"186,000","200,000","220,000","237,000","205,000","239,755",22,
1994 October,"211,000","224,000","240,000","278,000","235,000","256,580",10,
1994 November,"202,000","210,000","228,000","296,000","225,000","235,273",11,
1994 December,"180,000","220,000","260,000","285,000","220,000","239,000",19,
1995 January,"192,000","216,000","288,000","320,000","270,000","255,020",15,
1995 February,**,**,**,**,**,"225,850",10,
1995 March,**,**,**,**,**,"220,820",5,
1995 April,"200,000","205,000","245,000","259,000","230,000","229,927",15,
1995 May,**,**,**,**,**,"218,933",9,
1995 June,**,**,**,**,**,**,8,
1995 July,**,**,**,**,**,"220,640",10,
1995 August,**,**,**,**,**,"263,870",10,
1995 September,**,**,**,**,**,"215,050",10,
1995 October,**,**,**,**,**,"232,563",8,
1995 November,**,**,**,**,**,"329,675",4,
