"Montréal — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1998 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1998 January,"94,000","100,000","114,000","132,000","100,000","114,130",23,
1998 February,"88,000","101,000","114,000","120,000","105,000","108,741",27,
1998 March,**,**,**,**,**,"106,429",7,
1998 April,"89,000","110,000","145,000","165,000","120,000","128,605",38,
1998 May,"80,000","90,000","100,000","120,000","92,500","101,978",46,
1998 June,"80,000","90,000","100,000","115,000","100,000","101,992",137,
1998 July,"80,000","90,000","100,000","120,000","100,000","104,025",335,
1998 August,"90,000","100,000","115,000","140,000","110,000","119,167",87,
1998 September,"90,000","105,000","130,000","175,000","105,000","130,889",45,
1998 October,"86,000","100,000","113,000","148,000","102,500","131,850",40,
1998 November,"90,000","100,000","117,000","140,000","110,000","125,196",46,
1998 December,"71,000","92,000","100,000","114,000","95,000","95,133",30,
1999 January,"100,000","115,000","126,000","160,000","120,000","131,722",36,
1999 February,**,**,**,**,**,"115,360",25,
1999 March,"80,000","96,000","115,000","125,000","110,000","107,217",23,
1999 April,"81,000","113,000","115,000","139,000","115,000","126,692",26,
1999 May,"85,000","94,000","100,000","120,000","95,000","106,078",101,
1999 June,"80,000","90,000","100,000","115,000","95,000","100,752",131,
1999 July,"90,000","100,000","110,000","130,000","105,000","119,637",182,
1999 August,"95,000","105,000","110,000","140,000","110,000","121,729",59,
1999 September,"102,000","125,000","141,000","150,000","130,000","131,543",116,
1999 October,"102,000","125,000","148,000","176,000","130,000","146,540",50,
1999 November,"95,000","104,000","123,000","172,000","110,000","133,800",55,
1999 December,"113,000","131,000","180,000","240,000","137,500","170,595",42,
2000 January,"82,000","98,000","122,000","230,000","110,000","137,000",16,
2000 February,"100,000","120,000","135,000","145,000","130,000","133,421",19,
2000 March,"97,000","120,000","150,000","150,000","130,000","132,484",31,
2000 April,"85,000","105,000","135,000","135,000","120,000","117,795",39,
2000 May,"90,000","110,000","130,000","150,000","120,000","133,912",34,
2000 June,"80,000","95,000","100,000","110,000","100,000","100,359",64,
2000 July,"100,000","110,000","125,000","140,000","120,000","124,588",165,
2000 August,"102,000","135,000","145,000","180,000","145,000","159,732",71,
2000 September,"100,000","110,000","135,000","145,000","130,000","126,600",45,
2000 October,"100,000","104,000","130,000","149,000","120,000","126,873",55,
2000 November,"115,000","129,000","140,000","150,000","140,000","146,529",51,
