"Victoria — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"150,000","180,000","224,000","267,000","200,000","209,010",142,
1990 February,"160,000","190,000","221,000","278,000","210,000","215,149",81,
1990 March,"180,000","212,000","230,000","250,000","220,000","216,556",32,
1990 April,"155,000","180,000","202,000","250,000","187,500","203,048",166,
1990 May,"160,000","198,000","250,000","273,000","230,000","220,854",121,
1990 June,"160,000","185,000","230,000","260,000","192,500","217,954",112,
1990 July,"150,000","175,000","220,000","250,000","190,000","203,025",124,
1990 August,"185,000","220,000","260,000","290,000","250,000","237,268",84,
1990 September,"180,000","210,000","250,000","280,000","230,000","239,306",149,
1990 October,"166,000","207,000","245,000","280,000","220,000","240,684",75,
1990 November,"163,000","192,000","245,000","290,000","215,000","233,843",92,
1990 December,"203,000","250,000","268,000","324,000","250,000","271,144",45,
1991 January,"155,000","180,000","210,000","250,000","190,000","203,141",106,
1991 February,"150,000","180,000","230,000","280,000","190,000","222,493",124,
1991 March,"155,000","190,000","230,000","265,000","210,000","209,546",69,
1991 April,"160,000","180,000","210,000","253,000","185,000","199,043",56,
1991 May,"115,000","159,000","216,000","250,000","180,000","196,436",126,
1991 June,"80,000","169,000","220,000","266,000","190,000","201,196",126,
1991 July,"80,000","160,000","190,000","250,000","175,000","184,897",129,
1991 August,"90,000","165,000","195,000","230,000","177,500","189,331",124,
1991 September,"146,000","171,000","215,000","260,000","190,000","193,664",97,
1991 October,"90,000","177,000","220,000","275,000","195,000","201,344",105,
1991 November,"185,000","200,000","230,000","280,000","215,000","222,904",74,
1991 December,"124,000","170,000","225,000","255,000","195,000","205,019",113,
1992 January,"155,000","205,000","230,000","280,000","225,000","219,514",94,
1992 February,"121,000","197,000","230,000","298,000","220,000","212,681",70,
1992 March,"144,000","200,000","262,000","320,000","240,000","249,115",123,
1992 April,"105,000","184,000","251,000","306,000","215,000","230,137",101,
1992 May,"155,000","195,000","250,000","325,000","220,000","241,899",104,
1992 June,"170,000","225,000","250,000","337,000","230,000","261,710",72,
1992 July,"158,000","206,000","240,000","282,000","225,000","225,539",93,
