"Greater Sudbury / Grand Sudbury — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"95,000","110,000","150,000","175,000","140,000","144,320",139,
1990 February,"95,000","118,000","145,000","165,000","130,000","136,671",121,
1990 March,"95,000","145,000","160,000","200,000","150,000","151,183",58,
1990 April,"100,000","130,000","150,000","186,000","142,500","154,674",142,
1990 May,"95,000","120,000","133,000","230,000","120,000","161,650",30,
1990 June,"99,000","115,000","147,000","180,000","125,000","146,808",39,
1990 July,"110,000","140,000","160,000","190,000","150,000","158,056",115,
1990 August,"110,000","130,000","150,000","180,000","145,000","145,712",100,
1990 September,"110,000","130,000","150,000","190,000","137,500","146,144",127,
1990 October,"110,000","129,000","150,000","183,000","150,000","158,603",73,
1990 November,"120,000","140,000","175,000","200,000","157,500","162,752",86,
1990 December,"110,000","140,000","163,000","200,000","150,000","156,218",80,
1991 January,"103,000","120,000","150,000","200,000","135,000","154,411",57,
1991 February,"110,000","150,000","181,000","204,000","155,000","162,346",68,
1991 March,"139,000","150,000","180,000","220,000","160,000","181,591",25,
1991 April,"116,000","125,000","173,000","218,000","140,000","161,622",39,
1991 May,"105,000","121,000","155,000","262,000","140,000","193,622",39,
1991 June,"110,000","131,000","150,000","196,000","140,000","145,936",37,
1991 July,"124,000","150,000","169,000","182,000","160,000","165,682",38,
1991 August,"100,000","130,000","150,000","188,000","150,000","152,867",69,
1991 September,"90,000","120,000","141,000","160,000","130,000","132,839",71,
1991 October,"104,000","130,000","156,000","200,000","150,000","150,464",64,
1991 November,"94,000","120,000","150,000","180,000","125,000","140,526",41,
1991 December,"95,000","116,000","165,000","200,000","137,500","150,048",67,
1992 January,"95,000","116,000","145,000","180,000","125,000","135,817",103,
1992 February,"100,000","114,000","150,000","178,000","127,500","149,902",48,
1992 March,"110,000","138,000","171,000","218,000","150,000","162,092",62,
1992 April,"110,000","150,000","170,000","194,000","150,000","158,529",18,
1992 May,"133,000","151,000","174,000","214,000","170,000","164,256",43,
1992 June,"118,000","150,000","190,000","244,000","165,000","178,091",27,
1992 July,"110,000","122,000","170,000","220,000","145,000","160,056",36,
1992 August,"134,000","175,000","186,000","206,000","180,000","165,690",58,
1992 September,"140,000","170,000","184,000","215,000","180,000","176,690",87,
1992 October,"110,000","143,000","180,000","195,000","160,000","157,085",47,
1992 November,"126,000","165,000","185,000","210,000","180,000","171,582",57,
1992 December,"100,000","125,000","155,000","180,000","145,000","147,786",126,
1993 January,"124,000","150,000","175,000","203,000","165,000","166,086",63,
1993 February,"148,000","165,000","175,000","189,000","170,000","174,595",40,
1993 March,"100,000","125,000","150,000","185,000","135,000","145,222",36,
1993 April,"130,000","150,000","175,000","200,000","160,000","160,227",44,
1993 May,**,**,**,**,**,"152,222",9,
1993 June,"110,000","125,000","150,000","235,000","140,000","158,191",47,
1993 July,"135,000","161,000","179,000","210,000","165,000","166,654",52,
1993 August,"125,000","150,000","175,000","195,000","165,000","159,205",73,
1993 September,"115,000","125,000","155,000","223,000","132,500","159,725",40,
1993 October,"120,000","130,000","165,000","190,000","145,000","155,403",72,
1993 November,"125,000","145,000","165,000","179,000","155,000","157,614",44,
1993 December,"110,000","125,000","150,000","155,000","130,000","138,462",52,
1994 January,"100,000","108,000","140,000","165,000","125,000","131,563",71,
1994 February,"118,000","136,000","159,000","180,000","150,000","151,373",67,
1994 March,**,**,**,**,**,"122,333",6,
1994 April,"107,000","123,000","154,000","181,000","125,000","150,769",13,
1994 May,"95,000","115,000","130,000","180,000","130,000","138,243",35,
1994 June,"100,000","128,000","150,000","183,000","150,000","145,551",16,
1994 July,"120,000","130,000","150,000","180,000","140,000","143,649",37,
1994 August,"110,000","130,000","150,000","170,000","135,000","144,746",62,
1994 September,"122,000","130,000","150,000","170,000","140,000","144,531",96,
1994 October,"130,000","150,000","160,000","180,000","150,000","152,891",55,
1994 November,"120,000","140,000","150,000","180,000","150,000","146,018",56,
1994 December,"120,000","139,000","162,000","180,000","145,000","150,056",36,
1995 January,"114,000","149,000","166,000","176,000","150,000","153,762",23,
1995 February,"130,000","150,000","170,000","180,000","160,000","168,000",25,
1995 March,"116,000","133,000","145,000","184,000","140,000","144,231",17,
1995 April,"122,000","142,000","150,000","176,000","150,000","153,667",19,
1995 May,"116,000","130,000","150,000","180,000","140,000","145,833",16,
1995 June,"120,000","130,000","150,000","200,000","130,000","137,069",29,
1995 July,"125,000","125,000","152,000","178,000","130,000","149,375",19,
1995 August,"120,000","125,000","130,000","145,000","125,000","142,862",31,
1995 September,"120,000","131,000","149,000","172,000","140,000","148,757",41,
1995 October,"120,000","130,000","150,000","166,000","140,000","141,250",44,
1995 November,"120,000","131,000","140,000","188,000","140,000","151,719",35,
1995 December,"118,000","130,000","145,000","160,000","140,000","147,069",29,
1996 January,"102,000","134,000","143,000","198,000","140,000","155,250",22,
1996 February,"110,000","123,000","132,000","200,000","127,500","142,500",24,
1996 March,"115,000","125,000","140,000","200,000","132,500","157,143",17,
1996 April,"124,000","134,000","148,000","192,000","140,000","152,273",11,
1996 May,**,**,**,**,**,"150,556",13,
1996 June,"110,000","120,000","140,000","172,000","132,500","146,818",26,
1996 July,"110,000","130,000","140,000","150,000","130,000","136,448",29,
1996 August,"125,000","130,000","139,000","147,000","132,500","137,045",24,
1996 September,"117,000","130,000","140,000","156,000","135,000","138,462",39,
1996 October,"114,000","125,000","140,000","180,000","137,500","146,346",30,
1996 November,"121,000","130,000","154,000","200,000","135,000","159,857",38,
1996 December,"110,000","120,000","148,000","270,000","135,000","167,045",22,
1997 January,"110,000","120,000","130,000","160,000","125,000","136,964",30,
1997 February,"110,000","125,000","130,000","180,000","130,000","143,621",29,
1997 March,"110,000","116,000","125,000","131,000","120,000","127,484",22,
1997 April,"110,000","120,000","125,000","148,000","125,000","133,571",21,
1997 May,"110,000","123,000","136,000","168,000","125,000","141,923",13,
1997 June,"110,000","125,000","130,000","180,000","125,000","142,105",19,
1997 July,"99,000","118,000","125,000","136,000","122,500","128,844",18,
1997 August,"138,000","151,000","160,000","197,000","160,000","164,376",43,
1997 September,"126,000","140,000","158,000","174,000","150,000","151,995",40,
1997 October,"120,000","140,000","151,000","192,000","150,000","153,063",18,
1997 November,"138,000","162,000","180,000","200,000","170,000","169,299",17,
1997 December,"135,000","150,000","171,000","260,000","160,000","190,132",39,
1998 January,"154,000","175,000","191,000","216,000","180,000","197,565",25,
1998 February,"146,000","195,000","268,000","429,000","205,000","270,409",11,
1998 March,**,**,**,**,**,"167,857",10,
1998 April,**,**,**,**,**,"190,000",6,
1998 May,**,**,**,**,**,"212,488",8,
1998 June,**,**,**,**,**,"220,000",6,
1998 July,"139,000","153,000","170,000","180,000","170,000","159,706",17,
1998 August,"110,000","161,000","175,000","225,000","170,000","176,667",29,
1998 September,"136,000","145,000","170,000","215,000","157,500","175,000",30,
1998 October,"128,000","154,000","183,000","190,000","170,000","167,029",18,
1998 November,"138,000","150,000","186,000","275,000","167,500","197,045",22,
1998 December,"126,000","147,000","163,000","169,000","155,000","152,500",10,
1999 January,**,**,**,**,**,**,9,
1999 February,"133,000","160,000","181,000","225,000","167,500","199,760",10,
1999 March,**,**,**,**,**,**,2,
1999 April,**,**,**,**,**,"172,980",6,
1999 May,**,**,**,**,**,**,2,
1999 June,**,**,**,**,**,"166,980",5,
1999 July,**,**,**,**,**,"178,889",9,
1999 August,"137,000","162,000","175,000","218,000","170,000","177,200",25,
1999 September,"139,000","154,000","165,000","201,000","160,000","165,900",11,
