"Kitchener - Cambridge - Waterloo — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"170,000","191,000","254,000","292,000","225,000","235,350",177,
1990 February,"175,000","220,000","263,000","299,000","250,000","247,937",95,
1990 March,"180,000","210,000","260,000","300,000","237,500","258,234",64,
1990 April,"185,000","225,000","280,000","300,000","260,000","264,654",81,
1990 May,"175,000","204,000","260,000","285,000","232,500","248,283",60,
1990 June,"175,000","220,000","265,000","289,000","245,000","242,402",87,
1990 July,"190,000","230,000","260,000","296,000","245,000","255,653",101,
1990 August,"200,000","245,000","266,000","285,000","250,000","250,962",106,
1990 September,"195,000","250,000","260,000","285,000","255,000","251,989",89,
1990 October,"200,000","245,000","255,000","265,000","250,000","251,828",122,
1990 November,"175,000","200,000","251,000","285,000","245,000","238,580",106,
1990 December,"185,000","214,000","250,000","280,000","247,500","236,327",52,
1991 January,"180,000","218,000","250,000","276,000","240,000","239,405",81,
1991 February,"197,000","250,000","265,000","279,000","255,000","258,478",46,
1991 March,"180,000","225,000","250,000","300,000","245,000","275,112",34,
1991 April,"181,000","234,000","250,000","274,000","245,000","234,000",45,
1991 May,"170,000","204,000","240,000","262,000","240,000","236,328",82,
1991 June,"175,000","183,000","227,000","271,000","210,000","235,998",53,
1991 July,"158,000","175,000","210,000","252,000","185,000","201,103",107,
1991 August,"175,000","185,000","224,000","265,000","192,500","217,833",72,
1991 September,"145,000","180,000","206,000","260,000","185,000","208,638",130,
1991 October,"168,000","195,000","237,000","277,000","220,000","222,509",57,
1991 November,"175,000","195,000","225,000","284,000","205,000","231,100",40,
1991 December,"130,000","168,000","197,000","245,000","177,500","195,878",108,
1992 January,"170,000","185,000","223,000","254,000","205,000","223,629",62,
1992 February,"175,000","191,000","212,000","251,000","200,000","216,694",33,
1992 March,"170,000","185,000","203,000","254,000","197,500","208,400",40,
1992 April,"160,000","172,000","206,000","285,000","182,500","215,500",40,
1992 May,"170,000","180,000","195,000","250,000","185,000","224,167",66,
1992 June,"158,000","170,000","185,000","227,000","180,000","193,238",82,
1992 July,"165,000","175,000","185,000","240,000","180,000","202,330",106,
1992 August,"170,000","180,000","200,000","220,000","187,500","198,423",104,
1992 September,"175,000","190,000","210,000","240,000","200,000","211,684",285,
1992 October,"165,000","180,000","199,000","231,000","185,000","199,933",137,
1992 November,"170,000","175,000","186,000","225,000","180,000","196,831",71,
1992 December,"150,000","165,000","175,000","220,000","167,500","187,413",126,
1993 January,"130,000","161,000","170,000","216,000","165,000","175,455",77,
1993 February,"140,000","160,000","170,000","197,000","165,000","172,909",77,
1993 March,"145,000","160,000","175,000","185,000","170,000","170,606",59,
1993 April,"146,000","160,000","170,000","236,000","165,000","193,292",65,
1993 May,"150,000","165,000","175,000","220,000","170,000","185,244",78,
1993 June,"155,000","165,000","175,000","210,000","170,000","188,145",94,
1993 July,"145,000","170,000","175,000","200,000","175,000","178,445",143,
1993 August,"157,000","169,000","175,000","188,000","170,000","177,301",86,
1993 September,"150,000","165,000","175,000","185,000","165,000","176,079",139,
1993 October,"160,000","165,000","179,000","200,000","170,000","181,080",87,
1993 November,"160,000","165,000","175,000","200,000","170,000","184,977",89,
1993 December,"155,000","165,000","170,000","180,000","165,000","172,209",113,
1994 January,"152,000","160,000","166,000","185,000","165,000","170,319",31,
1994 February,"160,000","165,000","170,000","188,000","170,000","176,635",51,
1994 March,"146,000","162,000","170,000","184,000","165,000","181,844",55,
1994 April,"158,000","165,000","170,000","186,000","167,500","176,401",68,
1994 May,"140,000","165,000","170,000","185,000","165,000","176,580",81,
1994 June,"155,000","160,000","170,000","185,000","165,000","174,549",118,
1994 July,"150,000","155,000","165,000","180,000","160,000","174,762",112,
1994 August,"150,000","165,000","175,000","185,000","170,000","175,255",179,
1994 September,"140,000","165,000","170,000","190,000","170,000","171,902",61,
1994 October,"155,000","165,000","175,000","185,000","170,000","178,171",299,
1994 November,"145,000","160,000","170,000","195,000","170,000","181,336",83,
1994 December,"145,000","160,000","171,000","243,000","165,000","195,886",71,
1995 January,"145,000","160,000","170,000","175,000","165,000","170,918",34,
1995 February,"145,000","154,000","170,000","190,000","162,500","177,088",56,
1995 March,"145,000","160,000","172,000","186,000","167,500","181,447",38,
1995 April,"145,000","150,000","165,000","180,000","162,500","170,389",46,
1995 May,"140,000","150,000","170,000","184,000","165,000","176,402",47,
1995 June,"145,000","160,000","175,000","200,000","167,500","183,736",80,
1995 July,"145,000","165,000","175,000","200,000","170,000","180,332",78,
1995 August,"145,000","160,000","170,000","195,000","162,500","171,412",76,
1995 September,"145,000","160,000","175,000","200,000","170,000","188,913",89,
1995 October,"140,000","160,000","170,000","194,000","165,000","171,793",75,
1995 November,"150,000","160,000","170,000","182,000","165,000","181,961",82,
1995 December,"150,000","155,000","170,000","175,000","160,000","172,873",73,
1996 January,"145,000","156,000","175,000","204,000","165,000","194,541",37,
1996 February,"145,000","155,000","170,000","181,000","160,000","171,305",61,
1996 March,"150,000","165,000","175,000","220,000","170,000","188,041",44,
1996 April,"150,000","162,000","175,000","194,000","170,000","184,075",65,
1996 May,"150,000","155,000","170,000","200,000","160,000","174,816",49,
1996 June,"145,000","155,000","170,000","195,000","165,000","176,292",99,
1996 July,"150,000","165,000","170,000","180,000","165,000","171,291",148,
1996 August,"155,000","165,000","170,000","185,000","170,000","178,132",157,
1996 September,"145,000","160,000","170,000","180,000","165,000","171,701",171,
1996 October,"150,000","160,000","170,000","180,000","165,000","176,883",121,
1996 November,"145,000","160,000","170,000","180,000","165,000","182,334",122,
1996 December,"150,000","155,000","165,000","175,000","160,000","169,785",131,
1997 January,"145,000","155,000","165,000","175,000","160,000","170,153",64,
1997 February,"151,000","162,000","170,000","184,000","170,000","175,324",55,
1997 March,"150,000","165,000","170,000","189,000","165,000","175,958",90,
1997 April,"150,000","160,000","170,000","179,000","160,000","174,557",125,
1997 May,"150,000","160,000","165,000","170,000","165,000","166,513",128,
1997 June,"145,000","150,000","165,000","175,000","165,000","164,301",169,
1997 July,"146,000","165,000","170,000","180,000","165,000","171,155",155,
1997 August,"160,000","165,000","170,000","189,000","170,000","179,769",145,
1997 September,"159,000","170,000","177,000","200,000","175,000","185,666",138,
1997 October,"165,000","170,000","175,000","189,000","170,000","184,668",130,
1997 November,"150,000","160,000","170,000","180,000","165,000","174,050",154,
1997 December,"155,000","170,000","175,000","185,000","170,000","181,528",119,
1998 January,"155,000","170,000","175,000","205,000","170,000","186,261",88,
1998 February,"158,000","165,000","175,000","190,000","170,000","186,843",112,
1998 March,"160,000","170,000","175,000","187,000","170,000","190,318",97,
1998 April,"150,000","164,000","170,000","188,000","165,000","180,259",126,
1998 May,"160,000","170,000","185,000","200,000","175,000","186,880",118,
1998 June,"160,000","170,000","175,000","195,000","175,000","191,368",107,
1998 July,"155,000","165,000","170,000","190,000","170,000","175,156",178,
1998 August,"160,000","170,000","180,000","200,000","175,000","186,527",182,
1998 September,"160,000","170,000","175,000","195,000","175,000","181,226",196,
1998 October,"165,000","170,000","175,000","190,000","175,000","182,605",139,
1998 November,"165,000","170,000","180,000","200,000","175,000","203,003",165,
1998 December,"165,000","170,000","175,000","190,000","170,000","175,496",201,
1999 January,"161,000","170,000","175,000","190,000","170,000","190,531",95,
1999 February,"157,000","170,000","176,000","195,000","172,500","185,522",116,
1999 March,"150,000","170,000","180,000","205,000","175,000","185,184",134,
1999 April,"155,000","165,000","170,000","200,000","170,000","182,054",115,
1999 May,"155,000","165,000","175,000","193,000","170,000","181,641",146,
1999 June,"155,000","170,000","185,000","220,000","175,000","191,121",144,
1999 July,"160,000","170,000","175,000","190,000","170,000","180,752",185,
1999 August,"159,000","175,000","192,000","231,000","180,000","201,492",228,
1999 September,"160,000","175,000","190,000","235,000","180,000","199,480",179,
1999 October,"165,000","170,000","185,000","230,000","180,000","196,949",182,
1999 November,"165,000","175,000","185,000","210,000","180,000","192,699",177,
1999 December,"170,000","175,000","185,000","225,000","180,000","199,236",267,
2000 January,"170,000","175,000","190,000","220,000","185,000","199,762",117,
2000 February,"169,000","180,000","190,000","236,000","185,000","203,109",113,
2000 March,"170,000","180,000","195,000","260,000","185,000","210,483",161,
2000 April,"166,000","180,000","193,000","234,000","180,000","200,187",95,
2000 May,"165,000","175,000","195,000","225,000","185,000","202,784",184,
2000 June,"165,000","175,000","194,000","227,000","180,000","197,489",167,
2000 July,"165,000","175,000","190,000","227,000","180,000","200,930",242,
2000 August,"170,000","185,000","210,000","240,000","195,000","208,433",231,
2000 September,"175,000","190,000","215,000","250,000","205,000","217,404",228,
2000 October,"170,000","180,000","205,000","248,000","190,000","211,460",181,
2000 November,"175,000","190,000","215,000","250,000","200,000","224,167",199,
2000 December,"165,000","180,000","202,000","260,000","190,000","213,996",153,
2001 January,"170,000","185,000","210,000","255,000","195,000","214,929",141,
2001 February,"177,000","199,000","220,000","275,000","215,000","229,409",131,
2001 March,"170,000","185,000","210,000","245,000","195,000","210,295",143,
2001 April,"170,000","190,000","225,000","274,000","205,000","246,898",150,
2001 May,"175,000","185,000","220,000","260,000","200,000","218,464",164,
2001 June,"175,000","195,000","223,000","275,000","210,000","227,626",205,
2001 July,"180,000","195,000","230,000","270,000","210,000","227,338",192,
2001 August,"180,000","190,000","210,000","265,000","200,000","223,410",239,
2001 September,"175,000","200,000","225,000","283,000","200,000","232,714",191,
2001 October,"177,000","200,000","225,000","285,000","215,000","236,106",226,
2001 November,"175,000","195,000","225,000","290,000","200,000","230,558",149,
2001 December,"175,000","200,000","225,000","275,000","210,000","236,118",263,
2002 January,"170,000","182,000","211,000","268,000","190,000","219,150",115,
2002 February,"170,000","185,000","220,000","275,000","200,000","221,741",149,
2002 March,"175,000","185,000","210,000","255,000","200,000","218,413",155,
2002 April,"175,000","190,000","200,000","250,000","200,000","210,056",199,
2002 May,"175,000","195,000","225,000","275,000","205,000","226,215",196,
2002 June,"175,000","195,000","200,000","245,000","200,000","217,137",184,
2002 July,"175,000","200,000","230,000","280,000","210,000","230,547",374,
2002 August,"180,000","200,000","235,000","300,000","212,500","241,667",322,
2002 September,"180,000","200,000","235,000","285,000","210,000","238,404",254,
2002 October,"175,000","200,000","224,000","282,000","205,000","228,248",287,
2002 November,"180,000","195,000","225,000","280,000","200,000","232,942",261,
2002 December,"180,000","200,000","226,000","275,000","210,000","239,244",271,
2003 January,"175,000","180,000","200,000","265,000","192,500","232,622",196,
2003 February,"180,000","198,000","225,000","275,000","210,000","232,959",128,
2003 March,"175,000","200,000","212,000","265,000","200,000","220,404",208,
2003 April,"175,000","195,000","213,000","279,000","200,000","222,139",190,
2003 May,"180,000","200,000","240,000","285,000","210,000","237,508",213,
2003 June,"180,000","195,000","225,000","275,000","212,500","230,914",252,
2003 July,"180,000","200,000","233,000","275,000","205,000","240,897",280,
2003 August,"180,000","200,000","230,000","274,000","210,000","234,764",315,
