"Moncton — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"78,000","85,000","110,000","137,000","90,000","104,550",71,
1990 February,"80,000","90,000","118,000","132,000","105,000","112,370",30,
1990 March,"80,000","95,000","130,000","150,000","110,000","117,974",23,
1990 April,"88,000","96,000","125,000","160,000","107,500","118,614",22,
1990 May,**,**,**,**,**,"99,529",17,
1990 June,"81,000","107,000","126,000","145,000","115,000","114,250",22,
1990 July,**,**,**,**,**,"87,875",8,
1990 August,"85,000","95,000","130,000","144,000","112,500","110,340",106,
1990 September,"85,000","100,000","120,000","145,000","115,000","116,000",30,
1990 October,"90,000","95,000","115,000","130,000","100,000","113,391",65,
1990 November,"85,000","90,000","120,000","145,000","100,000","115,963",56,
1990 December,"90,000","115,000","125,000","160,000","120,000","109,829",41,
1991 January,"90,000","105,000","125,000","150,000","120,000","121,731",67,
1991 February,"80,000","93,000","129,000","156,000","100,000","114,769",13,
1991 March,"92,000","104,000","131,000","152,000","120,000","119,091",15,
1991 April,**,**,**,**,**,"117,056",10,
1991 May,"79,000","90,000","120,000","140,000","100,000","109,783",27,
1991 June,**,**,**,**,**,"120,286",9,
1991 July,**,**,**,**,**,"109,400",5,
1991 August,"90,000","107,000","128,000","139,000","120,000","118,480",52,
1991 September,"95,000","120,000","140,000","175,000","132,500","135,375",24,
1991 October,"85,000","95,000","120,000","145,000","100,000","116,031",54,
1991 November,"89,000","93,000","122,000","162,000","97,500","120,681",38,
1991 December,"90,000","100,000","130,000","145,000","120,000","116,000",32,
1992 January,**,**,**,**,**,"127,247",19,
1992 February,**,**,**,**,**,"126,167",9,
1992 March,**,**,**,**,**,"103,056",9,
1992 April,**,**,**,**,**,"110,318",22,
1992 May,"90,000","99,000","119,000","150,000","105,000","119,615",27,
1992 June,**,**,**,**,**,**,17,
1992 July,"89,000","115,000","132,000","142,000","125,000","120,000",39,
1992 August,"101,000","110,000","130,000","135,000","125,000","121,593",29,
1992 September,"90,000","100,000","122,000","132,000","107,500","115,604",29,
1992 October,"90,000","100,000","140,000","173,000","120,000","125,016",61,
1992 November,"90,000","105,000","130,000","145,000","120,000","121,798",88,
1992 December,"90,000","120,000","135,000","147,000","127,500","112,095",42,
1993 January,"90,000","90,000","109,000","135,000","95,000","109,653",74,
1993 February,"128,000","152,000","167,000","202,000","165,000","160,869",17,
1993 March,"90,000","114,000","128,000","150,000","120,000","121,567",21,
1993 April,"81,000","139,000","140,000","154,000","140,000","128,364",14,
1993 May,"94,000","110,000","126,000","150,000","120,000","117,963",16,
1993 June,"81,000","90,000","122,000","154,000","95,000","115,600",22,
1993 July,"88,000","110,000","120,000","157,000","115,000","117,667",23,
1993 August,"90,000","102,000","128,000","154,000","110,000","121,556",55,
1993 September,"95,000","120,000","135,000","145,000","127,500","127,882",49,
1993 October,"90,000","96,000","129,000","164,000","120,000","123,548",48,
1993 November,"90,000","105,000","125,000","140,000","105,000","117,722",64,
1993 December,"95,000","110,000","135,000","160,000","130,000","116,919",37,
1994 January,"90,000","100,000","115,000","145,000","100,000","103,644",52,
1994 February,"100,000","106,000","128,000","145,000","115,000","121,500",22,
1994 March,**,**,**,**,**,"120,571",15,
1994 April,"90,000","95,000","110,000","125,000","100,000","107,421",28,
1994 May,**,**,**,**,**,"128,000",27,
1994 June,"90,000","102,000","125,000","164,000","115,000","109,828",29,
1994 July,"90,000","115,000","130,000","140,000","122,500","116,694",39,
1994 August,"100,000","120,000","130,000","150,000","125,000","127,554",87,
1994 September,"110,000","130,000","140,000","160,000","140,000","136,410",41,
1994 October,"100,000","119,000","136,000","150,000","130,000","128,000",62,
1994 November,"95,000","110,000","127,000","151,000","120,000","127,679",68,
1994 December,"95,000","110,000","130,000","140,000","125,000","122,375",50,
1995 January,"85,000","93,000","130,000","145,000","110,000","116,953",47,
1995 February,**,**,**,**,**,"129,063",22,
1995 March,**,**,**,**,**,"107,444",12,
1995 April,**,**,**,**,**,"127,286",18,
1995 May,"100,000","110,000","140,000","160,000","140,000","132,643",15,
1995 June,"96,000","116,000","129,000","150,000","120,000","122,876",21,
1995 July,"107,000","113,000","122,000","146,000","120,000","121,652",27,
1995 August,"90,000","116,000","130,000","150,000","125,000","125,000",53,
1995 September,"90,000","120,000","140,000","150,000","132,500","126,579",46,
1995 October,"90,000","97,000","130,000","160,000","115,000","116,361",72,
1995 November,"90,000","90,000","131,000","148,000","100,000","118,293",49,
1995 December,"95,000","120,000","134,000","160,000","120,000","118,292",48,
1996 January,"90,000","92,000","105,000","152,000","97,500","120,483",36,
1996 February,**,**,**,**,**,"134,455",13,
1996 March,"93,000","110,000","120,000","160,000","120,000","124,118",26,
1996 April,"90,000","105,000","115,000","130,000","110,000","105,577",26,
1996 May,**,**,**,**,**,"108,714",27,
1996 June,"95,000","95,000","105,000","119,000","97,500","106,600",24,
1996 July,"91,000","120,000","130,000","160,000","130,000","118,795",44,
1996 August,"90,000","105,000","120,000","131,000","115,000","116,977",58,
1996 September,"95,000","114,000","130,000","153,000","120,000","124,268",61,
1996 October,"93,000","112,000","129,000","150,000","120,000","123,414",58,
1996 November,"102,000","120,000","130,000","162,000","125,000","131,244",48,
1996 December,"100,000","120,000","130,000","135,000","122,500","117,167",42,
1997 January,"90,000","115,000","130,000","149,000","120,000","121,965",60,
1997 February,"98,000","120,000","130,000","157,000","125,000","128,870",26,
1997 March,"100,000","120,000","130,000","140,000","120,000","125,333",40,
1997 April,**,**,**,**,**,"121,000",10,
1997 May,"90,000","118,000","130,000","140,000","127,500","122,500",18,
1997 June,"109,000","120,000","132,000","146,000","120,000","128,043",25,
1997 July,"100,000","117,000","135,000","154,000","130,000","127,350",33,
1997 August,"112,000","125,000","140,000","160,000","130,000","131,583",40,
1997 September,"120,000","125,000","144,000","160,000","130,000","137,894",49,
1997 October,"100,000","115,000","130,000","169,000","120,000","126,000",72,
1997 November,**,**,**,**,**,**,43,
