"Ottawa — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"145,000","170,000","195,000","230,000","180,000","196,670",218,
1990 February,"145,000","175,000","205,000","248,000","190,000","198,255",221,
1990 March,"155,000","180,000","195,000","240,000","190,000","203,422",172,
1990 April,"150,000","180,000","202,000","231,000","190,000","201,137",173,
1990 May,"150,000","175,000","200,000","240,000","190,000","203,871",198,
1990 June,"150,000","170,000","190,000","230,000","180,000","203,120",309,
1990 July,"150,000","170,000","205,000","260,000","185,000","208,247",281,
1990 August,"150,000","170,000","200,000","240,000","185,000","198,387",344,
1990 September,"155,000","175,000","205,000","245,000","185,000","204,437",284,
1990 October,"155,000","180,000","210,000","255,000","195,000","207,319",316,
1990 November,"145,000","175,000","200,000","245,000","185,000","201,489",241,
1990 December,"160,000","180,000","220,000","265,000","200,000","222,571",169,
1991 January,"150,000","170,000","200,000","268,000","182,500","214,386",256,
1991 February,"160,000","187,000","210,000","259,000","200,000","214,513",130,
1991 March,"155,000","180,000","210,000","260,000","195,000","212,889",144,
1991 April,"152,000","180,000","218,000","265,000","185,000","215,821",115,
1991 May,"140,000","160,000","190,000","230,000","172,500","198,160",82,
1991 June,"160,000","193,000","222,000","305,000","210,000","233,974",113,
1991 July,"145,000","166,000","215,000","272,000","177,500","208,211",132,
1991 August,"141,000","170,000","205,000","255,000","185,000","205,416",265,
1991 September,"150,000","175,000","190,000","230,000","185,000","196,226",179,
1991 October,"150,000","180,000","205,000","250,000","190,000","207,237",259,
1991 November,"150,000","179,000","200,000","240,000","190,000","202,603",181,
1991 December,"135,000","170,000","188,000","250,000","180,000","195,354",130,
1992 January,"160,000","182,000","220,000","270,000","190,000","224,599",205,
1992 February,"150,000","180,000","220,000","270,000","195,000","220,494",145,
1992 March,"160,000","180,000","200,000","250,000","190,000","204,342",185,
1992 April,"155,000","170,000","195,000","250,000","185,000","202,275",144,
1992 May,"150,000","170,000","190,000","230,000","180,000","191,959",100,
1992 June,"150,000","172,000","205,000","250,000","185,000","208,540",185,
1992 July,"140,000","160,000","185,000","245,000","175,000","192,633",264,
1992 August,"150,000","170,000","200,000","250,000","185,000","203,534",345,
1992 September,"154,000","185,000","195,000","208,000","190,000","190,192",48,
1992 October,"155,000","180,000","200,000","235,000","190,000","201,989",447,
1992 November,"145,000","170,000","200,000","240,000","180,000","195,220",193,
1992 December,"160,000","190,000","210,000","245,000","200,000","209,432",258,
1993 January,"150,000","175,000","200,000","240,000","180,000","230,377",188,
1993 February,"162,000","180,000","205,000","250,000","190,000","205,992",151,
1993 March,"170,000","180,000","195,000","248,000","185,000","219,554",145,
1993 April,"165,000","175,000","190,000","230,000","185,000","200,758",183,
1993 May,"160,000","180,000","195,000","238,000","185,000","212,614",141,
1993 June,"169,000","185,000","210,000","240,000","200,000","210,135",198,
1993 July,"165,000","180,000","210,000","250,000","195,000","211,613",203,
1993 August,"150,000","170,000","195,000","250,000","180,000","200,503",236,
1993 September,"150,000","170,000","180,000","225,000","175,000","188,423",214,
1993 October,"145,000","170,000","190,000","244,000","177,500","192,432",170,
1993 November,"145,000","165,000","190,000","220,000","175,000","189,328",168,
1993 December,"155,000","180,000","200,000","240,000","190,000","203,576",120,
1994 January,"145,000","168,000","185,000","236,000","175,000","189,792",98,
1994 February,"160,000","175,000","190,000","225,000","182,500","190,428",62,
1994 March,"165,000","185,000","202,000","253,000","195,000","211,605",73,
1994 April,"160,000","175,000","200,000","245,000","190,000","202,976",173,
1994 May,"160,000","175,000","190,000","210,000","185,000","189,444",134,
1994 June,"165,000","175,000","200,000","236,000","185,000","199,523",148,
1994 July,"150,000","175,000","195,000","230,000","185,000","192,942",279,
1994 August,"155,000","175,000","200,000","245,000","185,000","201,946",231,
1994 September,"165,000","181,000","204,000","240,000","190,000","206,170",187,
1994 October,"160,000","175,000","195,000","235,000","185,000","198,456",152,
