"Sherbrooke — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 2007 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
2007 January,"120,000","178,000","200,000","235,000","200,000","191,136",26,
2007 February,"120,000","175,000","200,000","270,000","187,500","230,818",26,
2007 March,"140,000","150,000","175,000","220,000","175,000","161,795",39,
2007 April,"130,000","150,000","175,000","240,000","155,000","182,853",40,
2007 May,"135,000","166,000","200,000","225,000","175,000","215,957",49,
2007 June,"120,000","135,000","170,000","215,000","140,000","167,333",69,
2007 July,"126,000","145,000","175,000","224,000","165,000","178,378",49,
2007 August,"140,000","156,000","179,000","222,000","175,000","190,256",88,
2007 September,"125,000","145,000","180,000","220,000","165,000","173,551",75,
2007 October,"140,000","168,000","200,000","250,000","180,000","198,226",57,
2007 November,"125,000","146,000","180,000","238,000","160,000","181,667",36,
2007 December,"140,000","175,000","200,000","285,000","190,000","230,449",124,
2008 January,"155,000","181,000","200,000","205,000","200,000","185,538",13,
2008 February,"140,000","160,000","197,000","240,000","175,000","190,549",75,
2008 March,"135,000","160,000","175,000","244,000","160,000","174,674",43,
2008 April,"158,000","181,000","225,000","281,000","200,000","237,364",41,
2008 May,"136,000","171,000","200,000","285,000","187,500","205,417",15,
2008 June,"150,000","175,000","196,000","243,000","185,000","196,281",78,
2008 July,"134,000","166,000","195,000","225,000","180,000","188,408",81,
2008 August,"130,000","159,000","180,000","246,000","170,000","194,889",63,
2008 September,"101,000","146,000","185,000","222,000","160,000","174,359",94,
2008 October,"126,000","165,000","220,000","250,000","190,000","205,887",69,
2008 November,"140,000","161,000","190,000","250,000","175,000","193,982",59,
2008 December,"145,000","170,000","225,000","290,000","190,000","225,075",59,
2009 January,"180,000","190,000","220,000","275,000","195,000","233,375",37,
2009 February,"150,000","170,000","200,000","240,000","185,000","204,718",39,
2009 March,"145,000","159,000","176,000","215,000","165,000","182,427",42,
2009 April,"146,000","183,000","240,000","278,000","210,000","234,525",44,
2009 May,"140,000","150,000","180,000","275,000","167,500","204,441",36,
2009 June,"120,000","165,000","195,000","245,000","185,000","191,571",124,
2009 July,"100,000","130,000","162,000","201,000","145,000","164,548",67,
2009 August,"140,000","155,000","170,000","210,000","160,000","186,162",76,
2009 September,"140,000","155,000","200,000","230,000","175,000","205,795",42,
2009 October,"100,000","175,000","210,000","260,000","190,000","179,020",50,
2009 November,"100,000","115,000","154,000","202,000","137,500","153,271",48,
2009 December,"155,000","175,000","180,000","275,000","180,000","235,947",21,
2010 January,**,**,**,**,**,"188,900",20,
2010 February,"177,000","200,000","245,000","272,000","222,500","186,720",25,
2010 March,"170,000","195,000","225,000","315,000","220,000","234,409",21,
2010 April,"153,000","167,000","200,000","238,000","185,000","208,209",37,
2010 May,"182,000","204,000","228,000","286,000","225,000","212,666",33,
2010 June,"163,000","182,000","217,000","244,000","190,000","202,339",41,
2010 July,"110,000","155,000","195,000","230,000","175,000","184,037",134,
2010 August,"166,000","184,000","200,000","235,000","200,000","197,373",37,
2010 September,"194,000","214,000","254,000","287,000","240,000","210,981",30,
2010 October,"153,000","170,000","200,000","275,000","185,000","217,243",67,
2010 November,"193,000","220,000","240,000","302,000","235,000","236,543",32,
2010 December,"150,000","170,000","218,000","270,000","170,000","220,675",35,
2011 January,"140,000","161,000","190,000","220,000","170,000","190,848",42,
2011 February,**,**,**,**,**,"221,827",15,
2011 March,"172,000","207,000","215,000","257,000","215,000","209,663",24,
2011 April,"150,000","160,000","178,000","200,000","170,000","183,554",50,
2011 May,"150,000","160,000","182,000","266,000","170,000","197,368",43,
2011 June,"185,000","225,000","250,000","400,000","240,000","232,082",40,
2011 July,"195,000","215,000","245,000","270,000","237,500","236,287",64,
2011 August,"191,000","236,000","291,000","366,000","260,000","272,152",59,
2011 September,"189,000","225,000","240,000","312,000","227,500","245,658",30,
2011 October,"200,000","237,000","260,000","318,000","245,000","257,695",56,
2011 November,"160,000","188,000","210,000","268,000","200,000","219,514",73,
2011 December,"160,000","180,000","216,000","255,000","200,000","212,925",61,
2012 January,"205,000","220,000","240,000","270,000","227,500","233,752",27,
2012 February,"207,000","249,000","290,000","360,000","265,000","284,952",66,
2012 March,"177,000","229,000","261,000","331,000","245,000","254,268",32,
2012 April,"211,000","232,000","283,000","330,000","250,000","236,054",58,
2012 May,"160,000","174,000","205,000","250,000","200,000","214,015",60,
2012 June,"183,000","215,000","245,000","290,000","230,000","238,225",97,
2012 July,"175,000","200,000","240,000","296,000","230,000","239,486",113,
2012 August,"180,000","225,000","277,000","315,000","245,000","266,342",61,
2012 September,"195,000","250,000","275,000","320,000","260,000","266,051",79,
2012 October,"198,000","258,000","297,000","327,000","272,500","267,536",58,
2012 November,"170,000","226,000","283,000","343,000","260,000","267,800",55,
2012 December,"177,000","235,000","275,000","350,000","250,000","276,477",61,
2013 January,"200,000","237,000","279,000","332,000","250,000","277,863",56,
2013 February,"221,000","250,000","300,000","375,000","260,000","260,035",31,
2013 March,"175,000","205,000","252,000","285,000","230,000","248,302",41,
2013 April,"187,000","226,000","269,000","314,000","255,000","264,650",47,
2013 May,"170,000","205,000","265,000","320,000","230,000","255,872",49,
2013 June,"175,000","201,000","249,000","310,000","215,000","242,718",87,
2013 July,"185,000","225,000","285,000","325,000","250,000","263,068",89,
2013 August,"185,000","225,000","280,000","325,000","250,000","259,758",73,
2013 September,"264,000","300,000","330,000","408,000","315,000","310,224",59,
2013 October,"256,000","296,000","325,000","392,000","310,000","291,342",51,
2013 November,"191,000","297,000","340,000","394,000","320,000","271,736",36,
2013 December,"190,000","230,000","292,000","348,000","265,000","276,928",66,
2014 January,"185,000","200,000","256,000","313,000","217,500","249,426",30,
2014 February,"140,000","230,000","260,000","355,000","235,000","235,850",22,
2014 March,"177,000","224,000","334,000","366,000","262,500","236,953",24,
2014 April,"175,000","186,000","225,000","304,000","210,000","244,112",32,
2014 May,"215,000","268,000","358,000","405,000","325,000","259,628",26,
2014 June,"154,000","219,000","251,000","313,000","232,500","248,131",86,
2014 July,"185,000","220,000","292,000","342,000","255,000","262,001",73,
2014 August,"225,000","252,000","288,000","350,000","265,000","277,734",72,
2014 September,"200,000","220,000","245,000","325,000","230,000","289,188",39,
2014 October,"250,000","294,000","325,000","398,000","300,000","289,035",46,
2014 November,"185,000","247,000","295,000","375,000","280,000","289,736",51,
2014 December,"236,000","260,000","299,000","360,000","275,000","284,058",55,
2015 January,"220,000","310,000","350,000","425,000","337,500","289,875",20,
2015 February,**,**,**,**,**,"243,572",14,
2015 March,"251,000","320,000","350,000","500,000","345,000","322,155",31,
2015 April,"228,000","281,000","300,000","388,000","290,000","285,581",21,
2015 May,"260,000","300,000","360,000","415,000","352,500","286,129",26,
2015 June,"185,000","190,000","216,000","233,000","207,500","237,861",43,
2015 July,"186,000","200,000","215,000","225,000","207,500","235,977",34,
2015 August,**,**,**,**,**,"227,199",12,
2015 September,"178,000","196,000","218,000","234,000","205,000","207,557",15,
2015 October,"200,000","210,000","220,000","239,000","210,000","219,455",19,
2015 November,"186,000","200,000","210,000","252,000","205,000","222,421",18,
2015 December,"186,000","207,000","218,000","238,000","210,000","257,940",24,
2016 January,**,**,**,**,**,**,4,
2016 February,**,**,**,**,**,"288,750",8,
2016 March,**,**,**,**,**,"194,454",10,
2016 April,**,**,**,**,**,"222,699",17,
2016 May,"182,000","200,000","211,000","246,000","205,000","226,047",41,
2016 June,"170,000","185,000","200,000","204,000","195,000","226,382",33,
2016 July,"180,000","190,000","205,000","225,000","197,500","204,917",50,
2016 August,"175,000","180,000","200,000","215,000","185,000","201,349",23,
2016 September,"190,000","214,000","240,000","310,000","230,000","273,099",30,
2016 October,**,**,**,**,**,"211,971",9,
2016 November,**,**,**,**,**,"250,955",16,
2016 December,"210,000","234,000","300,000","358,000","290,000","263,724",19,
2017 January,**,**,**,**,**,"252,828",26,
2017 February,**,**,**,**,**,"188,618",10,
2017 March,**,**,**,**,**,"354,364",14,
2017 April,"186,000","192,000","200,000","214,000","200,000","199,226",21,
2017 May,"180,000","195,000","195,000","205,000","195,000","193,791",18,
2017 June,"185,000","190,000","195,000","215,000","190,000","231,768",34,
2017 July,"190,000","205,000","220,000","230,000","210,000","214,892",54,
2017 August,"190,000","196,000","210,000","225,000","200,000","246,441",32,
2017 September,"185,000","196,000","214,000","234,000","210,000","232,094",34,
2017 October,**,**,**,**,**,"230,410",11,
2017 November,"193,000","210,000","224,000","239,000","212,500","220,140",11,
2017 December,"160,000","169,000","232,000","274,000","190,000","242,663",23,
2018 January,**,**,**,**,**,"193,905",10,
2018 February,**,**,**,**,**,"229,175",12,
2018 March,"189,000","223,000","249,000","295,000","240,000","242,900",23,
2018 April,"175,000","180,000","188,000","190,000","185,000","237,964",21,
2018 May,"180,000","200,000","205,000","219,000","205,000","203,943",32,
2018 June,"191,000","215,000","225,000","285,000","220,000","240,564",65,
2018 July,"187,000","210,000","220,000","257,000","210,000","251,249",20,
2018 August,**,**,**,**,**,"205,415",8,
2018 September,"200,000","205,000","230,000","254,000","210,000","267,000",27,
2018 October,"183,000","194,000","218,000","249,000","210,000","215,970",12,
