"Kitchener - Cambridge - Waterloo — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"170,000","191,000","254,000","292,000","225,000","230,893",187,
1990 February,"175,000","220,000","263,000","299,000","250,000","247,937",96,
1990 March,"180,000","210,000","260,000","300,000","237,500","258,234",65,
1990 April,"185,000","225,000","280,000","300,000","260,000","257,698",86,
1990 May,"145,000","166,000","218,000","280,000","180,000","213,816",87,
1990 June,"150,000","180,000","245,000","280,000","200,000","221,764",110,
1990 July,"145,000","185,000","239,000","277,000","205,000","222,634",142,
1990 August,"145,000","185,000","250,000","280,000","237,500","220,039",148,
1990 September,"150,000","185,000","250,000","275,000","240,000","222,169",124,
1990 October,"150,000","190,000","250,000","260,000","225,000","222,431",169,
1990 November,"150,000","175,000","234,000","280,000","185,000","214,953",138,
1990 December,"145,000","180,000","232,000","268,000","190,000","206,450",76,
1991 January,"140,000","160,000","196,000","250,000","180,000","201,445",130,
1991 February,"145,000","156,000","245,000","265,000","190,000","212,427",77,
1991 March,"145,000","170,000","226,000","266,000","195,000","230,757",51,
1991 April,"155,000","185,000","240,000","265,000","220,000","213,727",59,
1991 May,"150,000","180,000","238,000","245,000","185,000","214,599",105,
1991 June,"145,000","160,000","180,000","245,000","175,000","198,466",88,
1991 July,"140,000","160,000","180,000","238,000","170,000","183,183",145,
1991 August,"155,000","175,000","195,000","255,000","185,000","204,652",89,
1991 September,"115,000","160,000","181,000","240,000","170,000","190,877",171,
1991 October,"140,000","150,000","187,000","250,000","165,000","190,439",93,
1991 November,"150,000","155,000","184,000","245,000","172,500","197,706",68,
1991 December,"115,000","140,000","170,000","230,000","150,000","174,636",157,
1992 January,"145,000","170,000","195,000","240,000","180,000","200,167",84,
1992 February,"150,000","160,000","187,000","235,000","175,000","193,253",51,
1992 March,"145,000","157,000","185,000","220,000","175,000","186,262",60,
1992 April,"145,000","160,000","180,000","235,000","165,000","193,559",59,
1992 May,"153,000","170,000","185,000","229,000","175,000","206,094",85,
1992 June,"149,000","160,000","175,000","206,000","165,000","181,730",113,
1992 July,"150,000","160,000","175,000","200,000","170,000","184,684",155,
1992 August,"140,000","160,000","180,000","210,000","170,000","177,805",159,
1992 September,"165,000","180,000","200,000","230,000","190,000","202,957",328,
1992 October,"150,000","170,000","190,000","220,000","180,000","190,336",166,
1992 November,"150,000","170,000","180,000","211,000","170,000","182,449",98,
1992 December,"140,000","160,000","170,000","200,000","165,000","179,828",151,
1993 January,"130,000","161,000","170,000","216,000","165,000","170,862",87,
1993 February,"135,000","145,000","160,000","188,000","155,000","163,852",106,
1993 March,"130,000","145,000","165,000","180,000","155,000","160,959",79,
1993 April,"130,000","153,000","165,000","195,000","160,000","181,253",83,
1993 May,"135,000","165,000","170,000","200,000","165,000","177,677",93,
1993 June,"145,000","160,000","170,000","200,000","165,000","178,246",115,
1993 July,"137,000","160,000","175,000","195,000","170,000","171,185",171,
1993 August,"145,000","165,000","170,000","184,000","170,000","171,467",100,
1993 September,"142,000","160,000","170,000","185,000","165,000","171,332",156,
1993 October,"160,000","165,000","179,000","200,000","170,000","181,080",90,
1993 November,"160,000","165,000","175,000","200,000","170,000","180,229",100,
1993 December,"155,000","165,000","170,000","180,000","165,000","168,850",124,
1994 January,"152,000","160,000","166,000","185,000","165,000","170,319",34,
1994 February,"160,000","165,000","170,000","188,000","170,000","170,478",61,
1994 March,"135,000","153,000","167,000","180,000","162,500","172,550",68,
1994 April,"158,000","165,000","170,000","186,000","167,500","169,147",81,
1994 May,"130,000","150,000","165,000","180,000","165,000","166,566",106,
1994 June,"140,000","155,000","165,000","178,000","160,000","165,912",146,
1994 July,"145,000","150,000","160,000","178,000","160,000","170,264",126,
1994 August,"135,000","155,000","170,000","180,000","165,000","167,468",215,
1994 September,"140,000","165,000","170,000","190,000","170,000","167,588",68,
1994 October,"140,000","160,000","170,000","180,000","165,000","170,008",359,
1994 November,"135,000","155,000","168,000","185,000","160,000","170,322",105,
1994 December,"130,000","150,000","165,000","185,000","160,000","180,113",91,
1995 January,"145,000","160,000","170,000","175,000","165,000","163,243",42,
1995 February,"135,000","150,000","165,000","190,000","155,000","168,767",69,
1995 March,"125,000","137,000","150,000","175,000","145,000","156,426",70,
1995 April,"145,000","150,000","165,000","180,000","162,500","166,996",51,
1995 May,"125,000","141,000","160,000","175,000","145,000","163,655",62,
1995 June,"145,000","160,000","175,000","200,000","167,500","177,351",91,
1995 July,"140,000","147,000","170,000","185,000","160,000","169,489",100,
1995 August,"145,000","160,000","170,000","195,000","162,500","166,266",87,
1995 September,"135,000","145,000","165,000","185,000","150,000","174,267",119,
1995 October,"140,000","160,000","170,000","194,000","165,000","168,187",83,
1995 November,"150,000","160,000","170,000","182,000","165,000","181,961",84,
1995 December,"135,000","150,000","160,000","172,000","155,000","163,475",92,
1996 January,"145,000","156,000","175,000","204,000","165,000","182,239",46,
1996 February,"145,000","155,000","170,000","181,000","160,000","167,830",67,
1996 March,"150,000","165,000","175,000","220,000","170,000","180,112",52,
1996 April,"150,000","162,000","175,000","194,000","170,000","178,553",74,
1996 May,"150,000","155,000","170,000","200,000","160,000","167,879",58,
1996 June,"145,000","155,000","170,000","195,000","165,000","174,688",103,
1996 July,"145,000","160,000","170,000","175,000","165,000","166,751",166,
1996 August,"155,000","165,000","170,000","185,000","170,000","176,176",163,
1996 September,"140,000","150,000","165,000","175,000","155,000","161,800",216,
1996 October,"140,000","150,000","165,000","175,000","155,000","167,678",154,
1996 November,"140,000","155,000","165,000","175,000","160,000","174,506",143,
1996 December,"140,000","150,000","163,000","170,000","155,000","164,140",155,
1997 January,"145,000","155,000","165,000","175,000","160,000","166,926",70,
1997 February,"151,000","162,000","170,000","184,000","170,000","170,452",61,
1997 March,"130,000","150,000","165,000","180,000","155,000","159,529",129,
1997 April,"130,000","150,000","160,000","170,000","155,000","161,948",164,
1997 May,"140,000","150,000","165,000","170,000","160,000","157,877",161,
1997 June,"140,000","150,000","165,000","175,000","155,000","158,463",194,
1997 July,"140,000","155,000","170,000","180,000","165,000","164,687",179,
1997 August,"150,000","165,000","170,000","185,000","165,000","173,805",162,
1997 September,"140,000","170,000","175,000","200,000","175,000","178,356",157,
1997 October,"150,000","170,000","175,000","185,000","170,000","176,559",152,
1997 November,"145,000","155,000","165,000","179,000","165,000","169,963",170,
1997 December,"145,000","165,000","170,000","180,000","170,000","174,976",136,
1998 January,"145,000","165,000","170,000","185,000","170,000","177,019",107,
1998 February,"150,000","165,000","170,000","190,000","170,000","179,743",129,
1998 March,"160,000","170,000","175,000","187,000","170,000","182,665",111,
1998 April,"150,000","164,000","170,000","188,000","165,000","176,501",137,
1998 May,"150,000","165,000","175,000","195,000","170,000","178,890",138,
1998 June,"160,000","170,000","175,000","195,000","175,000","185,354",119,
1998 July,"150,000","165,000","170,000","186,000","170,000","171,984",193,
1998 August,"150,000","165,000","175,000","200,000","170,000","181,435",203,
1998 September,"160,000","170,000","175,000","195,000","175,000","177,822",212,
1998 October,"150,000","170,000","175,000","190,000","170,000","175,710",162,
1998 November,"165,000","170,000","180,000","200,000","175,000","198,910",175,
1998 December,"165,000","170,000","175,000","190,000","170,000","174,013",208,
1999 January,"161,000","170,000","175,000","190,000","170,000","185,732",103,
1999 February,"157,000","170,000","176,000","195,000","172,500","181,761",124,
1999 March,"150,000","170,000","180,000","205,000","175,000","183,545",138,
1999 April,"150,000","160,000","170,000","197,000","165,000","177,002",127,
1999 May,"155,000","165,000","175,000","193,000","170,000","177,851",158,
1999 June,"150,000","165,000","180,000","210,000","175,000","184,946",162,
1999 July,"160,000","170,000","175,000","190,000","170,000","178,701",196,
1999 August,"150,000","170,000","190,000","230,000","180,000","197,751",244,
1999 September,"160,000","175,000","190,000","235,000","180,000","195,396",192,
1999 October,"155,000","170,000","185,000","226,000","175,000","192,186",198,
1999 November,"165,000","175,000","185,000","210,000","180,000","189,876",188,
