"Vancouver — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,**,**,**,**,**,"219,683",36,
1990 February,"179,000","201,000","260,000","300,000","250,000","245,802",50,
1990 March,"186,000","210,000","240,000","280,000","230,000","240,494",70,
1990 April,"156,000","170,000","209,000","270,000","175,000","208,515",52,
1990 May,"170,000","210,000","230,000","251,000","230,000","224,019",21,
1990 June,"165,000","170,000","230,000","320,000","215,000","237,682",74,
1990 July,**,**,**,**,**,"262,370",54,
1990 August,**,**,**,**,**,"240,569",62,
1990 September,"165,000","195,000","262,000","317,000","215,000","244,412",33,
1990 October,"165,000","200,000","255,000","308,000","230,000","262,204",50,
1990 November,**,**,**,**,**,"223,348",33,
1990 December,**,**,**,**,**,**,22,
1991 January,"165,000","196,000","222,000","266,000","205,000","221,251",43,
1991 February,"165,000","190,000","250,000","300,000","235,000","236,121",39,
1991 March,"155,000","166,000","200,000","266,000","187,500","221,625",72,
1991 April,"170,000","185,000","235,000","300,000","202,500","236,528",82,
1991 May,"200,000","210,000","244,000","312,000","215,000","250,217",41,
1991 June,**,**,**,**,**,"222,461",31,
1991 July,"170,000","182,000","204,000","240,000","190,000","209,485",35,
1991 August,"180,000","205,000","240,000","270,000","220,000","234,831",49,
1991 September,**,**,**,**,**,"184,049",47,
1991 October,"155,000","165,000","180,000","240,000","170,000","201,070",69,
1991 November,**,**,**,**,**,"204,404",24,
1991 December,"180,000","205,000","220,000","260,000","215,000","223,354",67,
1992 January,"160,000","190,000","235,000","310,000","230,000","231,285",39,
1992 February,"186,000","216,000","252,000","296,000","240,000","259,622",31,
1992 March,"165,000","200,000","232,000","268,000","220,000","222,535",46,
1992 April,"180,000","210,000","230,000","268,000","220,000","234,094",51,
1992 May,"198,000","275,000","289,000","310,000","275,000","272,400",63,
1992 June,"210,000","240,000","245,000","345,000","245,000","266,765",61,
1992 July,"170,000","219,000","256,000","335,000","220,000","244,750",26,
1992 August,"215,000","250,000","270,000","310,000","265,000","264,962",50,
