"Edmonton — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"110,000","130,000","150,000","185,000","140,000","152,332",267,
1990 February,"110,000","135,000","150,000","185,000","140,000","153,824",342,
1990 March,"115,000","135,000","160,000","190,000","145,000","156,633",274,
1990 April,"113,000","135,000","155,000","185,000","145,000","151,105",307,
1990 May,"115,000","145,000","160,000","197,000","152,500","163,767",312,
1990 June,"120,000","140,000","165,000","198,000","155,000","169,713",341,
1990 July,"110,000","140,000","165,000","195,000","150,000","157,187",404,
1990 August,"122,000","145,000","170,000","200,000","157,500","165,856",446,
1990 September,"115,000","140,000","170,000","200,000","150,000","161,467",552,
1990 October,"120,000","145,000","175,000","202,000","160,000","165,827",542,
1990 November,"115,000","140,000","170,000","200,000","155,000","162,978",437,
1990 December,"120,000","145,000","170,000","205,000","160,000","166,709",355,
1991 January,"125,000","155,000","180,000","211,000","170,000","175,420",388,
1991 February,"125,000","145,000","175,000","205,000","160,000","170,684",284,
1991 March,"125,000","155,000","180,000","210,000","170,000","173,545",209,
1991 April,"125,000","150,000","175,000","201,000","160,000","168,488",233,
1991 May,"115,000","145,000","175,000","220,000","155,000","179,407",219,
1991 June,"120,000","155,000","185,000","215,000","170,000","177,621",177,
1991 July,"120,000","140,000","165,000","195,000","155,000","164,955",239,
1991 August,"125,000","150,000","175,000","215,000","160,000","176,110",344,
1991 September,"120,000","145,000","180,000","210,000","165,000","176,408",304,
1991 October,"125,000","145,000","175,000","206,000","160,000","170,794",333,
1991 November,"125,000","149,000","175,000","210,000","160,000","174,814",271,
1991 December,"125,000","150,000","175,000","205,000","165,000","173,744",288,
1992 January,"125,000","145,000","170,000","215,000","155,000","172,719",244,
1992 February,"125,000","151,000","179,000","200,000","165,000","169,907",192,
1992 March,"135,000","155,000","175,000","205,000","160,000","169,690",236,
1992 April,"125,000","150,000","170,000","210,000","155,000","172,047",266,
1992 May,"125,000","150,000","165,000","190,000","155,000","162,456",217,
1992 June,"120,000","145,000","161,000","195,000","150,000","164,729",321,
1992 July,"120,000","145,000","170,000","197,000","155,000","163,429",342,
1992 August,"125,000","150,000","167,000","200,000","155,000","172,277",413,
1992 September,"120,000","150,000","170,000","195,000","160,000","162,907",343,
1992 October,"125,000","150,000","175,000","205,000","165,000","171,975",629,
1992 November,"125,000","150,000","170,000","205,000","160,000","173,167",420,
1992 December,"120,000","145,000","170,000","205,000","155,000","165,470",447,
1993 January,"125,000","150,000","170,000","205,000","160,000","170,713",355,
