"Edmonton — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"110,000","130,000","150,000","185,000","140,000","152,332",273,
1990 February,"110,000","135,000","150,000","185,000","140,000","151,416",365,
1990 March,"115,000","135,000","160,000","190,000","145,000","153,477",294,
1990 April,"113,000","135,000","155,000","185,000","145,000","149,323",329,
1990 May,"115,000","145,000","160,000","197,000","152,500","161,056",332,
1990 June,"120,000","140,000","165,000","198,000","155,000","168,420",359,
1990 July,"110,000","140,000","165,000","195,000","150,000","157,187",421,
1990 August,"122,000","145,000","170,000","200,000","157,500","165,315",455,
1990 September,"115,000","140,000","170,000","200,000","150,000","161,467",569,
1990 October,"120,000","145,000","175,000","202,000","160,000","165,271",554,
1990 November,"110,000","135,000","166,000","200,000","150,000","159,512",461,
1990 December,"120,000","145,000","170,000","205,000","160,000","165,875",360,
1991 January,"125,000","155,000","180,000","211,000","170,000","175,420",394,
1991 February,"125,000","145,000","175,000","205,000","160,000","165,992",304,
1991 March,"125,000","155,000","180,000","210,000","170,000","173,545",213,
1991 April,"125,000","150,000","175,000","201,000","160,000","168,291",242,
1991 May,"115,000","142,000","175,000","219,000","155,000","177,420",235,
1991 June,"120,000","155,000","185,000","215,000","170,000","175,205",185,
1991 July,"120,000","140,000","165,000","195,000","155,000","163,814",250,
1991 August,"125,000","150,000","175,000","215,000","160,000","176,110",347,
1991 September,"120,000","145,000","175,000","210,000","160,000","174,107",329,
1991 October,"125,000","140,000","170,000","200,000","155,000","168,137",363,
1991 November,"125,000","149,000","175,000","210,000","160,000","174,814",290,
1991 December,"125,000","150,000","175,000","205,000","165,000","172,783",298,
1992 January,"125,000","145,000","170,000","215,000","155,000","170,570",253,
1992 February,"125,000","151,000","179,000","200,000","165,000","168,953",205,
1992 March,"135,000","155,000","175,000","205,000","160,000","169,690",247,
1992 April,"123,000","145,000","165,000","205,000","155,000","169,426",282,
1992 May,"125,000","150,000","165,000","190,000","155,000","160,561",229,
1992 June,"120,000","145,000","160,000","195,000","150,000","164,170",351,
1992 July,"120,000","145,000","170,000","197,000","155,000","163,071",348,
1992 August,"125,000","150,000","167,000","200,000","155,000","171,277",428,
1992 September,"120,000","150,000","170,000","195,000","160,000","161,414",365,
1992 October,"125,000","150,000","175,000","205,000","165,000","171,339",655,
1992 November,"125,000","150,000","170,000","205,000","160,000","172,030",441,
1992 December,"120,000","145,000","170,000","205,000","155,000","165,470",468,
1993 January,"125,000","150,000","170,000","205,000","160,000","169,019",379,
1993 February,"125,000","140,000","155,000","185,000","145,000","157,221",289,
1993 March,"125,000","142,000","160,000","185,000","150,000","158,907",345,
1993 April,"125,000","145,000","165,000","190,000","155,000","159,659",353,
1993 May,"135,000","155,000","175,000","210,000","165,000","176,845",391,
1993 June,"135,000","155,000","180,000","215,000","165,000","178,666",413,
1993 July,"135,000","150,000","175,000","205,000","160,000","177,435",411,
1993 August,"130,000","150,000","175,000","210,000","160,000","173,651",472,
1993 September,"130,000","150,000","170,000","205,000","160,000","172,275",442,
1993 October,"125,000","145,000","160,000","185,000","152,500","160,034",382,
1993 November,"129,000","145,000","165,000","195,000","155,000","164,975",371,
1993 December,"125,000","145,000","165,000","195,000","155,000","166,439",466,
1994 January,"115,000","140,000","160,000","190,000","150,000","158,014",343,
1994 February,"124,000","140,000","165,000","195,000","150,000","163,240",308,
1994 March,"130,000","150,000","170,000","205,000","160,000","168,720",301,
1994 April,"115,000","130,000","150,000","180,000","140,000","147,460",257,
1994 May,"120,000","140,000","155,000","185,000","145,000","159,235",272,
1994 June,"127,000","145,000","165,000","193,000","155,000","165,864",327,
1994 July,"125,000","145,000","165,000","190,000","155,000","164,015",330,
1994 August,"125,000","140,000","160,000","190,000","150,000","161,350",349,
1994 September,"130,000","149,000","165,000","188,000","155,000","164,548",361,
1994 October,"120,000","145,000","160,000","185,000","155,000","158,492",349,
1994 November,"130,000","145,000","165,000","180,000","155,000","158,513",397,
1994 December,"120,000","135,000","160,000","195,000","145,000","160,610",356,
1995 January,"130,000","145,000","160,000","190,000","155,000","165,538",249,
1995 February,"125,000","140,000","160,000","180,000","150,000","159,259",172,
1995 March,"125,000","135,000","150,000","180,000","145,000","155,743",151,
1995 April,"125,000","140,000","168,000","224,000","150,000","174,587",138,
1995 May,"125,000","140,000","160,000","190,000","150,000","161,326",181,
1995 June,"125,000","140,000","155,000","180,000","150,000","154,861",204,
1995 July,"125,000","140,000","151,000","183,000","145,000","154,111",194,
1995 August,"125,000","140,000","160,000","185,000","155,000","159,737",243,
1995 September,"120,000","135,000","150,000","180,000","145,000","154,213",248,
1995 October,"120,000","140,000","155,000","190,000","145,000","158,156",219,
1995 November,"125,000","141,000","160,000","185,000","150,000","158,700",206,
1995 December,"120,000","135,000","155,000","180,000","145,000","153,941",280,
1996 January,"120,000","140,000","155,000","185,000","147,500","159,951",243,
1996 February,"125,000","144,000","160,000","180,000","150,000","157,557",266,
1996 March,"120,000","140,000","160,000","190,000","150,000","160,936",183,
1996 April,"125,000","140,000","160,000","185,000","150,000","155,450",189,
1996 May,"125,000","140,000","155,000","180,000","150,000","157,707",179,
1996 June,"125,000","135,000","160,000","185,000","145,000","153,179",191,
1996 July,"125,000","140,000","160,000","190,000","145,000","157,267",250,
1996 August,"115,000","135,000","150,000","170,000","140,000","144,143",299,
1996 September,"125,000","140,000","155,000","180,000","145,000","156,835",307,
1996 October,"125,000","140,000","155,000","185,000","150,000","156,098",400,
1996 November,"120,000","140,000","160,000","185,000","150,000","155,731",321,
1996 December,"125,000","140,000","165,000","190,000","150,000","156,683",364,
1997 January,"120,000","138,000","155,000","180,000","145,000","150,930",223,
1997 February,"110,000","130,000","153,000","185,000","140,000","152,785",280,
1997 March,"120,000","140,000","155,000","180,000","150,000","151,997",252,
1997 April,"120,000","135,000","155,000","175,000","145,000","153,997",231,
1997 May,"125,000","140,000","155,000","180,000","150,000","156,595",230,
1997 June,"120,000","140,000","160,000","185,000","150,000","155,587",278,
1997 July,"125,000","140,000","155,000","180,000","150,000","155,636",317,
1997 August,"120,000","140,000","155,000","184,000","145,000","155,965",330,
1997 September,"125,000","140,000","160,000","185,000","150,000","158,047",350,
1997 October,"125,000","140,000","165,000","190,000","155,000","161,661",374,
1997 November,"120,000","150,000","165,000","195,000","155,000","163,613",424,
1997 December,"130,000","150,000","170,000","200,000","160,000","167,344",394,
1998 January,"120,000","145,000","155,000","185,000","150,000","156,404",325,
1998 February,"120,000","140,000","160,000","190,000","150,000","156,365",264,
1998 March,"135,000","150,000","165,000","190,000","155,000","166,506",248,
1998 April,"125,000","145,000","160,000","190,000","150,000","163,040",327,
1998 May,"135,000","150,000","165,000","190,000","155,000","166,339",309,
1998 June,"135,000","155,000","170,000","195,000","165,000","169,677",361,
1998 July,"135,000","160,000","180,000","205,000","167,500","176,242",292,
