"Trois-Rivières — Historical Average, Median and Price Percentiles for Absorbed Homeowner and Condominium Units  "
January 1990 to March 2024 Single / Semi-detached
,1st 20%,2nd 40%,3rd 60%,4th 80%,Median,Average,Units,
1990 January,"60,000","60,000","75,000","100,000","67,500","75,333",28,
1990 February,"60,000","70,000","79,000","87,000","75,000","75,595",45,
1990 March,"59,000","70,000","75,000","81,000","70,000","77,017",27,
1990 April,"70,000","75,000","81,000","118,000","80,000","94,000",17,
1990 May,"60,000","65,000","70,000","80,000","70,000","72,331",42,
1990 June,"60,000","70,000","75,000","90,000","72,500","75,882",96,
1990 July,"60,000","70,000","80,000","94,000","75,000","80,096",162,
1990 August,"65,000","70,000","80,000","97,000","75,000","81,037",38,
1990 September,"61,000","70,000","90,000","105,000","80,000","84,565",46,
1990 October,"60,000","70,000","80,000","97,000","70,000","75,257",70,
1990 November,"65,000","70,000","90,000","100,000","75,000","82,249",30,
1990 December,"64,000","70,000","70,000","86,000","70,000","75,164",36,
1991 January,"70,000","75,000","88,000","100,000","80,000","85,160",25,
1991 February,"60,000","65,000","70,000","95,000","70,000","78,727",36,
1991 March,**,**,**,**,**,"72,313",11,
1991 April,"60,000","65,000","70,000","90,000","65,000","75,409",22,
1991 May,"65,000","70,000","84,000","122,000","75,000","85,889",31,
1991 June,"65,000","72,000","80,000","107,000","75,000","81,560",55,
1991 July,"65,000","70,000","80,000","85,000","75,000","78,908",156,
1991 August,"65,000","75,000","80,000","94,000","75,000","81,591",49,
1991 September,"65,000","75,000","84,000","110,000","80,000","97,251",49,
1991 October,"68,000","75,000","84,000","104,000","80,000","87,462",27,
1991 November,"65,000","75,000","80,000","100,000","80,000","79,110",45,
1991 December,"69,000","80,000","85,000","106,000","85,000","86,894",53,
1992 January,"70,000","80,000","90,000","100,000","80,000","86,863",31,
1992 February,"71,000","80,000","80,000","114,000","80,000","89,197",20,
1992 March,"72,000","80,000","86,000","115,000","80,000","77,959",17,
1992 April,"60,000","70,000","75,000","89,000","70,000","79,199",60,
1992 May,"66,000","75,000","80,000","94,000","80,000","76,309",29,
1992 June,"70,000","75,000","80,000","88,000","75,000","82,527",56,
1992 July,"65,000","70,000","80,000","95,000","75,000","81,922",151,
1992 August,"73,000","80,000","85,000","97,000","80,000","83,576",46,
1992 September,"75,000","82,000","100,000","114,000","97,500","93,555",26,
1992 October,"75,000","85,000","99,000","114,000","95,000","89,656",32,
1992 November,"79,000","85,000","94,000","121,000","90,000","93,961",28,
1992 December,"70,000","75,000","90,000","120,000","90,000","88,904",23,
1993 January,"70,000","75,000","85,000","100,000","80,000","83,643",18,
1993 February,"70,000","83,000","90,000","104,000","87,500","88,422",19,
1993 March,**,**,**,**,**,"92,699",8,
1993 April,"75,000","80,000","84,000","96,000","80,000","85,945",37,
1993 May,"60,000","66,000","79,000","85,000","70,000","74,513",39,
1993 June,"65,000","70,000","75,000","90,000","75,000","77,328",71,
1993 July,"70,000","75,000","80,000","101,000","80,000","84,759",108,
1993 August,"70,000","75,000","85,000","110,000","80,000","87,892",60,
1993 September,"75,000","80,000","90,000","116,000","80,000","88,764",36,
1993 October,"75,000","80,000","93,000","110,000","85,000","87,814",43,
1993 November,"74,000","80,000","91,000","120,000","87,500","88,632",38,
1993 December,"70,000","85,000","115,000","130,000","97,500","104,984",31,
1994 January,**,**,**,**,**,"95,833",15,
1994 February,**,**,**,**,**,**,4,
1994 March,"75,000","79,000","81,000","93,000","80,000","79,267",15,
1994 April,"80,000","86,000","92,000","121,000","90,000","96,862",15,
1994 May,"65,000","70,000","80,000","90,000","75,000","83,885",39,
1994 June,"65,000","70,000","75,000","85,000","70,000","76,817",140,
1994 July,"68,000","70,000","75,000","95,000","75,000","80,830",162,
1994 August,"75,000","80,000","98,000","120,000","90,000","89,551",49,
1994 September,"75,000","82,000","95,000","120,000","85,000","88,000",47,
1994 October,"70,000","85,000","100,000","120,000","85,000","94,040",25,
1994 November,"73,000","80,000","97,000","124,000","85,000","89,696",23,
1994 December,"75,000","80,000","122,000","150,000","92,500","97,161",31,
1995 January,"70,000","80,000","93,000","108,000","80,000","87,533",17,
1995 February,"75,000","84,000","90,000","100,000","85,000","80,111",27,
1995 March,"65,000","78,000","87,000","112,000","85,000","81,900",20,
1995 April,"75,000","75,000","80,000","100,000","80,000","86,152",33,
1995 May,"75,000","80,000","85,000","97,000","80,000","83,793",58,
1995 June,"70,000","70,000","75,000","85,000","75,000","78,767",86,
1995 July,"70,000","70,000","75,000","90,000","70,000","80,904",57,
1995 August,"76,000","80,000","85,000","99,000","82,500","85,148",27,
1995 September,"70,000","75,000","84,000","100,000","75,000","89,625",32,
1995 October,"72,000","84,000","90,000","114,000","85,000","84,750",16,
1995 November,"80,000","90,000","100,000","102,000","95,000","81,750",20,
1995 December,"70,000","70,000","82,000","96,000","77,500","79,444",21,
1996 January,**,**,**,**,**,"101,222",11,
1996 February,**,**,**,**,**,"79,067",15,
1996 March,**,**,**,**,**,"78,500",12,
1996 April,"62,000","70,000","76,000","88,000","72,500","73,968",31,
1996 May,"70,000","75,000","85,000","100,000","77,500","78,029",35,
1996 June,"65,000","70,000","75,000","85,000","75,000","73,554",46,
1996 July,"70,000","70,000","80,000","95,000","75,000","80,676",84,
1996 August,"70,000","80,000","94,000","117,000","90,000","86,930",33,
1996 September,"72,000","75,000","88,000","120,000","80,000","81,307",27,
1996 October,"65,000","70,000","80,000","86,000","77,500","78,750",28,
1996 November,"60,000","80,000","90,000","135,000","85,000","94,148",27,
1996 December,"60,000","69,000","80,000","106,000","70,000","81,364",15,
1997 January,**,**,**,**,**,"82,000",6,
1997 February,"65,000","69,000","71,000","80,000","70,000","79,244",18,
1997 March,"60,000","60,000","69,000","82,000","60,000","70,148",27,
1997 April,"75,000","82,000","95,000","100,000","85,000","83,606",32,
1997 May,"65,000","75,000","85,000","110,000","80,000","81,807",43,
1997 June,"65,000","78,000","80,000","86,000","80,000","79,447",53,
1997 July,"60,000","70,000","80,000","95,000","70,000","76,078",86,
1997 August,"66,000","75,000","85,000","100,000","80,000","85,294",50,
1997 September,"60,000","72,000","80,000","92,000","80,000","81,083",12,
1997 October,"60,000","80,000","100,000","100,000","95,000","81,250",20,
1997 November,**,**,**,**,**,"81,333",11,
1997 December,"83,000","92,000","100,000","119,000","100,000","88,728",18,
1998 January,**,**,**,**,**,**,3,
1998 February,**,**,**,**,**,"85,353",17,
1998 March,**,**,**,**,**,**,4,
1998 April,"56,000","70,000","80,000","105,000","77,500","81,031",32,
1998 May,"65,000","80,000","100,000","119,000","85,000","89,840",42,
1998 June,"70,000","80,000","90,000","115,000","90,000","96,151",41,
1998 July,"65,000","70,000","85,000","100,000","80,000","85,993",75,
1998 August,"64,000","75,000","80,000","116,000","80,000","85,194",36,
1998 September,**,**,**,**,**,"79,671",14,
1998 October,"55,000","65,000","75,000","80,000","70,000","71,938",50,
1998 November,"75,000","80,000","93,000","100,000","87,500","95,125",21,
1998 December,"60,000","75,000","90,000","110,000","85,000","90,947",23,
1999 January,**,**,**,**,**,**,5,
1999 February,**,**,**,**,**,"85,857",10,
1999 March,**,**,**,**,**,**,6,
1999 April,"62,000","70,000","76,000","98,000","75,000","82,681",26,
1999 May,"65,000","70,000","79,000","102,000","75,000","80,595",42,
1999 June,"65,000","70,000","77,000","91,000","70,000","81,490",68,
1999 July,"70,000","75,000","80,000","100,000","75,000","81,903",69,
1999 August,"68,000","87,000","100,000","118,000","95,000","102,498",21,
1999 September,"88,000","100,000","100,000","117,000","100,000","103,824",22,
1999 October,"72,000","98,000","121,000","142,000","100,000","87,886",22,
1999 November,"70,000","83,000","123,000","134,000","97,500","99,143",28,
1999 December,**,**,**,**,**,"105,875",16,
2000 January,"92,000","100,000","115,000","121,000","110,000","106,818",14,
2000 February,**,**,**,**,**,"114,000",9,
2000 March,**,**,**,**,**,**,6,
2000 April,"78,000","101,000","119,000","169,000","105,000","120,882",19,
2000 May,"85,000","100,000","135,000","165,000","120,000","112,738",42,
2000 June,"70,000","85,000","97,000","119,000","90,000","104,412",58,
2000 July,"70,000","85,000","100,000","130,000","90,000","100,167",42,
2000 August,"89,000","117,000","125,000","144,000","122,500","117,615",26,
2000 September,"86,000","107,000","121,000","135,000","115,000","119,500",23,
2000 October,"86,000","90,000","110,000","134,000","100,000","108,000",20,
2000 November,"89,000","117,000","130,000","140,000","125,000","101,000",35,
2000 December,"90,000","105,000","130,000","160,000","117,500","105,474",19,
2001 January,**,**,**,**,**,**,5,
2001 February,**,**,**,**,**,"128,333",9,
2001 March,"85,000","110,000","135,000","140,000","120,000","119,500",15,
2001 April,"102,000","115,000","127,000","137,000","125,000","130,385",15,
2001 May,"90,000","100,000","120,000","136,000","107,500","122,500",41,
2001 June,"65,000","77,000","110,000","149,000","100,000","111,711",45,
2001 July,"70,000","90,000","112,000","150,000","105,000","109,479",48,
2001 August,"85,000","110,000","130,000","160,000","117,500","110,563",32,
2001 September,"115,000","135,000","145,000","165,000","140,000","139,053",22,
2001 October,**,**,**,**,**,"151,455",14,
2001 November,"95,000","110,000","130,000","150,000","127,500","119,000",21,
2001 December,"110,000","127,000","150,000","188,000","142,500","160,500",24,
2002 January,**,**,**,**,**,"131,250",15,
2002 February,**,**,**,**,**,"134,000",9,
2002 March,**,**,**,**,**,"134,167",8,
2002 April,"100,000","115,000","131,000","168,000","122,500","132,192",28,
2002 May,"90,000","106,000","124,000","147,000","115,000","115,254",59,
2002 June,"98,000","115,000","130,000","153,000","125,000","120,657",35,
2002 July,"75,000","80,000","135,000","150,000","110,000","114,635",63,
2002 August,"90,000","120,000","135,000","200,000","132,500","132,889",19,
2002 September,"115,000","115,000","160,000","175,000","147,500","153,846",32,
2002 October,"115,000","130,000","150,000","225,000","140,000","160,000",24,
2002 November,"100,000","135,000","156,000","180,000","140,000","127,037",27,
2002 December,"98,000","119,000","150,000","175,000","140,000","154,706",19,
2003 January,**,**,**,**,**,**,11,
2003 February,**,**,**,**,**,"131,111",12,
2003 March,"115,000","134,000","140,000","163,000","140,000","162,813",16,
2003 April,"110,000","130,000","140,000","160,000","137,500","135,469",33,
2003 May,"125,000","135,000","150,000","170,000","140,000","135,063",64,
2003 June,"81,000","100,000","120,000","169,000","100,000","121,618",55,
2003 July,"85,000","96,000","129,000","160,000","110,000","120,358",67,
2003 August,"105,000","130,000","145,000","160,000","140,000","124,265",34,
2003 September,"85,000","111,000","144,000","162,000","135,000","117,207",29,
2003 October,**,**,**,**,**,**,28,
2003 November,"103,000","125,000","145,000","181,000","132,500","140,156",32,
2003 December,"127,000","158,000","175,000","196,000","170,000","166,565",25,
2004 January,"80,000","123,000","154,000","186,000","137,500","136,389",24,
2004 February,"100,000","112,000","166,000","215,000","135,000","136,111",18,
2004 March,"104,000","126,000","154,000","175,000","137,500","144,545",28,
2004 April,"115,000","130,000","145,000","168,000","135,000","136,868",53,
2004 May,"102,000","123,000","140,000","165,000","137,500","128,778",45,
2004 June,"90,000","105,000","129,000","162,000","115,000","126,519",77,
2004 July,"105,000","130,000","145,000","185,000","140,000","145,500",80,
2004 August,"105,000","130,000","165,000","185,000","145,000","130,838",37,
2004 September,"109,000","139,000","161,000","181,000","150,000","139,459",37,
2004 October,"114,000","135,000","152,000","203,000","145,000","142,133",45,
2004 November,"115,000","137,000","165,000","219,000","155,000","163,857",35,
2004 December,"110,000","145,000","165,000","175,000","157,500","134,559",34,
2005 January,"100,000","110,000","145,000","215,000","110,000","151,207",29,
2005 February,**,**,**,**,**,"177,000",7,
2005 March,"143,000","155,000","165,000","202,000","155,000","165,769",14,
2005 April,"110,000","128,000","150,000","187,000","137,500","144,896",51,
2005 May,"125,000","135,000","177,000","211,000","157,500","165,472",53,
2005 June,"115,000","155,000","165,000","185,000","160,000","141,746",63,
2005 July,"139,000","150,000","170,000","204,000","165,000","170,868",41,
2005 August,"110,000","110,000","150,000","194,000","115,000","146,246",57,
2005 September,"118,000","130,000","140,000","167,000","135,000","143,767",52,
2005 October,"110,000","125,000","165,000","181,000","155,000","153,509",43,
2005 November,"115,000","145,000","185,000","215,000","160,000","165,283",53,
2005 December,"141,000","165,000","185,000","221,000","185,000","185,667",34,
2006 January,"122,000","192,000","236,000","272,000","200,000","224,333",18,
2006 February,"102,000","118,000","135,000","176,000","132,500","136,667",18,
2006 March,"133,000","145,000","174,000","197,000","152,500","164,318",29,
2006 April,"130,000","153,000","165,000","200,000","162,500","173,684",38,
2006 May,"134,000","150,000","165,000","227,000","160,000","171,739",46,
2006 June,"128,000","146,000","165,000","200,000","155,000","163,191",47,
2006 July,"115,000","124,000","140,000","180,000","130,000","148,451",71,
2006 August,**,**,**,**,**,"137,143",28,
2006 September,"141,000","162,000","183,000","232,000","170,000","187,000",39,
2006 October,"110,000","150,000","195,000","225,000","175,000","182,083",24,
2006 November,"116,000","149,000","173,000","218,000","160,000","175,161",35,
2006 December,"141,000","167,000","198,000","230,000","175,000","194,500",37,
2007 January,"132,000","156,000","189,000","208,000","172,500","169,500",13,
2007 February,"126,000","140,000","165,000","179,000","140,000","153,000",15,
2007 March,"135,000","155,000","165,000","225,000","165,000","167,656",32,
2007 April,"115,000","150,000","165,000","200,000","165,000","167,222",45,
2007 May,"145,000","165,000","190,000","210,000","170,000","180,612",49,
2007 June,"125,000","140,000","158,000","210,000","150,000","165,467",75,
2007 July,"130,000","140,000","161,000","190,000","150,000","161,042",96,
2007 August,"163,000","180,000","200,000","248,000","195,000","176,457",35,
2007 September,"130,000","140,000","172,000","220,000","150,000","174,087",46,
2007 October,"140,000","170,000","216,000","258,000","195,000","197,145",55,
2007 November,"140,000","165,000","195,000","240,000","185,000","198,333",44,
2007 December,"123,000","160,000","218,000","239,000","200,000","190,429",39,
